Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,1D,Succ%,Lng,Y/Tgt,R/G,Y/G,Fmb,Player-additional
199,Phillip Dorsett,HOU,29,WR,15,4,40,20,50.0%,257,12.9,1,11,42.5,34,6.4,1.3,17.1,0,DorsPh00
200,Jamycal Hasty,JAX,26,RB,17,0,26,20,76.9%,126,6.3,1,7,30.8,28,4.8,1.2,7.4,0,HastJa02
201,Dare Ogunbowale,HOU,28,RB,17,4,26,20,76.9%,104,5.2,0,5,34.6,23,4.0,1.2,6.1,0,OgunDa00
202,Miles Sanders*,PHI,25,RB,17,15,26,20,76.9%,78,3.9,0,2,46.2,16,3.0,1.2,4.6,2,SandMi01
203,Mo Alie-Cox,IND,29,TE,17,11,28,19,67.9%,189,9.9,3,9,50.0,34,6.8,1.1,11.1,1,AlieMo00
204,Jake Ferguson,DAL,23,TE,16,8,22,19,86.4%,174,9.2,2,8,63.6,30,7.9,1.2,10.9,0,FergJa00
205,Zach Gentry,PIT,26,TE,17,13,23,19,82.6%,132,6.9,0,6,39.1,32,5.7,1.1,7.8,0,GentZa00
206,Breece Hall,NYJ,21,RB,7,2,31,19,61.3%,218,11.5,1,8,35.5,79,7.0,2.7,31.1,1,HallBr03
207,Kyle Juszczyk*,SFO,31,FB,16,12,23,19,82.6%,200,10.5,1,9,56.5,35,8.7,1.2,12.5,0,JuszKy00
208,Johnny Mundt,MIN,28,TE,17,12,21,19,90.5%,140,7.4,1,9,66.7,17,6.7,1.1,8.2,0,MundJo00
209,Dante Pettis,CHI,27,WR,17,7,41,19,46.3%,245,12.9,3,9,31.7,51,6.0,1.1,14.4,1,PettDa00
210,Tre'Quan Smith,NOR,26,WR,15,6,27,19,70.4%,278,14.6,1,14,66.7,48,10.3,1.3,18.5,0,SmitTr03
211,Tommy Tremble,CAR,22,TE,17,4,32,19,59.4%,174,9.2,3,9,43.8,29,5.4,1.1,10.2,1,TremTo00
212,Tutu Atwell,LAR,23,WR,13,4,35,18,51.4%,298,16.6,1,11,40.0,62,8.5,1.4,22.9,0,AtweTu00
213,Braxton Berrios,NYJ,27,WR,17,2,32,18,56.3%,145,8.1,0,8,34.4,25,4.5,1.1,8.5,1,BerrBr00
214,Adam Trautman,NOR,25,TE,15,12,22,18,81.8%,207,11.5,1,9,59.1,22,9.4,1.2,13.8,0,TrauAd00
215,Brock Wright,DET,24,TE,17,10,24,18,75.0%,216,12.0,4,13,62.5,51,9.0,1.1,12.7,0,WrigBr01
216,DeeJay Dallas,SEA,24,RB,15,0,19,17,89.5%,126,7.4,0,5,57.9,41,6.6,1.1,8.4,1,DallDe00
217,Kenyan Drake,BAL,28,RB,12,5,26,17,65.4%,89,5.2,1,7,34.6,15,3.4,1.4,7.4,1,DrakKe00
218,Clyde Edwards-Helaire,KAN,23,RB,10,6,23,17,73.9%,151,8.9,3,11,60.9,25,6.6,1.7,15.1,0,EdwaCl00
219,Ezekiel Elliott,DAL,27,RB,15,14,23,17,73.9%,92,5.4,0,4,39.1,31,4.0,1.1,6.1,0,ElliEz00
220,Damien Harris,NWE,25,RB,11,9,23,17,73.9%,97,5.7,0,4,43.5,15,4.2,1.5,8.8,0,HarrDa06
221,Darrell Henderson,LAR,25,RB,10,7,22,17,77.3%,102,6.0,0,5,50.0,15,4.6,1.7,10.2,0,HendDa00
222,Mitchell Wilcox,CIN,26,TE,16,4,18,17,94.4%,139,8.2,1,6,66.7,19,7.7,1.1,8.7,0,WilcMi01
223,Tyler Allgeier,ATL,22,RB,16,7,17,16,94.1%,139,8.7,1,8,58.8,26,8.2,1.0,8.7,0,AllgTy00
224,Marquez Callaway,NOR,24,WR,14,3,32,16,50.0%,158,9.9,1,11,43.8,33,4.9,1.1,11.3,0,CallMa01
