"player","team","games","dropbacks","att","comp","drops","comDrop","yds","passYds300Games","depthAim","tds","td40s","td50s","ints","sks","ezAtt","ezTds","ezInts","ezPct","ezTdPct","rushCarries","rushYds","rushTds","rushTd40s","fumbles","rzRushCarries","rzRushTds","rzRushPct","i5RushCarries","i5RushTds","i5RushPct","patConversions","patAttempts","fantasyPts","ptsPerDb"
"C.J. Stroud","HST","1","54","44","28","4","74.4","242","0","6","0","0","0","0","5","0","0","0","0","0","4","20","0","0","1","0","0","0","0","0","0","0","0","11.7","0.22"
"Anthony Richardson","IND","1","45","37","24","1","75.8","223","0","5.3","1","0","0","1","4","1","0","0","2.7","0","10","40","1","0","0","4","1","40","2","1","20","0","0","21.9","0.49"
"Bryce Young","CAR","1","42","38","20","0","69","146","0","7.9","1","0","0","2","2","0","0","0","0","0","3","17","0","0","1","0","0","0","0","0","0","0","0","9.5","0.23"
"Sam Howell","WAS","1","40","31","19","3","78.6","202","0","7.7","1","0","0","1","6","1","1","0","3.2","3.2","2","11","1","0","1","1","1","50","0","0","0","0","0","18.2","0.45"
"Justin Fields","CHI","1","49","37","24","3","79.4","216","0","3.6","1","0","0","1","4","2","1","0","5.4","2.7","9","59","0","0","1","0","0","0","0","0","0","0","1","17.5","0.36"
"Brock Purdy","SF","1","34","29","19","2","80.8","220","0","8.5","2","0","0","0","3","3","2","0","10.3","6.9","3","20","0","0","2","0","0","0","0","0","0","0","0","18.8","0.55"
"Trevor Lawrence","JAX","1","35","32","24","1","80.6","241","0","7","2","0","0","1","2","2","2","0","6.3","6.3","7","21","0","0","1","1","0","14.3","0","0","0","0","0","18.7","0.53"
"Kenny Pickett","PIT","1","52","46","31","1","72.7","232","0","7.4","1","0","0","2","5","5","1","0","10.9","2.2","1","4","0","0","0","0","0","0","0","0","0","0","0","11.7","0.22"
"Tua Tagovailoa","MIA","1","46","45","28","2","71.4","466","1","12.4","3","0","0","1","0","5","2","1","11.1","4.4","5","0","0","0","2","1","0","20","1","0","20","0","0","29.6","0.64"
"Mac Jones","NE","1","58","54","35","3","73.1","316","1","8.3","3","0","0","1","2","4","3","0","7.4","5.6","2","15","0","0","0","0","0","0","0","0","0","0","2","25.1","0.43"
"Desmond Ridder","ATL","1","22","18","15","1","94.1","115","0","3.2","1","0","0","0","4","0","0","0","0","0","1","-1","0","0","1","0","0","0","0","0","0","0","0","8.5","0.39"
"Sean Clifford","GB","1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","1","-1","0","0","1","0","0","0","0","0","0","0","0","-0.1",""
"Baker Mayfield","TB","1","38","34","21","1","73.3","173","0","7.3","2","0","0","0","1","2","2","0","5.9","5.9","8","11","0","0","0","0","0","0","0","0","0","0","0","16","0.42"
"Lamar Jackson","BLT","1","30","22","17","1","90","169","0","5.1","0","0","0","1","4","0","0","0","0","0","6","41","0","0","2","0","0","0","0","0","0","0","0","9.9","0.33"
"Jake Browning","CIN","1","1","1","0","0","0","0","0","15","0","0","0","0","0","0","0","0","0","0","1","-1","0","0","0","0","0","0","0","0","0","0","0","-0.1","-0.1"
"Gardner Minshew","IND","1","2","2","0","0","0","0","0","4","0","0","0","0","0","2","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jordan Love","GB","1","30","27","15","2","63","245","0","10.6","3","0","0","0","1","4","2","0","14.8","7.4","3","12","0","0","1","0","0","0","0","0","0","0","0","23","0.77"
"Jalen Hurts","PHI","1","38","33","22","1","79.3","170","0","9.7","1","0","0","0","3","2","1","0","6.1","3","9","37","0","0","1","0","0","0","0","0","0","0","0","14.5","0.38"
"Daniel Jones","NYG","1","42","28","15","2","65.4","112","0","5.7","0","0","0","2","7","0","0","0","0","0","13","43","0","0","2","3","0","23.1","0","0","0","0","0","6.8","0.16"
"Sam Darnold","SF","1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","2","-2","0","0","0","0","0","0","0","0","0","0","0","-0.2",""
"Justin Herbert","LAC","1","42","33","23","0","74.2","228","0","7.5","1","0","0","0","3","2","1","0","6.1","3","5","18","1","0","0","1","1","20","1","1","20","0","0","20.9","0.5"
"Joe Burrow","CIN","1","33","31","14","3","60.7","82","0","8.3","0","0","0","0","2","1","0","0","3.2","0","1","-1","0","0","0","0","0","0","0","0","0","0","0","3.2","0.1"
