Player,ADP
David Njoku,92.3
Vance McDonald,84.2
Jared Cook,71.3
Hunter Henry,64.5
O.J. Howard,57.5
Evan Engram,57.2
Zach Ertz,28.5
Benjamin Watson,255
Chris Herndon,349
Tyler Eifert,216.6
Dallas Goedert,208.2
Noah Fant,197.8
Jason Witten,197
Jack Doyle,191.2
Jimmy Graham,157.6
George Kittle,28.2
Trey Burton,144.2
Darren Waller,189
Jordan Reed,156.3
T.J. Hockenson,153
Mark Andrews,146.3
Kyle Rudolph,146.2
Greg Olsen,143.3
Delanie Walker,119.5
Austin Hooper,114
Eric Ebron,101.8
Travis Kelce,15.2
