"player","team","games","position","recTarg","recRec","recRec40s","recYds","recYds100Games","recTds","recTd40s","recDrops","catch","depth","ypt","ypr","rac","rzRecTarg","rzRecRec","rzRecTds","rzRecTargPct","rzRecRecPct","rzRecTdPct","ezRecTarg","ezRecTds","ezRecTargPct","ezRecRecPct","ezRecTdPct","rushCarries","rush40s","rushYds","rushYds100Games","rushTds","rushTd40s","ypc","yac","rushTa","tat","fumbles","rzRushCarries","rzRushTds","rzRushPct","rzRushTdPct","i5RushCarries","i5RushTds","i5RushPct","i5RushTdPct","patConversions","patAttempts","fantasyPts","ptsPerSnap","ptsPerTouch"
"Jalin Hyatt","NYG","1","WR","3","0","0","0","0","0","0","1","0","8.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Andrei Iosivas","CIN","1","WR","2","1","0","5","0","0","0","0","50","0.5","2.5","5","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.06","1"
"Jameson Williams","DET","1","WR","7","4","0","47","0","0","0","0","57.1","16","6.71","11.75","4","2","1","0","28.6","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.7","0.15","1.68"
"Tre Tucker","LV","1","WR","4","3","0","59","0","2","0","0","75","28.5","14.75","19.67","0.67","3","2","2","75","66.7","100","2","2","50","66.7","100","1","0","-2","0","0","0","-2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","19.2","0.66","4.8"
"George Pickens","PIT","1","WR","7","3","0","47","0","0","0","0","42.9","19.14","6.71","15.67","3.67","3","1","0","42.9","33.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.2","0.11","2.07"
"Treylon Burks","TEN","1","WR","3","3","0","62","0","0","0","0","100","15.33","20.67","20.67","5.33","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.9","0.16","1.98"
"Jonathan Mingo","CAR","1","WR","5","4","0","32","0","0","0","0","80","11","6.4","8","0.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.2","0.09","1.3"
"Rashee Rice","KC","1","WR","9","9","0","90","0","1","0","0","100","3.22","10","10","6.78","2","2","1","22.2","22.2","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","19.5","0.33","2.17"
"Garrett Wilson","NYJ","1","WR","4","3","0","29","0","0","0","0","75","8.5","7.25","9.67","4.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.4","0.08","1.47"
"John Metchie III","HST","1","WR","1","1","0","1","0","0","0","0","100","-1","1","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6","0.07","0.6"
