"player","team","games","dropbacks","att","comp","drops","comDrop","yds","passYds300Games","depthAim","tds","td40s","td50s","ints","sks","ezAtt","ezTds","ezInts","ezPct","ezTdPct","rushCarries","rushYds","rushTds","rushTd40s","fumbles","rzRushCarries","rzRushTds","rzRushPct","i5RushCarries","i5RushTds","i5RushPct","patConversions","patAttempts","fantasyPts","ptsPerDb"
"Josh Allen","BUF","1","37","33","24","1","78.1","311","1","10.3","4","0","0","1","4","3","3","0","9.1","9.1","4","8","1","0","1","4","1","100","3","1","75","0","0","34.2","0.92"
"Baker Mayfield","CLV","1","26","23","16","2","81.8","156","0","8.7","2","0","0","0","2","1","1","0","4.3","4.3","1","1","0","0","0","0","0","0","0","0","0","0","0","14.3","0.55"
"Brett Rypien","DEN","1","10","9","8","0","88.9","53","0","5.3","0","0","0","1","1","1","0","1","11.1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1.1","0.11"
"Ryan Finley","CIN","1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Lamar Jackson","BLT","1","35","28","15","5","74.1","97","0","9.9","1","0","0","0","4","3","1","0","10.7","3.6","9","83","0","0","2","1","0","11.1","0","0","0","0","0","16.2","0.46"
"Dwayne Haskins","WAS","1","41","37","21","0","58.3","224","0","7.3","2","0","0","3","3","4","2","0","10.8","5.4","2","2","0","0","2","1","0","50","1","0","50","0","0","14.2","0.35"
"Gardner Minshew","JAX","1","49","42","30","2","82.1","275","0","7.4","0","0","0","1","4","2","0","0","4.8","0","3","22","0","0","1","0","0","0","0","0","0","0","0","12.2","0.25"
"Jalen Hurts","PHI","1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","2","5","0","0","1","0","0","0","0","0","0","0","0","0.5",""
"Daniel Jones","NYG","1","35","32","17","1","66.7","179","0","9.3","0","0","0","1","2","0","0","0","0","0","5","49","0","0","1","0","0","0","0","0","0","0","0","11.1","0.32"
"Kyler Murray","ARZ","1","37","35","23","1","72.7","270","0","9.6","2","0","0","3","1","1","1","0","2.9","2.9","5","29","1","0","0","1","1","20","1","1","20","0","0","24.7","0.67"
"Sam Darnold","NYJ","1","36","29","17","1","69.2","168","0","7","1","0","0","3","2","2","1","1","6.9","3.4","5","20","0","0","0","0","0","0","0","0","0","0","0","9.7","0.27"
"Justin Herbert","LAC","1","53","49","35","2","80.4","330","1","6.8","1","0","0","1","2","3","1","0","6.1","2","3","15","0","0","2","0","0","0","0","0","0","0","1","17.7","0.33"
"Joe Burrow","CIN","1","52","44","31","0","77.5","312","1","9","2","0","0","0","8","4","2","0","9.1","4.5","1","-1","0","0","0","0","0","0","0","0","0","0","0","20.4","0.39"
"Nick Mullens","SF","1","38","36","25","0","73.5","343","1","8.6","1","0","0","0","2","3","0","0","8.3","0","4","0","0","0","0","0","0","0","0","0","0","0","0","17.7","0.47"
"Taysom Hill","NO","1","1","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","2","6","0","0","1","0","0","0","0","0","0","0","0","0.6","0.6"
"Deshaun Watson","HST","1","33","27","19","1","76.9","264","0","10.9","2","0","0","1","5","2","1","0","7.4","3.7","1","5","0","0","0","0","0","0","0","0","0","0","0","18.1","0.55"
"Patrick Mahomes","KC","1","47","42","31","1","80","385","1","8.7","4","1","0","0","0","2","1","0","4.8","2.4","4","26","1","0","0","1","1","25","1","1","25","0","0","40","0.85"
"Mitch Trubisky","CHI","1","25","22","13","1","63.6","128","0","11.8","1","0","0","1","2","0","0","0","0","0","1","45","0","0","0","0","0","0","0","0","0","0","0","12.6","0.5"
"Jeff Driskel","DEN","1","37","30","17","3","71.4","176","0","8","1","0","0","1","5","0","0","0","0","0","3","14","0","0","0","0","0","0","0","0","0","0","0","11.4","0.31"
"Dak Prescott","DAL","1","62","57","37","5","79.2","472","1","9","3","3","0","2","2","3","0","1","5.3","0","6","26","0","0","1","0","0","0","0","0","0","0","1","31.5","0.51"
"Jacoby Brissett","IND","1","4","4","2","1","75","17","0","1.8","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0.7","0.17"
"Carson Wentz","PHI","1","56","47","29","1","71.4","225","0","6.6","1","0","0","2","3","0","0","0","0","0","9","65","1","0","1","3","1","33.3","0","0","0","0","0","23.5","0.42"
"Jared Goff","LA","1","35","32","23","0","82.1","321","1","6.8","2","0","0","1","2","0","0","0","0","0","2","4","1","0","0","1","1","50","1","1","50","1","1","26.2","0.75"
"Derek Carr","LV","1","36","32","24","1","80.6","261","0","7.1","2","0","0","0","2","2","1","0","6.3","3.1","2","10","0","0","2","0","0","0","0","0","0","0","0","19.4","0.54"
"Teddy Bridgewater","CAR","1","31","28","22","1","85.2","235","0","4.9","1","0","0","0","2","0","0","0","0","0","2","12","0","0","0","1","0","50","0","0","0","0","0","14.6","0.47"
"Kirk Cousins","MIN","1","30","27","16","0","72.7","251","0","11.3","3","1","1","2","2","4","2","0","14.8","7.4","2","14","0","0","0","0","0","0","0","0","0","0","1","21.4","0.71"
"Nick Foles","CHI","1","29","29","16","0","61.5","188","0","9.9","3","0","0","1","0","6","2","1","20.7","6.9","3","-3","0","0","0","0","0","0","0","0","0","0","1","18.2","0.63"
"Russell Wilson","SEA","1","48","40","27","4","83.8","315","1","9.9","5","1","0","0","4","5","5","0","12.5","12.5","6","22","0","0","0","0","0","0","0","0","0","1","2","34.8","0.72"
"Ryan Tannehill","TEN","1","39","37","23","0","69.7","321","1","10.7","0","0","0","1","1","3","0","1","8.1","0","4","9","0","0","2","0","0","0","0","0","0","0","1","12.7","0.33"
"Cam Newton","NE","1","31","28","17","2","73.1","162","0","5.2","1","0","0","1","2","3","0","0","10.7","0","9","27","0","0","0","1","0","11.1","0","0","0","0","0","12.2","0.39"
"Matthew Stafford","DET","1","35","31","22","1","74.2","270","0","7.6","2","0","0","0","4","3","0","0","9.7","0","1","-3","0","0","0","1","0","100","0","0","0","0","0","18.5","0.53"
"Matt Ryan","ATL","1","40","38","19","2","67.7","238","0","11.9","1","0","0","1","2","3","1","0","7.9","2.6","1","-1","0","0","0","0","0","0","0","0","0","0","0","12.4","0.31"
"Ryan Fitzpatrick","MIA","1","25","20","18","1","95","160","0","7.4","2","0","0","0","1","1","1","0","5","5","7","38","1","0","0","1","1","14.3","1","1","14.3","0","0","24.2","0.97"
"Aaron Rodgers","GB","1","34","32","21","1","78.6","283","0","10.4","3","0","0","0","1","5","2","0","15.6","6.3","2","12","0","0","0","0","0","0","0","0","0","0","0","24.5","0.72"
"Ben Roethlisberger","PIT","1","39","36","23","3","76.5","237","0","8.7","2","0","0","0","2","2","1","0","5.6","2.8","5","-3","0","0","0","3","0","60","2","0","40","1","1","17.2","0.44"
"Philip Rivers","IND","1","21","21","17","0","89.5","217","0","7.5","1","0","0","0","0","1","1","0","4.8","4.8","0","0","0","0","0","0","0","0","0","0","0","0","0","12.7","0.6"
"Drew Brees","NO","1","38","36","29","1","88.2","288","0","4.8","3","1","1","0","2","2","1","0","5.6","2.8","0","0","0","0","1","0","0","0","0","0","0","0","0","23.5","0.62"
"Tom Brady","TB","1","41","38","25","2","79.4","297","0","10","3","0","0","0","2","3","1","0","7.9","2.6","5","0","0","0","1","1","0","20","0","0","0","0","0","23.9","0.58"
