"player","team","games","dropbacks","att","comp","drops","comDrop","yds","passYds300Games","depthAim","tds","td40s","td50s","ints","sks","ezAtt","ezTds","ezInts","ezPct","ezTdPct","rushCarries","rushYds","rushTds","rushTd40s","fumbles","rzRushCarries","rzRushTds","rzRushPct","i5RushCarries","i5RushTds","i5RushPct","patConversions","patAttempts","fantasyPts","ptsPerDb"
"Trey Lance","SF","1","3","3","2","0","100","30","0","3.5","0","0","0","0","0","0","0","0","0","0","3","13","0","0","0","1","0","33.3","0","0","0","0","0","2.5","0.83"
"Justin Fields","CHI","1","17","11","7","1","72.7","70","0","10.8","0","0","0","1","3","0","0","0","0","0","8","20","1","0","1","4","1","50","2","1","25","0","0","9.8","0.58"
"Trevor Lawrence","JAX","1","31","30","25","2","90","235","0","6.5","2","0","0","0","0","1","0","0","3.3","0","3","11","0","0","0","1","0","33.3","0","0","0","0","0","18.5","0.6"
"Malik Willis","TEN","1","6","4","1","0","33.3","6","0","7.7","0","0","0","0","0","0","0","0","0","0","4","16","0","0","1","0","0","0","0","0","0","0","0","1.8","0.3"
"Tua Tagovailoa","MIA","1","51","50","36","3","78","469","1","7.8","6","2","1","2","1","5","3","0","10","6","1","1","0","0","0","0","0","0","0","0","0","0","0","40.9","0.8"
"Mac Jones","NE","1","38","35","21","1","66.7","252","0","9.3","1","1","0","1","0","0","0","0","0","0","7","6","0","0","0","3","0","42.9","0","0","0","0","0","13.7","0.36"
"Davis Mills","HST","1","41","38","19","3","64.7","177","0","9.4","0","0","0","0","3","3","0","0","7.9","0","2","1","0","0","2","0","0","0","0","0","0","0","0","7.2","0.18"
"Josh Allen","BUF","1","40","38","26","1","84.4","317","1","8.9","4","1","0","0","1","3","2","0","7.9","5.3","1","10","0","0","0","0","0","0","0","0","0","0","0","29.7","0.74"
"Baker Mayfield","CAR","1","36","29","14","1","57.7","145","0","8.1","1","0","0","0","2","1","1","0","3.4","3.4","6","35","0","0","1","3","0","50","0","0","0","0","0","13.3","0.37"
"Lamar Jackson","BLT","1","31","29","21","2","82.1","318","1","11.6","3","1","1","0","0","5","2","0","17.2","6.9","9","119","1","1","1","3","0","33.3","2","0","22.2","0","0","42.6","1.37"
"Jalen Hurts","PHI","1","39","31","26","1","87.1","333","1","9.1","1","1","1","1","3","0","0","0","0","0","11","57","2","0","1","1","1","9.1","1","1","9.1","0","0","34","0.87"
"Daniel Jones","NYG","1","43","34","22","1","76.7","176","0","6.3","1","0","0","0","3","0","0","0","0","0","10","21","0","0","0","1","0","10","1","0","10","0","0","13.1","0.3"
"Kyler Murray","ARZ","1","52","49","31","2","75","277","0","5.9","1","0","0","1","1","4","1","0","8.2","2","5","28","1","0","0","1","1","20","1","1","20","2","2","22.9","0.44"
"Justin Herbert","LAC","1","50","48","33","1","79.1","334","1","6","3","0","0","1","2","4","3","0","8.3","6.3","2","1","0","0","0","0","0","0","0","0","0","0","0","24.5","0.49"
"Joe Burrow","CIN","1","45","36","24","1","78.1","199","0","5.7","1","0","0","0","6","1","1","0","2.8","2.8","4","26","0","0","1","0","0","0","0","0","0","1","1","14.6","0.32"
"Cooper Rush","DAL","1","34","31","19","1","69","235","0","6.4","1","0","0","0","1","1","1","0","3.2","3.2","1","2","0","0","0","0","0","0","0","0","0","0","0","13.6","0.4"
"Patrick Mahomes","KC","1","36","35","24","1","78.1","235","0","7.6","2","1","0","0","1","1","0","0","2.9","0","2","-1","0","0","0","0","0","0","0","0","0","0","0","17.3","0.48"
"Mitch Trubisky","PIT","1","37","33","21","1","66.7","168","0","7.8","1","0","0","1","3","1","1","0","3","3","1","7","0","0","0","0","0","0","0","0","0","1","1","10.4","0.28"
"Jeff Driskel","HST","1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","1","10","0","0","0","0","0","0","0","0","0","0","0","1",""
"Jacoby Brissett","CLV","1","32","27","22","1","85.2","229","0","6.6","1","0","0","1","1","4","1","0","14.8","3.7","6","43","0","0","0","1","0","16.7","0","0","0","0","0","16.5","0.52"
"Carson Wentz","WAS","1","53","46","30","3","80.5","337","1","8.7","3","0","0","1","5","3","1","0","6.5","2.2","2","23","0","0","1","1","0","50","0","0","0","1","2","26.8","0.51"
"Jared Goff","DET","1","37","34","20","3","67.6","256","0","8.8","4","0","0","0","3","7","3","0","20.6","8.8","2","-2","0","0","0","0","0","0","0","0","0","0","0","26","0.7"
"Marcus Mariota","ATL","1","32","26","17","1","75","196","0","8.4","2","0","0","2","3","3","1","1","11.5","3.8","5","16","0","0","1","3","0","60","0","0","0","1","1","15.4","0.48"
"Jameis Winston","NO","1","47","40","25","1","65","236","0","12.9","1","0","0","3","6","3","1","1","7.5","2.5","1","2","0","0","1","0","0","0","0","0","0","0","0","10.6","0.23"
"Jimmy Garoppolo","SF","1","22","21","13","1","73.7","154","0","8.2","1","0","0","0","1","1","0","0","4.8","0","4","5","1","0","0","4","1","100","3","1","75","0","0","16.7","0.76"
"Derek Carr","LV","1","41","39","25","1","74.3","252","0","6.5","2","0","0","0","1","4","1","0","10.3","2.6","1","9","0","0","0","0","0","0","0","0","0","0","0","19","0.46"
"Geno Smith","SEA","1","32","30","24","0","82.8","197","0","5.4","0","0","0","1","2","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","7.1","0.22"
"Case Keenum","BUF","1","2","2","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","3","2","0","0","0","2","0","66.7","0","0","0","0","0","0.2","0.1"
"Kirk Cousins","MIN","1","50","46","27","4","67.4","221","0","5.9","1","0","0","3","2","3","0","2","6.5","0","2","20","0","0","1","0","0","0","0","0","0","0","0","11.8","0.24"
"Nick Foles","IND","1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Russell Wilson","DEN","1","35","31","14","1","55.6","219","0","10.6","1","0","0","1","3","5","1","0","16.1","3.2","2","3","0","0","0","0","0","0","0","0","0","0","0","12.1","0.35"
"Ryan Tannehill","TEN","1","22","20","11","0","61.1","117","0","8.4","0","0","0","2","2","1","0","0","5","0","1","2","0","0","0","0","0","0","0","0","0","0","0","2.9","0.13"
"Chase Daniel","LAC","1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Matthew Stafford","LA","1","37","36","27","0","79.4","272","0","8","3","0","0","2","1","6","2","1","16.7","5.6","0","0","0","0","0","0","0","0","0","0","0","0","0","20.9","0.56"
"Joe Flacco","NYJ","1","47","44","26","3","72.5","307","1","10.5","4","1","1","0","2","3","1","0","6.8","2.3","2","6","0","0","1","0","0","0","0","0","0","0","0","28.9","0.61"
"Matt Ryan","IND","1","35","30","16","1","63","195","0","10.5","0","0","0","3","5","4","0","0","13.3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","4.8","0.14"
