Player,Team,"Year
Signed",Years,,Value,APY,Guaranteed,,"APY as % Of
Cap At Signing",,"Inflated
Value","Inflated
APY","Inflated
Guaranteed"
Jason Avant,Chiefs,2015,1,,"$950,000","$950,000","$50,000",,0.7%,,"$1,693,398","$1,693,398","$89,126"
Brandon Stokley,Seahawks,2010,1,,"$855,000","$855,000",$0,,0.7%,,"$1,692,767","$1,692,767",$0
Rueben Randle,Eagles,2016,1,,"$1,025,000","$1,025,000","$500,000",,0.7%,,"$1,685,999","$1,685,999","$822,438"
Allen Robinson,Jaguars,2014,4,,"$3,510,870","$877,718","$1,173,360",,0.7%,,"$6,741,926","$1,685,483","$2,253,204"
Brice Butler,Cowboys,2017,1,,"$1,100,000","$1,100,000","$300,000",,0.7%,,"$1,682,275","$1,682,275","$458,802"
J.J. Arcega-Whiteside,SEA/PHI,2019,4,,"$4,951,224","$1,237,806","$2,835,944",,0.7%,,"$6,719,142","$1,679,786","$3,848,566"
Alex Erickson,Texans,2021,1,,"$1,200,000","$1,200,000","$500,000",,0.7%,,"$1,679,342","$1,679,342","$699,726"
Andre Roberts,Bills,2020,1,,"$1,300,000","$1,300,000",$0,,0.7%,,"$1,675,177","$1,675,177",$0
Jarvis Landry,Dolphins,2014,4,,"$3,474,908","$868,727","$1,067,208",,0.7%,,"$6,672,868","$1,668,217","$2,049,360"
Adam Humphries,Commanders,2021,1,,"$1,190,000","$1,190,000","$150,000",,0.7%,,"$1,665,348","$1,665,348","$209,918"
Velus Jones Jr.,Bears,2022,4,,"$5,405,924","$1,351,481","$1,111,580",,0.6%,,"$6,631,474","$1,657,869","$1,363,581"
Santonio Holmes,Bears,2014,1,,"$855,000","$855,000",$0,,0.6%,,"$1,641,857","$1,641,857",$0
Jason Avant,Chiefs,2014,1,,"$855,000","$855,000",$0,,0.6%,,"$1,641,857","$1,641,857",$0
Eric Decker,Broncos,2010,4,,"$3,315,148","$828,787","$732,148",,0.6%,,"$6,563,479","$1,640,870","$1,449,540"
Nate Burleson,Vikings,2003,3,,"$1,439,000","$479,667","$529,000",,0.6%,,"$4,899,817","$1,633,274","$1,801,253"
James Washington,Steelers,2018,4,,"$4,501,346","$1,125,337","$2,383,704",,0.6%,,"$6,487,832","$1,621,959","$3,435,655"
Parris Campbell,Colts,2019,4,,"$4,775,936","$1,193,984","$2,700,496",,0.6%,,"$6,481,265","$1,620,316","$3,664,754"
Devin Hester,Seahawks,2016,1,,"$985,000","$985,000",$0,,0.6%,,"$1,620,204","$1,620,204",$0
Lance Moore,Falcons,2016,1,,"$985,000","$985,000",$0,,0.6%,,"$1,620,204","$1,620,204",$0
Tank Dell,Texans,2023,4,,"$5,689,104","$1,422,276","$1,137,528",,0.6%,,"$6,463,511","$1,615,878","$1,292,369"
Donte Moncrief,Texans,2021,1,,"$1,150,000","$1,150,000","$50,000",,0.6%,,"$1,609,370","$1,609,370","$69,973"
JuJu Smith-Schuster,Steelers,2017,4,,"$4,195,778","$1,048,945","$1,984,476",,0.6%,,"$6,416,777","$1,604,195","$3,034,941"
D.J. Chark,Jaguars,2018,4,,"$4,447,230","$1,111,808","$2,259,731",,0.6%,,"$6,409,834","$1,602,459","$3,256,971"
Jalin Hyatt,Giants,2023,4,,"$5,625,316","$1,406,329","$1,091,140",,0.6%,,"$6,391,040","$1,597,760","$1,239,667"
Mohamed Sanu,49ers,2021,1,,"$1,140,000","$1,140,000","$25,000",,0.6%,,"$1,595,375","$1,595,375","$34,986"
Cedric Tillman,Browns,2023,4,,"$5,610,462","$1,402,616","$1,080,336",,0.6%,,"$6,374,164","$1,593,541","$1,227,392"
Brandon Marshall,Seahawks,2018,1,,"$1,105,000","$1,105,000","$90,000",,0.6%,,"$1,592,647","$1,592,647","$129,718"
Gunner Olszewski,Steelers,2023,1,,"$1,400,000","$1,400,000",$0,,0.6%,,"$1,590,569","$1,590,569",$0
Julian Edelman,Patriots,2013,1,,"$765,000","$765,000",$0,,0.6%,,"$1,588,463","$1,588,463",$0
DeVier Posey,Jets,2012,4,,"$748,000","$748,000",$0,,0.6%,,"$1,584,073","$1,584,073",$0
Isaiah McKenzie,Bills,2021,1,,"$1,127,500","$1,127,500","$350,000",,0.6%,,"$1,577,882","$1,577,882","$489,808"
Mack Hollins,Dolphins,2021,1,,"$1,127,500","$1,127,500","$337,500",,0.6%,,"$1,577,882","$1,577,882","$472,315"
Damiere Byrd,Bears,2021,1,,"$1,127,500","$1,127,500","$387,500",,0.6%,,"$1,577,882","$1,577,882","$542,288"
Demarcus Robinson,Chiefs,2021,1,,"$1,127,500","$1,127,500","$987,500",,0.6%,,"$1,577,882","$1,577,882","$1,381,959"
Willie Snead,Raiders,2021,1,,"$1,127,500","$1,127,500","$987,500",,0.6%,,"$1,577,882","$1,577,882","$1,381,959"
Dede Westbrook,Vikings,2021,1,,"$1,127,500","$1,127,500","$137,500",,0.6%,,"$1,577,882","$1,577,882","$192,425"
Noah Brown,Cowboys,2021,1,,"$1,127,500","$1,127,500","$137,500",,0.6%,,"$1,577,882","$1,577,882","$192,425"
Kalif Raymond,Lions,2021,1,,"$1,127,500","$1,127,500","$250,000",,0.6%,,"$1,577,882","$1,577,882","$349,863"
Marcus Johnson,Titans,2021,1,,"$1,127,500","$1,127,500","$287,500",,0.6%,,"$1,577,882","$1,577,882","$402,342"
Phillip Dorsett,Jaguars,2021,1,,"$1,127,500","$1,127,500",$0,,0.6%,,"$1,577,882","$1,577,882",$0
Marvin Hall,Patriots,2021,1,,"$1,127,500","$1,127,500","$25,000",,0.6%,,"$1,577,882","$1,577,882","$34,986"
JoJo Natson,Browns,2021,1,,"$1,127,500","$1,127,500",$0,,0.6%,,"$1,577,882","$1,577,882",$0
Jalen Tolbert,Cowboys,2022,4,,"$5,135,720","$1,283,930","$915,068",,0.6%,,"$6,300,014","$1,575,003","$1,122,519"
Andy Isabella,Cardinals,2019,4,,"$4,629,870","$1,157,468","$2,324,926",,0.6%,,"$6,283,044","$1,570,762","$3,155,080"
Keelan Cole,Raiders,2022,1,,"$1,278,500","$1,278,500","$150,000",,0.6%,,"$1,568,342","$1,568,342","$184,006"
DeVier Posey,Texans,2012,4,,"$2,962,092","$740,523","$684,092",,0.6%,,"$6,272,954","$1,568,239","$1,448,732"
Josh Downs,Colts,2023,4,,"$5,520,456","$1,380,114","$1,014,876",,0.6%,,"$6,271,906","$1,567,976","$1,153,022"
Aldrick Robinson,Panthers,2019,1,,"$1,155,000","$1,155,000","$175,000",,0.6%,,"$1,567,412","$1,567,412","$237,487"
Marquise Goodwin,Seahawks,2022,1,,"$1,272,500","$1,272,500","$152,500",,0.6%,,"$1,560,982","$1,560,982","$187,073"
Breshad Perriman,Buccaneers,2022,1,,"$1,272,500","$1,272,500","$895,000",,0.6%,,"$1,560,982","$1,560,982","$1,097,901"
Pharoh Cooper,Panthers,2020,1,,"$1,210,000","$1,210,000","$300,000",,0.6%,,"$1,559,203","$1,559,203","$386,579"
D.K. Metcalf,Seahawks,2019,4,,"$4,586,050","$1,146,513","$2,254,308",,0.6%,,"$6,223,577","$1,555,895","$3,059,247"
James Jones,Packers,2015,1,,"$870,000","$870,000",$0,,0.6%,,"$1,550,796","$1,550,796",$0
Josh Morgan,Saints,2015,1,,"$870,000","$870,000",$0,,0.6%,,"$1,550,796","$1,550,796",$0
Chris Conley,49ers,2024,1,,"$1,550,000","$1,550,000","$460,000",,0.6%,,"$1,550,000","$1,550,000","$460,000"
Danny Gray,49ers,2022,4,,"$5,044,904","$1,261,226","$849,020",,0.6%,,"$6,188,609","$1,547,152","$1,041,497"
David Bell,Browns,2022,4,,"$5,044,904","$1,261,226","$849,020",,0.6%,,"$6,188,609","$1,547,152","$1,041,497"
Jerome Simpson,49ers,2015,2,,"$1,730,000","$865,000",$0,,0.6%,,"$3,083,766","$1,541,883",$0
T.J. Graham,TEN/BUF,2012,4,,"$2,901,252","$725,313","$671,252",,0.6%,,"$6,144,111","$1,536,028","$1,421,540"
Equanimeous St. Brown,Bears,2022,1,,"$1,250,000","$1,250,000","$170,000",,0.6%,,"$1,533,381","$1,533,381","$208,540"
Mohamed Sanu,49ers,2020,1,,"$1,187,500","$1,187,500","$68,750",,0.6%,,"$1,530,209","$1,530,209","$88,591"
Ted Ginn,Bears,2020,1,,"$1,187,500","$1,187,500","$887,500",,0.6%,,"$1,530,209","$1,530,209","$1,143,630"
Darrius Heyward-Bey,Steelers,2014,1,,"$795,000","$795,000","$65,000",,0.6%,,"$1,526,639","$1,526,639","$124,820"
Phillip Dorsett,Texans,2021,2,,"$2,175,000","$1,087,500","$300,000",,0.6%,,"$3,043,808","$1,521,904","$419,836"
Malachi Corley,Jets,2024,4,,"$6,073,456","$1,518,364","$1,237,060",,0.6%,,"$6,073,456","$1,518,364","$1,237,060"
Michael Wilson,Cardinals,2023,4,,"$5,339,462","$1,334,866","$883,244",,0.6%,,"$6,066,275","$1,516,569","$1,003,472"
Tre Tucker,Raiders,2023,4,,"$5,304,082","$1,326,021","$857,512",,0.6%,,"$6,026,079","$1,506,520","$974,237"
Kenny Stills,Saints,2021,1,,"$1,075,000","$1,075,000",$0,,0.6%,,"$1,504,411","$1,504,411",$0
Chris Hogan,Saints,2021,1,,"$1,075,000","$1,075,000",$0,,0.6%,,"$1,504,411","$1,504,411",$0
Travis Benjamin,49ers,2021,1,,"$1,075,000","$1,075,000",$0,,0.6%,,"$1,504,411","$1,504,411",$0
Andre Roberts,Chargers,2021,1,,"$1,075,000","$1,075,000",$0,,0.6%,,"$1,504,411","$1,504,411",$0
Chris Hogan,Saints,2021,1,,"$1,075,000","$1,075,000",$0,,0.6%,,"$1,504,411","$1,504,411",$0
Tavon Austin,Jaguars,2021,1,,"$1,075,000","$1,075,000",$0,,0.6%,,"$1,504,411","$1,504,411",$0
Terrance Williams,Cowboys,2013,4,,"$2,896,972","$724,243","$619,472",,0.6%,,"$6,015,339","$1,503,835","$1,286,286"
Trenton Irwin,Bengals,2024,1,,"$1,500,000","$1,500,000","$250,000",,0.6%,,"$1,500,000","$1,500,000","$250,000"
Brandon Tate,Bills,2017,1,,"$980,000","$980,000","$50,000",,0.6%,,"$1,498,754","$1,498,754","$76,467"
Dez Fitzpatrick,Titans,2021,4,,"$4,279,808","$1,069,952","$799,808",,0.6%,,"$5,989,386","$1,497,347","$1,119,293"
Sterling Shepard,Giants,2023,1,,"$1,317,500","$1,317,500",$0,,0.6%,,"$1,496,839","$1,496,839",$0
Jamison Crowder,Giants,2023,1,,"$1,317,500","$1,317,500","$27,500",,0.6%,,"$1,496,839","$1,496,839","$31,243"
Chris Conley,49ers,2023,1,,"$1,317,500","$1,317,500","$400,000",,0.6%,,"$1,496,839","$1,496,839","$454,448"
Chris Moore,Titans,2023,1,,"$1,317,500","$1,317,500","$1,000,000",,0.6%,,"$1,496,839","$1,496,839","$1,136,121"
Damiere Byrd,Panthers,2023,1,,"$1,317,500","$1,317,500","$152,500",,0.6%,,"$1,496,839","$1,496,839","$173,258"
Robbie Chosen,Dolphins,2023,1,,"$1,317,500","$1,317,500","$152,500",,0.6%,,"$1,496,839","$1,496,839","$173,258"
Willie Snead,49ers,2023,1,,"$1,317,500","$1,317,500","$275,000",,0.6%,,"$1,496,839","$1,496,839","$312,433"
Javon Walker,Vikings,2010,1,,"$755,000","$755,000",$0,,0.6%,,"$1,494,783","$1,494,783",$0
T.J. Houshmandzadeh,Ravens,2010,1,,"$755,000","$755,000",$0,,0.6%,,"$1,494,783","$1,494,783",$0
Amon-Ra St. Brown,Lions,2021,4,,"$4,265,260","$1,066,315","$785,260",,0.6%,,"$5,969,027","$1,492,257","$1,098,934"
Bryan Edwards,LV/ATL,2020,4,,"$4,626,578","$1,156,645","$972,696",,0.6%,,"$5,961,796","$1,490,450","$1,253,414"
Devin Aromashodu,Bears,2013,1,,"$715,000","$715,000",$0,,0.6%,,"$1,484,642","$1,484,642",$0
Marquise Goodwin,Bills,2013,4,,"$2,853,876","$713,469","$598,876",,0.6%,,"$5,925,853","$1,481,463","$1,243,520"
Robert Foster,Dolphins,2021,1,,"$1,057,500","$1,057,500","$100,000",,0.6%,,"$1,479,921","$1,479,921","$139,945"
Tyler Lockett,Seahawks,2015,4,,"$3,318,752","$829,688","$786,752",,0.6%,,"$5,915,754","$1,478,939","$1,402,404"
Darrius Heyward-Bey,Steelers,2015,1,,"$825,000","$825,000","$80,000",,0.6%,,"$1,470,582","$1,470,582","$142,602"
Denarius Moore,Bengals,2015,1,,"$825,000","$825,000","$25,000",,0.6%,,"$1,470,582","$1,470,582","$44,563"
Brandon Gibson,Patriots,2015,1,,"$825,000","$825,000","$40,000",,0.6%,,"$1,470,582","$1,470,582","$71,301"
Seyi Ajirotutu,Eagles,2015,1,,"$825,000","$825,000","$380,000",,0.6%,,"$1,470,582","$1,470,582","$677,359"
Cooper Kupp,Rams,2017,4,,"$3,832,093","$958,023","$954,760",,0.6%,,"$5,860,578","$1,465,144","$1,460,154"
Brandon Marshall,Saints,2018,1,,"$1,015,000","$1,015,000",$0,,0.6%,,"$1,462,929","$1,462,929",$0
Jaelen Strong,HOU/JAX,2015,4,,"$3,281,350","$820,338","$771,984",,0.6%,,"$5,849,084","$1,462,272","$1,376,080"
Jaelon Darden,TB/CLE,2021,4,,"$4,177,900","$1,044,475","$697,900",,0.6%,,"$5,846,771","$1,461,693","$976,678"
Keenan Allen,Chargers,2013,4,,"$2,813,800","$703,450","$613,800",,0.6%,,"$5,842,638","$1,460,660","$1,274,508"
Markus Wheaton,Steelers,2013,4,,"$2,811,376","$702,844","$591,376",,0.6%,,"$5,837,605","$1,459,401","$1,227,947"
Tylan Wallace,Ravens,2021,4,,"$4,165,356","$1,041,339","$685,356",,0.6%,,"$5,829,216","$1,457,304","$959,123"
James Washington,Cowboys,2022,1,,"$1,187,500","$1,187,500","$1,047,500",,0.6%,,"$1,456,712","$1,456,712","$1,284,974"
Laquon Treadwell,Jaguars,2022,1,,"$1,187,500","$1,187,500","$425,000",,0.6%,,"$1,456,712","$1,456,712","$521,350"
Noah Brown,Cowboys,2022,1,,"$1,187,500","$1,187,500","$302,500",,0.6%,,"$1,456,712","$1,456,712","$371,078"
Jake Kumerow,Bills,2022,1,,"$1,187,500","$1,187,500","$76,250",,0.6%,,"$1,456,712","$1,456,712","$93,536"
Damiere Byrd,Falcons,2022,1,,"$1,187,500","$1,187,500","$400,000",,0.6%,,"$1,456,712","$1,456,712","$490,682"
Chris Moore,Texans,2022,1,,"$1,187,500","$1,187,500","$1,047,500",,0.6%,,"$1,456,712","$1,456,712","$1,284,974"
Brandon Zylstra,Panthers,2022,1,,"$1,187,500","$1,187,500","$1,047,500",,0.6%,,"$1,456,712","$1,456,712","$1,284,974"
Demarcus Robinson,Raiders,2022,1,,"$1,187,500","$1,187,500","$427,500",,0.6%,,"$1,456,712","$1,456,712","$524,416"
Trent Sherfield,Dolphins,2022,1,,"$1,187,500","$1,187,500","$502,500",,0.6%,,"$1,456,712","$1,456,712","$616,419"
Rashard Higgins,Panthers,2022,1,,"$1,187,500","$1,187,500","$152,500",,0.6%,,"$1,456,712","$1,456,712","$187,073"
Hakeem Nicks,Saints,2016,1,,"$885,000","$885,000",$0,,0.6%,,"$1,455,716","$1,455,716",$0
James Jones,Chargers,2016,1,,"$885,000","$885,000",$0,,0.6%,,"$1,455,716","$1,455,716",$0
Andre Caldwell,Lions,2016,1,,"$885,000","$885,000",$0,,0.6%,,"$1,455,716","$1,455,716",$0
Jermaine Burton,Bengals,2024,4,,"$5,820,896","$1,455,224","$1,053,380",,0.6%,,"$5,820,896","$1,455,224","$1,053,380"
Keary Colbert,Chiefs,2011,1,,"$685,000","$685,000",$0,,0.6%,,"$1,453,367","$1,453,367",$0
Devin Aromashodu,Vikings,2011,1,,"$685,000","$685,000",$0,,0.6%,,"$1,453,367","$1,453,367",$0
Diontae Johnson,Steelers,2019,4,,"$4,280,962","$1,070,241","$1,133,428",,0.6%,,"$5,809,552","$1,452,389","$1,538,138"
Jalen Hurd,49ers,2019,4,,"$4,279,682","$1,069,921","$1,132,492",,0.6%,,"$5,807,815","$1,451,954","$1,536,867"
Chris Hogan,Jets,2020,1,,"$1,125,000","$1,125,000","$25,000",,0.6%,,"$1,449,672","$1,449,672","$32,215"
Andre Roberts,Jets,2018,1,,"$1,005,000","$1,005,000","$90,000",,0.6%,,"$1,448,516","$1,448,516","$129,718"
Dwayne Harris,Raiders,2018,1,,"$1,005,000","$1,005,000","$60,000",,0.6%,,"$1,448,516","$1,448,516","$86,479"
Austin Pettis,Rams,2011,4,,"$2,729,416","$682,354","$578,276",,0.6%,,"$5,791,010","$1,447,753","$1,226,930"
Jordan Norwood,Broncos,2016,1,,"$880,000","$880,000","$50,000",,0.6%,,"$1,447,491","$1,447,491","$82,244"
Tandon Doss,Jaguars,2014,2,,"$1,505,000","$752,500","$65,000",,0.6%,,"$2,890,053","$1,445,026","$124,820"
Terrelle Pryor,Bills,2018,1,,"$1,000,000","$1,000,000",$0,,0.6%,,"$1,441,309","$1,441,309",$0
Brandon Coleman,Saints,2018,1,,"$1,000,000","$1,000,000","$100,000",,0.6%,,"$1,441,309","$1,441,309","$144,131"
Bennie Fowler,Bears,2018,1,,"$1,000,000","$1,000,000","$200,000",,0.6%,,"$1,441,309","$1,441,309","$288,262"
Jordan Matthews,Patriots,2018,1,,"$1,000,000","$1,000,000","$170,000",,0.6%,,"$1,441,309","$1,441,309","$245,023"
Kendall Wright,Vikings,2018,1,,"$1,000,000","$1,000,000","$400,000",,0.6%,,"$1,441,309","$1,441,309","$576,524"
Devin Duvernay,Ravens,2020,4,,"$4,455,706","$1,116,927","$887,864",,0.6%,,"$5,741,611","$1,439,269","$1,144,099"
Leonard Hankerson,Commanders,2011,4,,"$2,712,001","$678,000","$606,376",,0.6%,,"$5,754,061","$1,438,515","$1,286,550"
Hines Ward,Steelers,1998,3,,"$885,000","$295,000","$321,000",,0.6%,,"$4,314,519","$1,438,173","$1,564,927"
Mohamed Sanu,Bengals,2012,4,,"$2,713,252","$678,313","$563,252",,0.6%,,"$5,745,975","$1,436,494","$1,192,824"
Roman Wilson,Steelers,2024,4,,"$5,745,168","$1,436,292","$998,304",,0.6%,,"$5,745,168","$1,436,292","$998,304"
Nick Westbrook-Ikhine,Titans,2023,1,,"$1,260,000","$1,260,000","$400,000",,0.6%,,"$1,431,512","$1,431,512","$454,448"
Jacoby Jones,Texans,2007,4,,"$2,442,111","$610,528","$777,111",,0.6%,,"$5,722,157","$1,430,540","$1,820,864"
C.J. Board,Giants,2021,1,,"$1,020,000","$1,020,000","$50,000",,0.6%,,"$1,427,441","$1,427,441","$69,973"
Jerrel Jernigan,Giants,2011,4,,"$2,690,252","$672,563","$575,252",,0.6%,,"$5,707,916","$1,426,979","$1,220,514"
Bryan Walters,Jaguars,2017,2,,"$18,650,000","$932,500","$100,000",,0.6%,,"$28,522,216","$1,426,111","$152,934"
Kyle Williams,Chiefs,2014,1,,"$740,000","$740,000",$0,,0.6%,,"$1,421,023","$1,421,023",$0
Mike Thomas,Bengals,2021,1,,"$1,015,000","$1,015,000",$0,,0.6%,,"$1,420,444","$1,420,444",$0
Stedman Bailey,Rams,2013,4,,"$2,736,102","$684,026","$527,400",,0.6%,,"$5,681,304","$1,420,327","$1,095,105"
Corey Coleman,Giants,2020,1,,"$1,100,000","$1,100,000","$100,000",,0.6%,,"$1,417,457","$1,417,457","$128,860"
Cecil Shorts,Jaguars,2011,4,,"$2,672,146","$668,037","$443,380",,0.6%,,"$5,669,500","$1,417,376","$940,721"
Jalen McMillan,Buccaneers,2024,4,,"$5,663,024","$1,415,756","$938,564",,0.6%,,"$5,663,024","$1,415,756","$938,564"
James Jones,Packers,2007,4,,"$2,407,250","$601,813","$742,250",,0.6%,,"$5,640,474","$1,410,120","$1,739,180"
Ihmir Smith-Marsette,Panthers,2024,1,,"$1,410,000","$1,410,000","$395,000",,0.6%,,"$1,410,000","$1,410,000","$395,000"
Donnie Avery,Colts,2012,1,,"$665,000","$665,000","$50,000",,0.6%,,"$1,408,300","$1,408,300","$105,887"
Taywan Taylor,TEN/CLE,2017,4,,"$3,681,012","$920,253","$916,012",,0.6%,,"$5,629,524","$1,407,381","$1,400,895"
Vyncint Smith,Jets,2021,1,,"$1,005,000","$1,005,000","$70,000",,0.6%,,"$1,406,449","$1,406,449","$97,962"
Josh Morgan,Bears,2014,1,,"$730,000","$730,000",$0,,0.5%,,"$1,401,820","$1,401,820",$0
Earl Bennett,Browns,2014,1,,"$730,000","$730,000","$75,000",,0.5%,,"$1,401,820","$1,401,820","$144,023"
Mike Thomas,Texans,2014,1,,"$730,000","$730,000",$0,,0.5%,,"$1,401,820","$1,401,820",$0
Jalen Guyton,Chargers,2023,1,,"$1,232,500","$1,232,500","$76,000",,0.5%,,"$1,400,269","$1,400,269","$86,345"
Richie James,Chiefs,2023,1,,"$1,232,500","$1,232,500","$552,500",,0.5%,,"$1,400,269","$1,400,269","$627,707"
Isaiah McKenzie,Colts,2023,1,,"$1,232,500","$1,232,500","$402,500",,0.5%,,"$1,400,269","$1,400,269","$457,289"
Dante Pettis,Bears,2023,1,,"$1,232,500","$1,232,500","$152,500",,0.5%,,"$1,400,269","$1,400,269","$173,258"
Olamide Zaccheaus,Eagles,2023,1,,"$1,232,500","$1,232,500","$650,000",,0.5%,,"$1,400,269","$1,400,269","$738,479"
Cam Sims,Raiders,2023,1,,"$1,232,500","$1,232,500","$301,250",,0.5%,,"$1,400,269","$1,400,269","$342,256"
Keelan Cole,Raiders,2023,1,,"$1,232,500","$1,232,500","$76,250",,0.5%,,"$1,400,269","$1,400,269","$86,629"
Brandon Powell,Vikings,2023,1,,"$1,232,500","$1,232,500","$275,000",,0.5%,,"$1,400,269","$1,400,269","$312,433"
Trent Taylor,Bengals,2023,1,,"$1,232,500","$1,232,500","$52,500",,0.5%,,"$1,400,269","$1,400,269","$59,646"
Scott Miller,Falcons,2023,1,,"$1,232,500","$1,232,500","$152,500",,0.5%,,"$1,400,269","$1,400,269","$173,258"
KhaDarel Hodge,Lions,2021,1,,"$1,000,000","$1,000,000","$80,000",,0.5%,,"$1,399,452","$1,399,452","$111,956"
Ray-Ray McCloud,Steelers,2021,1,,"$1,000,000","$1,000,000",$0,,0.5%,,"$1,399,452","$1,399,452",$0
Luke McCaffrey,Commanders,2024,4,,"$5,596,312","$1,399,078","$890,044",,0.5%,,"$5,596,312","$1,399,078","$890,044"
T.Y. Hilton,Colts,2012,4,,"$2,642,400","$660,600","$527,400",,0.5%,,"$5,595,928","$1,398,982","$1,116,899"
Jeremy Kerley,SF/DET,2016,1,,"$850,000","$850,000","$50,000",,0.5%,,"$1,398,145","$1,398,145","$82,244"
Vincent Brown,Chargers,2011,4,,"$2,626,068","$656,517","$586,068",,0.5%,,"$5,571,736","$1,392,934","$1,243,462"
DeAndre Carter,Chargers,2022,1,,"$1,135,000","$1,135,000","$100,000",,0.5%,,"$1,392,310","$1,392,310","$122,671"
Trent Taylor,Bengals,2022,1,,"$1,135,000","$1,135,000","$25,000",,0.5%,,"$1,392,310","$1,392,310","$30,668"
Mike Thomas,Bengals,2022,1,,"$1,135,000","$1,135,000","$100,000",,0.5%,,"$1,392,310","$1,392,310","$122,671"
Chris Conley,Chiefs,2015,4,,"$3,123,686","$780,922","$712,436",,0.5%,,"$5,568,044","$1,392,012","$1,269,934"
Earl Bennett,Bears,2008,4,,"$2,525,837","$631,459","$820,837",,0.5%,,"$5,561,196","$1,390,299","$1,807,257"
Terrance Copper,Chiefs,2010,1,,"$700,000","$700,000",$0,,0.5%,,"$1,385,891","$1,385,891",$0
Breshad Perriman,Buccaneers,2021,1,,"$990,000","$990,000",$0,,0.5%,,"$1,385,458","$1,385,458",$0
David Moore,Broncos,2021,1,,"$990,000","$990,000",$0,,0.5%,,"$1,385,458","$1,385,458",$0
Kevin White,Saints,2021,1,,"$990,000","$990,000",$0,,0.5%,,"$1,385,458","$1,385,458",$0
Chris Moore,Texans,2021,1,,"$990,000","$990,000",$0,,0.5%,,"$1,385,458","$1,385,458",$0
Justin Hardy,Bears,2021,1,,"$990,000","$990,000",$0,,0.5%,,"$1,385,458","$1,385,458",$0
Jaydon Mickens,Buccaneers,2021,1,,"$990,000","$990,000",$0,,0.5%,,"$1,385,458","$1,385,458",$0
Trevor Davis,Commanders,2021,1,,"$990,000","$990,000",$0,,0.5%,,"$1,385,458","$1,385,458",$0
Kevin White,Saints,2021,1,,"$990,000","$990,000",$0,,0.5%,,"$1,385,458","$1,385,458",$0
Jaydon Mickens,Jaguars,2021,1,,"$990,000","$990,000",$0,,0.5%,,"$1,385,458","$1,385,458",$0
Laquon Treadwell,Jaguars,2021,1,,"$990,000","$990,000",$0,,0.5%,,"$1,385,458","$1,385,458",$0
Breshad Perriman,Bears,2021,1,,"$990,000","$990,000",$0,,0.5%,,"$1,385,458","$1,385,458",$0
Kevin White,Saints,2021,1,,"$990,000","$990,000",$0,,0.5%,,"$1,385,458","$1,385,458",$0
J.J. Nelson,Colts,2021,1,,"$990,000","$990,000",$0,,0.5%,,"$1,385,458","$1,385,458",$0
Chester Rogers,Titans,2021,1,,"$990,000","$990,000",$0,,0.5%,,"$1,385,458","$1,385,458",$0
Alex Erickson,Panthers,2021,1,,"$990,000","$990,000",$0,,0.5%,,"$1,385,458","$1,385,458",$0
Marqise Lee,49ers,2021,1,,"$990,000","$990,000",$0,,0.5%,,"$1,385,458","$1,385,458",$0
Tajae Sharpe,Falcons,2021,1,,"$990,000","$990,000",$0,,0.5%,,"$1,385,458","$1,385,458",$0
Kevin White,49ers,2021,1,,"$990,000","$990,000",$0,,0.5%,,"$1,385,458","$1,385,458",$0
Laquon Treadwell,Jaguars,2021,1,,"$990,000","$990,000",$0,,0.5%,,"$1,385,458","$1,385,458",$0
Darius Jennings,Lions,2021,1,,"$990,000","$990,000",$0,,0.5%,,"$1,385,458","$1,385,458",$0
Pharoh Cooper,Jaguars,2021,1,,"$990,000","$990,000",$0,,0.5%,,"$1,385,458","$1,385,458",$0
Tommylee Lewis,Saints,2021,1,,"$990,000","$990,000",$0,,0.5%,,"$1,385,458","$1,385,458",$0
Tajae Sharpe,Chiefs,2021,1,,"$990,000","$990,000",$0,,0.5%,,"$1,385,458","$1,385,458",$0
Geronimo Allison,Lions,2021,1,,"$990,000","$990,000",$0,,0.5%,,"$1,385,458","$1,385,458",$0
Josh Gordon,Chiefs,2021,1,,"$990,000","$990,000",$0,,0.5%,,"$1,385,458","$1,385,458",$0
Trevor Davis,Falcons,2021,1,,"$990,000","$990,000",$0,,0.5%,,"$1,385,458","$1,385,458",$0
Bennie Fowler,49ers,2021,1,,"$990,000","$990,000",$0,,0.5%,,"$1,385,458","$1,385,458",$0
Taywan Taylor,Texans,2021,1,,"$990,000","$990,000",$0,,0.5%,,"$1,385,458","$1,385,458",$0
Jordan Matthews,49ers,2021,1,,"$990,000","$990,000",$0,,0.5%,,"$1,385,458","$1,385,458",$0
Devon Wylie,Chiefs,2012,4,,"$2,615,400","$653,820","$455,400",,0.5%,,"$5,538,749","$1,384,624","$964,421"
Michael Floyd,Ravens,2019,1,,"$1,020,000","$1,020,000",$0,,0.5%,,"$1,384,208","$1,384,208",$0
Deonte Thompson,Jets,2019,1,,"$1,020,000","$1,020,000","$90,000",,0.5%,,"$1,384,208","$1,384,208","$122,136"
Jeremy Kerley,Bills,2018,1,,"$960,000","$960,000",$0,,0.5%,,"$1,383,657","$1,383,657",$0
Chris Givens,Eagles,2016,1,,"$840,000","$840,000","$180,000",,0.5%,,"$1,381,696","$1,381,696","$296,078"
Andre Roberts,Lions,2016,1,,"$840,000","$840,000","$15,000",,0.5%,,"$1,381,696","$1,381,696","$24,673"
