"player","team","games","dropbacks","att","comp","drops","comDrop","yds","passYds300Games","depthAim","tds","td40s","td50s","ints","sks","ezAtt","ezTds","ezInts","ezPct","ezTdPct","rushCarries","rushYds","rushTds","rushTd40s","fumbles","rzRushCarries","rzRushTds","rzRushPct","i5RushCarries","i5RushTds","i5RushPct","patConversions","patAttempts","fantasyPts","ptsPerDb"
"C.J. Stroud","HST","1","31","30","20","2","78.6","280","0","8.6","2","1","1","0","0","2","1","0","6.7","3.3","3","14","0","0","0","3","0","100","1","0","33.3","0","0","20.6","0.66"
"Sam Howell","WAS","1","39","29","19","1","71.4","170","0","7.9","0","0","0","4","9","3","0","1","10.3","0","1","18","0","0","0","0","0","0","0","0","0","0","0","4.6","0.12"
"Dorian Thompson-Robinson","CLV","1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Justin Fields","CHI","1","29","22","11","1","60","100","0","15.1","1","0","0","1","3","2","0","0","9.1","0","11","47","0","0","0","5","0","45.5","0","0","0","0","0","11.7","0.4"
"Zach Wilson","NYJ","1","40","36","18","2","71.4","157","0","7.6","0","0","0","0","3","1","0","0","2.8","0","1","1","0","0","0","0","0","0","0","0","0","0","0","6.4","0.16"
"Brock Purdy","SF","1","39","37","25","1","78.8","310","1","5.3","2","0","0","0","2","3","2","0","8.1","5.4","4","-1","0","0","1","1","0","25","0","0","0","0","0","20.3","0.52"
"Trevor Lawrence","JAX","1","44","40","27","4","81.6","281","0","7.1","1","0","0","1","0","1","1","0","2.5","2.5","3","12","0","0","0","1","0","33.3","0","0","0","0","0","15.4","0.35"
"Kenny Pickett","PIT","1","30","28","16","0","64","235","0","8.6","2","1","1","0","1","1","1","0","3.6","3.6","3","11","0","0","0","0","0","0","0","0","0","0","0","18.5","0.62"
"Malik Willis","TEN","1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Tua Tagovailoa","MIA","1","26","26","23","0","88.5","309","1","6","4","1","1","0","0","2","0","0","7.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28.4","1.09"
"Mac Jones","NE","1","30","29","15","1","61.5","201","0","10.7","1","1","1","0","0","0","0","0","0","0","4","13","0","0","0","0","0","0","0","0","0","0","0","13.3","0.44"
"Desmond Ridder","ATL","1","47","38","21","2","62.2","201","0","7.5","0","0","0","0","7","1","0","0","2.6","0","2","3","0","0","1","0","0","0","0","0","0","0","0","8.3","0.18"
"Josh Allen","BUF","1","35","32","20","2","75.9","218","0","10.3","1","0","0","1","0","2","0","0","6.3","0","3","46","1","0","0","1","1","33.3","0","0","0","0","0","22.3","0.64"
"Mike White","MIA","1","2","2","2","0","100","67","0","17.5","1","1","1","0","0","0","0","0","0","0","1","-1","0","0","0","0","0","0","0","0","0","0","0","6.6","3.3"
"Lamar Jackson","BLT","1","38","31","22","1","76.7","202","0","5.8","0","0","0","0","4","0","0","0","0","0","14","90","2","0","2","2","2","14.3","0","0","0","0","0","29.1","0.77"
"Gardner Minshew","IND","1","49","44","27","3","73.2","227","0","7.9","1","0","0","0","5","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","13.1","0.27"
"Jordan Love","GB","1","50","44","22","2","57.1","259","0","12.6","1","0","0","1","1","7","1","0","15.9","2.3","9","39","1","0","1","1","1","11.1","1","1","11.1","1","1","23.3","0.47"
"Daniel Jones","NYG","1","34","32","22","1","74.2","137","0","6","0","0","0","1","2","0","0","0","0","0","2","5","0","0","0","0","0","0","0","0","0","0","1","5","0.15"
"Sam Darnold","SF","1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","1","-1","0","0","0","0","0","0","0","0","0","0","0","-0.1",""
"Justin Herbert","LAC","1","49","47","40","1","87.2","405","1","6.9","3","0","0","0","1","1","1","0","2.1","2.1","2","11","0","0","1","0","0","0","0","0","0","0","0","29.3","0.6"
"Kyle Allen","BUF","1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","2","-2","0","0","0","0","0","0","0","0","0","0","0","-0.2",""
"Joshua Dobbs","ARZ","1","25","21","17","0","81","189","0","6.4","1","0","0","0","2","1","1","0","4.8","4.8","6","55","0","0","0","0","0","0","0","0","0","0","1","17.1","0.68"
"C.J. Beathard","JAX","1","2","2","2","0","100","9","0","3.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4","0.2"
"Deshaun Watson","CLV","1","37","33","27","1","90.3","289","0","7.4","2","1","0","0","3","1","1","0","3","3","4","16","0","0","1","2","0","50","0","0","0","0","0","21.2","0.57"
"Patrick Mahomes","KC","1","36","33","24","0","75","272","0","7.5","3","0","0","0","0","4","1","0","12.1","3","3","28","0","0","0","1","0","33.3","0","0","0","0","0","25.7","0.71"
"Dak Prescott","DAL","1","47","40","25","2","73","249","0","6.3","1","0","0","1","2","6","0","1","15","0","3","24","0","0","0","0","0","0","0","0","0","0","0","15.4","0.33"
"Jared Goff","DET","1","34","33","22","1","74.2","243","0","8.5","1","1","0","1","0","1","0","0","3","0","5","3","1","0","0","5","1","100","1","1","20","0","0","19","0.56"
"Jameis Winston","NO","1","17","16","10","0","66.7","101","0","7.9","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0.24"
