"RK",TIERS,"PLAYER NAME",TEAM,"POS","BEST","WORST","AVG.","STD.DEV","ECR VS. ADP"
"1",1,"Christian McCaffrey",SF,"RB1","1","3","1.1","0.3","0"
"2",1,"Saquon Barkley",NYG,"RB2","1","6","2.4","0.8","0"
"3",1,"Ezekiel Elliott",NE,"RB3","2","14","3.2","1.4","0"
"4",1,"Alvin Kamara",NO,"RB4","2","14","4.3","1.8","+2"
"5",1,"Michael Thomas",NO,"WR1","3","11","5.7","1.5","0"
"6",2,"Dalvin Cook",NYJ,"RB5","2","34","7.5","4.6","-2"
"7",2,"Davante Adams",LV,"WR2","5","25","9.4","2.4","+1"
"8",2,"Julio Jones",PHI,"WR3","5","24","11.5","2.2","+9"
"9",2,"Derrick Henry",TEN,"RB6","4","31","11.7","8.0","-2"
"10",2,"Clyde Edwards-Helaire",KC,"RB7","4","42","12.2","6.7","+1"
"11",2,"Tyreek Hill",MIA,"WR4","5","37","12.6","3.1","+3"
"12",2,"Austin Ekeler",LAC,"RB8","4","52","12.9","7.8","+1"
"13",3,"DeAndre Hopkins",TEN,"WR5","9","45","15.9","5.6","+5"
"14",3,"Chris Godwin",TB,"WR6","11","41","16.3","5.0","+8"
"15",3,"Joe Mixon",CIN,"RB9","4","44","16.9","7.3","-5"
"16",3,"Kenyan Drake",CLE,"RB10","7","51","17.3","8.6","0"
"17",3,"Travis Kelce",KC,"TE1","11","26","17.4","1.2","+3"
"18",3,"Miles Sanders",CAR,"RB11","6","52","17.6","7.9","-6"
"19",3,"George Kittle",SF,"TE2","12","27","18.3","2.0","+5"
"20",3,"Josh Jacobs",LV,"RB12","6","40","22.0","6.8","-11"
"21",3,"Allen Robinson II",PIT,"WR7","13","62","22.6","7.4","+9"
"22",3,"Aaron Jones",GB,"RB13","8","57","23.6","7.0","-3"
"23",4,"Kenny Golladay",FA,"WR8","12","64","24.3","8.0","+2"
"24",4,"Nick Chubb",CLE,"RB14","7","51","25.8","6.9","-9"
"25",4,"Patrick Mahomes II",KC,"QB1","19","54","26.3","9.3","-4"
"26",4,"DJ Moore",CHI,"WR9","10","99","27.4","9.7","+2"
"27",4,"JuJu Smith-Schuster",NE,"WR10","13","62","30.1","8.6","+6"
"28",4,"Adam Thielen",CAR,"WR11","13","82","30.4","9.0","+4"
