"player","team","games","dropbacks","att","comp","drops","comDrop","yds","passYds300Games","depthAim","tds","td40s","td50s","ints","sks","ezAtt","ezTds","ezInts","ezPct","ezTdPct","rushCarries","rushYds","rushTds","rushTd40s","fumbles","rzRushCarries","rzRushTds","rzRushPct","i5RushCarries","i5RushTds","i5RushPct","patConversions","patAttempts","fantasyPts","ptsPerDb"
"Tua Tagovailoa","MIA","1","24","22","12","3","68.2","93","0","5.1","1","0","0","0","1","1","1","0","4.5","4.5","2","0","0","0","1","0","0","0","0","0","0","0","0","7.7","0.32"
"Josh Allen","BUF","1","22","18","11","1","75","154","0","11.2","0","0","0","1","1","1","0","0","5.6","0","10","23","1","0","0","2","1","20","2","1","20","0","0","13.5","0.61"
"Baker Mayfield","CLV","1","29","25","12","5","70.8","122","0","7.4","0","0","0","0","0","2","0","0","8","0","6","29","0","0","0","1","0","16.7","0","0","0","0","0","7.8","0.27"
"Lamar Jackson","BLT","1","37","28","13","1","58.3","208","0","9.2","2","0","0","2","4","4","2","0","14.3","7.1","16","65","0","0","3","7","0","43.8","0","0","0","0","0","20.8","0.56"
"Jalen Hurts","PHI","1","1","1","1","0","100","9","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.4","0.4"
"Drew Lock","DEN","1","44","41","26","0","74.3","248","0","9.5","3","1","0","1","2","4","2","0","9.8","4.9","2","-1","0","0","0","0","0","0","0","0","0","0","0","20.8","0.47"
"Daniel Jones","NYG","1","45","41","25","2","73","256","0","8.5","2","0","0","2","3","3","2","0","7.3","4.9","3","20","0","0","0","0","0","0","0","0","0","0","1","18.2","0.4"
"Ben DiNucci","DAL","1","45","40","21","3","64.9","180","0","8.2","0","0","0","0","4","1","0","0","2.5","0","5","22","0","0","2","0","0","0","0","0","0","0","0","9.4","0.21"
"Sam Darnold","NYJ","1","35","30","18","2","74.1","133","0","7.1","0","0","0","0","1","0","0","0","0","0","4","21","0","0","0","0","0","0","0","0","0","0","0","7.4","0.21"
"Justin Herbert","LAC","1","47","43","29","2","77.5","278","0","7.3","3","0","0","2","2","5","3","1","11.6","7","3","21","0","0","0","0","0","0","0","0","0","0","0","23.2","0.49"
"Joe Burrow","CIN","1","38","37","26","0","74.3","249","0","6.9","2","0","0","0","0","1","1","0","2.7","2.7","3","9","0","0","1","1","0","33.3","0","0","0","0","0","18.9","0.5"
