Player,ADP
Trace McSorley,NA
Josh Allen,NA
Sam Ehlinger,NA
Andy Dalton,NA
Jalen Hurts,NA
Marcus Mariota,NA
P.J. Walker,NA
Tyler Huntley,NA
Nate Sudfeld,NA
Blaine Gabbert,NA
Bryce Perkins,NA
Dak Prescott,NA
Trey Lance,NA
Lamar Jackson,NA
Tom Brady,NA
Jacoby Brissett,NA
Chad Henne,NA
Nick Mullens,NA
Teddy Bridgewater,NA
Case Keenum,NA
Brett Rypien,NA
Nick Foles,NA
Jacob Eason,NA
Kenny Pickett,NA
Gardner Minshew,NA
Justin Fields,NA
Deshaun Watson,NA
Bailey Zappe,NA
Mac Jones,NA
Sam Darnold,NA
Cooper Rush,NA
Carson Wentz,NA
Sam Howell,NA
Anthony Brown,NA
Joshua Dobbs,NA
Mitchell Trubisky,NA
Kyler Murray,NA
Davis Mills,NA
Patrick Mahomes,NA
Jimmy Garoppolo,NA
John Wolford,NA
Desmond Ridder,NA
Nathan Peterman,NA
Logan Woodside,NA
Trevor Lawrence,NA
Jared Goff,NA
Jordan Love,NA
Davis Webb,NA
Jarrett Stidham,NA
Brian Hoyer,NA
Geno Smith,NA
Jameis Winston,NA
C.J. Beathard,NA
Zach Wilson,NA
Russell Wilson,NA
David Blough,NA
Kyle Trask,NA
Colt McCoy,NA
Daniel Jones,NA
Skylar Thompson,NA
Tua Tagovailoa,NA
Kyle Allen,NA
Aaron Rodgers,NA
Josh Johnson,NA
Joe Burrow,NA
Matthew Stafford,NA
Feleipe Franks,NA
Chase Daniel,NA
Brock Purdy,NA
Ryan Tannehill,NA
Baker Mayfield,NA
Brandon Allen,NA
Malik Willis,NA
Joe Flacco,NA
Kirk Cousins,NA
Matt Ryan,NA
Justin Herbert,NA
Chris Streveler,NA
Jeff Driskel,NA
Tyrod Taylor,NA
Derek Carr,NA
Tim Boyle,NA
Mike White,NA
Trevor Siemian,NA
Taylor Heinicke,NA
