Player,ADP
Tyler Eifert,79
Zach Ertz,78
Delanie Walker,78
Kyle Rudolph,74
Jimmy Graham,58
Jordan Reed,51
Greg Olsen,48
Dwayne Allen,239
Austin Seferian-Jenkins,231
Charles Clay,235
Jesse James,198
David Njoku,204
C.J. Fiedorowicz,204
Jared Cook,206
Antonio Gates,177
Cameron Brate,170
Travis Kelce,36
Julius Thomas,164
Evan Engram,160
Coby Fleener,150
O.J. Howard,144
Austin Hooper,145
Jason Witten,138
Jack Doyle,127
Eric Ebron,122
Hunter Henry,106
Martellus Bennett,90
Rob Gronkowski,20
