"player","team","games","position","recTarg","recRec","recRec40s","recYds","recYds100Games","recTds","recTd40s","recDrops","catch","depth","ypt","ypr","rac","rzRecTarg","rzRecRec","rzRecTds","rzRecTargPct","rzRecRecPct","rzRecTdPct","ezRecTarg","ezRecTds","ezRecTargPct","ezRecRecPct","ezRecTdPct","rushCarries","rush40s","rushYds","rushYds100Games","rushTds","rushTd40s","ypc","yac","rushTa","tat","fumbles","rzRushCarries","rzRushTds","rzRushPct","rzRushTdPct","i5RushCarries","i5RushTds","i5RushPct","i5RushTdPct","patConversions","patAttempts","fantasyPts","ptsPerSnap","ptsPerTouch"
"Jalin Hyatt","NYG","1","WR","2","2","1","89","0","0","0","0","100","37.5","44.5","44.5","7","1","1","0","50","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.9","0.71","4.95"
"Xavier Hutchinson","HST","1","WR","1","0","0","0","0","0","0","0","0","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Trey Palmer","TB","1","WR","2","1","0","20","0","0","0","0","50","20","10","20","5","1","0","0","50","0","0","1","0","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.5","0.07","2.5"
"Treylon Burks","TEN","1","WR","4","3","1","76","0","0","0","0","75","20.5","19","25.33","5.33","3","2","0","75","66.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.1","0.22","3.03"
"Jonathan Mingo","CAR","1","WR","8","3","0","26","0","0","0","1","37.5","12.5","3.25","8.67","1","1","1","0","12.5","33.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.1","0.07","1.37"
"Zay Flowers","BLT","1","WR","5","4","1","62","0","0","0","0","80","12.6","12.4","15.5","6.75","3","2","0","60","50","0","0","0","0","0","0","1","0","6","0","0","0","6","0","0","0","0","1","0","100","0","0","0","0","0","0","0","8.8","0.15","1.76"
"Gunner Olszewski","PIT","1","WR","1","1","0","0","0","0","0","0","100","-1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0.5","0.5","0.5"
"Drake London","ATL","1","WR","8","6","0","67","0","1","0","0","75","9.13","8.38","11.17","3.67","2","2","1","25","33.3","100","1","1","12.5","16.7","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15.7","0.23","2.62"
"Amon-Ra St. Brown","DET","1","WR","7","6","0","102","1","0","0","0","85.7","11.57","14.57","17","4.5","3","2","0","42.9","33.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","13.2","0.27","2.2"
"Chris Olave","NO","1","WR","11","6","1","86","0","0","0","0","54.5","13","7.82","14.33","3.5","2","1","0","18.2","16.7","0","1","0","9.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11.6","0.19","1.93"
