Player,Team,Position,Value,APY,Guaranteed,"APY% Of
Cap","Inflated
Value","Inflated
APY","Inflated
Guaranteed"
Darren Fells,Cardinals,TE,930000,465000,0,0.3,1571910,785955,0
Gabe Miller,Commanders,TE,930000,465000,0,0.3,1571910,785955,0
Justice Cunningham,Rams,TE,930000,465000,0,0.3,1571910,785955,0
Cameron Brate,Buccaneers,TE,930000,465000,0,0.3,1571910,785955,0
Gabe Miller,Commanders,TE,930000,465000,0,0.3,1571910,785955,0
Julius Thomas,JAX/MIA,TE,46000000,9200000,24000000,6.4,72171971,14434394,37654941
Charles Clay,Bills,TE,38000000,7600000,24500000,5.3,59620324,11924065,38439419
Jordan Cameron,Dolphins,TE,15000000,7500000,5000000,5.2,23534338,11767169,7844779
Greg Olsen,Panthers,TE,22500000,7500000,12000000,5.2,35301508,11767169,18827471
Lance Kendricks,Rams,TE,18600000,4650000,10000000,3.2,29182580,7295645,15689559
Gary Barnidge,Browns,TE,12300000,4100000,5450000,2.9,19298157,6432719,8550810
Owen Daniels,Broncos,TE,12250000,4083333,3000000,2.8,19219710,6406569,4706868
Jermaine Gresham,Cardinals,TE,3125000,3125000,1500000,2.2,4902987,4902987,2353434
Lee Smith,Raiders,TE,9100000,3033333,3100000,2.1,14277499,4759166,4863763
Virgil Green,Broncos,TE,8400000,2800000,4200000,2,13179229,4393076,6589615
Scott Chandler,Patriots,TE,5300000,2650000,2000000,1.8,8315466,4157733,3137912
Marcedes Lewis,Jaguars,TE,2650000,2650000,750000,1.8,4157733,4157733,1176717
Anthony Fasano,Titans,TE,5250000,2625000,1125000,1.8,8237018,4118509,1765075
Ed Dickson,Panthers,TE,6800000,2266667,2000000,1.6,10668900,3556301,3137912
Niles Paul,Commanders,TE,6000000,2000000,2250000,1.4,9413735,3137912,3530151
Rob Housler,Browns,TE,1760000,1760000,750000,1.2,2761362,2761362,1176717
Luke Stocker,Buccaneers,TE,4800000,1600000,500000,1.1,7530988,2510329,784478
Craig Stevens,Titans,TE,1600000,1600000,350000,1.1,2510329,2510329,549135
Jacob Tamme,Falcons,TE,3200000,1600000,400000,1.1,5020659,2510329,627582
Derek Carrier,LAR/WAS,TE,2400000,1200000,400000,0.8,3765494,1882747,627582
Matt Spaeth,Steelers,TE,2200000,1100000,275000,0.8,3451703,1725851,431463
Maxx Williams,Ravens,TE,4052734,1013184,1826659,0.7,6358561,1589641,2865947
Daniel Fells,Giants,TE,950000,950000,80000,0.7,1490508,1490508,125516
Clive Walford,NYJ/LV,TE,3345450,836363,794504,0.6,5248863,1312217,1246542
Fred Davis,Patriots,TE,825000,825000,0,0.6,1294389,1294389,0
Demarcus Dobbs,Seahawks,TE,825000,825000,80000,0.6,1294389,1294389,125516
Tyler Kroft,Bengals,TE,3001276,750319,647776,0.5,4708870,1177217,1016332
Steve Maneri,Jets,TE,745000,745000,0,0.5,1168872,1168872,0
Tony Moeaki,Falcons,TE,745000,745000,0,0.5,1168872,1168872,0
Ryan Taylor,Chiefs,TE,745000,745000,0,0.5,1168872,1168872,0
Richard Gordon,DEN/KC/BAL,TE,745000,745000,0,0.5,1168872,1168872,0
Rob Housler,Bears,TE,745000,745000,0,0.5,1168872,1168872,0
Ryan Taylor,Dolphins,TE,745000,745000,0,0.5,1168872,1168872,0
Jeff Heuerman,Broncos,TE,2945804,736451,620804,0.5,4621837,1155459,974014
Garrett Celek,49ers,TE,710000,710000,25000,0.5,1113959,1113959,39224
Blake Bell,MIN/SF,TE,2785132,696283,505132,0.5,4369749,1092437,792530
Zach Miller,Bears,TE,660000,660000,0,0.5,1035511,1035511,0
D.J. Williams,Commanders,TE,660000,660000,0,0.5,1035511,1035511,0
Allen Reisner,Ravens,TE,660000,660000,0,0.5,1035511,1035511,0
Anthony McCoy,Seahawks,TE,660000,660000,0,0.5,1035511,1035511,0
David Paulson,Chargers,TE,1260000,630000,0,0.4,1976884,988442,0
Joseph Fauria,Cardinals,TE,1260000,630000,0,0.4,1976884,988442,0
C.J. Uzomah,Bengals,TE,2492764,623191,212764,0.4,3911037,977759,333817
Jesse James,Steelers,TE,2488912,622228,208912,0.4,3904993,976248,327774
James O'Shaughnessy,JAX/NE/KC,TE,2473252,618313,166252,0.4,3880423,970106,260842
Nick Boyle,Ravens,TE,2446252,611563,611563,0.4,3838061,959515,959515
Malcolm Johnson,Browns,TE,2399452,599863,119452,0.4,3764634,941159,187415
Randall Telfer,IND/CLE/KC,TE,2397536,599384,117536,0.4,3761628,940407,184409
A.J. Derby,MIA/DEN,TE,2392052,598013,112052,0.4,3753024,938256,175805
Darren Waller,Ravens,TE,2386096,596524,111096,0.4,3743679,935920,174305
Kevin Brock,Saints,TE,585000,585000,0,0.4,917839,917839,0
Michael Egnew,Saints,TE,585000,585000,0,0.4,917839,917839,0
Orson Charles,Saints,TE,585000,585000,0,0.4,917839,917839,0
Mickey Shuler,Falcons,TE,585000,585000,0,0.4,917839,917839,0
Michael Egnew,Steelers,TE,585000,585000,0,0.4,917839,917839,0
Geoff Swaim,Cowboys,TE,2334732,583683,54732,0.4,3663092,915773,85872
Gerald Christian,Cardinals,TE,2332784,583196,52784,0.4,3660035,915009,82816
Rory Anderson,49ers,TE,2332784,583196,52784,0.4,3660035,915009,82816
Kyle Miller,Chargers,TE,1110000,555000,0,0.4,1741541,870771,0
Brad Smelley,Rams,TE,1110000,555000,0,0.4,1741541,870771,0
Justice Cunningham,Rams,TE,1110000,555000,0,0.4,1741541,870771,0
Cameron Brate,Buccaneers,TE,1110000,555000,0,0.4,1741541,870771,0
Brandon Barden,Cowboys,TE,1110000,555000,0,0.4,1741541,870771,0
Jack Tabb,Saints,TE,1578000,526000,3000,0.4,2475812,825271,4707
Clay Burton,Bills,TE,1578000,526000,3000,0.4,2475812,825271,4707
Ray Hamilton,Steelers,TE,1577500,525833,2500,0.4,2475028,825009,3922
Justin Sinz,Colts,TE,1577000,525667,2000,0.4,2474243,824748,3138
Nick O'Leary,Bills,TE,1575000,525000,0,0.4,2471106,823702,0
Dan Light,Broncos,TE,1575000,525000,0,0.4,2471106,823702,0
Marcel Jensen,Commanders,TE,1575000,525000,0,0.4,2471106,823702,0
Deon Butler,Lions,TE,1575000,525000,0,0.4,2471106,823702,0
Anthony Ezeakunne,Browns,TE,1575000,525000,0,0.4,2471106,823702,0
Ernst Brun,Commanders,TE,1575000,525000,0,0.4,2471106,823702,0
Beau Gardner,Falcons,TE,1575000,525000,3000,0.4,2471106,823702,4707
Kevin Hughes,Patriots,TE,510000,510000,0,0.4,800168,800168,0
Michael Williams,NE/DET,TE,965000,482500,5000,0.3,1514042,757021,7845
Vince Mayle,Cowboys,TE,960000,480000,0,0.3,1506198,753099,0
Ted Bolser,Cardinals,TE,960000,480000,0,0.3,1506198,753099,0
Jordan Thompson,Lions,TE,960000,480000,0,0.3,1506198,753099,0
Vince Mayle,Cowboys,TE,960000,480000,0,0.3,1506198,753099,0
Jake Murphy,Broncos,TE,960000,480000,0,0.3,1506198,753099,0
