Player,ADP
Jimmy Graham,6
Dennis Pitta,92
Zach Ertz,99
Martellus Bennett,118
Charles Clay,135
Heath Miller,137
Ladarius Green,144
Travis Kelce,150
Tim Wright,151
Julius Thomas,27
Rob Gronkowski,30
Jordan Cameron,54
Vernon Davis,64
Jason Witten,68
Kyle Rudolph,72
Jordan Reed,82
Greg Olsen,91
