Player,Team,Position,Value,APY,Guaranteed,"APY% Of
Cap","Inflated
Value","Inflated
APY","Inflated
Guaranteed",Contract Years,Year Signed,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Year End
Roy Helu,Raiders,RB,4100000,2050000,1000000,1.40,6432719,3216360,1568956,2,2015,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2017
Bilal Powell,Jets,RB,2000000,2000000,750000,1.40,3137912,3137912,1176717,1,2015,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2016
DeAngelo Williams,Steelers,RB,4000000,2000000,1130000,1.40,6275824,3137912,1772920,2,2015,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2017
Trent Richardson,Raiders,RB,3850000,1925000,600000,1.30,6040480,3020240,941374,2,2015,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2017
Dion Lewis,Patriots,RB,3000000,1500000,600000,1.00,4706868,2353434,941374,2,2015,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2017
Darren McFadden,Cowboys,RB,3000000,1500000,200000,1.00,4706868,2353434,313791,2,2015,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2017
T.J. Yeldon,Jaguars,RB,5913776,1478444,3699736,1.00,9278454,2319613,5804723,4,2015,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2019
Stevan Ridley,Jets,RB,1250000,1250000,0,0.90,1961195,1961195,0,1,2015,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2016
Ameer Abdullah,MIN/DET,RB,4156126,1039032,2291551,0.70,6520778,1630195,3595342,4,2015,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2019
Steven Jackson,Patriots,RB,970000,970000,0,0.70,1521887,1521887,0,1,2015,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2016
Fred Jackson,Seahawks,RB,900000,900000,0,0.60,1412060,1412060,0,1,2015,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2016
Pierre Thomas,WAS/SF,RB,870000,870000,0,0.60,1364992,1364992,0,1,2015,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2016
Chris Johnson,Cardinals,RB,870000,870000,400000,0.60,1364992,1364992,627582,1,2015,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2016
Ahmad Bradshaw,Colts,RB,870000,870000,0,0.60,1364992,1364992,0,1,2015,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2016
Vladimir Ducasse,Bears,RB,825000,825000,0,0.60,1294389,1294389,0,1,2015,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2016
Tevin Coleman,Falcons,RB,3219372,804843,745244,0.60,5051053,1262763,1169255,4,2015,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2019
Jacquizz Rodgers,Bears,RB,785000,785000,0,0.50,1231630,1231630,0,1,2015,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2016
Duke Johnson,Browns,RB,3105092,776273,710092,0.50,4871752,1217938,1114103,4,2015,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2019
Jordan Todman,Panthers,RB,765000,765000,20000,0.50,1200251,1200251,31379,1,2015,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2016
Chris Polk,Texans,RB,760000,760000,0,0.50,1192406,1192406,0,1,2015,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2016
Ryan Williams,Cowboys,RB,1500000,750000,240000,0.50,2353434,1176717,376549,2,2015,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2017
David Johnson,Cardinals,RB,2992872,748218,639372,0.50,4695684,1173921,1003146,4,2015,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2019
Jordan Todman,Steelers,RB,745000,745000,0,0.50,1168872,1168872,0,1,2015,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2016
Jalen Parmele,Browns,RB,745000,745000,0,0.50,1168872,1168872,0,1,2015,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2016
Daniel Thomas,Bears,RB,745000,745000,0,0.50,1168872,1168872,0,1,2015,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2016
Ty Montgomery,BAL/GB,RB,2948794,737199,606544,0.50,4626528,1156633,951641,4,2015,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2019
Matt Jones,IND/WAS,RB,2921416,730354,599416,0.50,4583573,1145893,940457,4,2015,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2019
Jeremy Langford,Bears,RB,2823624,705906,543624,0.50,4430142,1107535,852922,4,2015,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2019
Buck Allen,Ravens,RB,2754472,688618,474472,0.50,4321645,1080411,744426,4,2015,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2019
Mike Davis,SF/SEA,RB,2748780,687195,468780,0.50,4312715,1078179,735495,4,2015,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2019
LaMichael James,Dolphins,RB,680000,680000,0,0.50,1066890,1066890,0,1,2015,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2016
Dan Herron,Bills,RB,660000,660000,0,0.50,1035511,1035511,0,1,2015,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2016
Robert Turbin,Cowboys,RB,660000,660000,0,0.50,1035511,1035511,0,1,2015,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2016
Kendall Hunter,Saints,RB,660000,660000,0,0.50,1035511,1035511,0,1,2015,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2016
Bryce Brown,Seahawks,RB,660000,660000,0,0.50,1035511,1035511,0,1,2015,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2016
Dan Herron,Colts,RB,660000,660000,0,0.50,1035511,1035511,0,1,2015,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2016
Evan Royster,Falcons,RB,660000,660000,0,0.50,1035511,1035511,0,1,2015,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2016
David Cobb,Titans,RB,2525668,631417,245668,0.40,3962662,990665,385442,4,2015,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2019
Mike James,Buccaneers,RB,1260000,630000,0,0.40,1976884,988442,0,2,2015,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2017
Jay Ajayi,MIA/PHI,RB,2500812,625203,220812,0.40,3923664,980916,346444,4,2015,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2019
Karlos Williams,Bills,RB,2495352,623838,215352,0.40,3915097,978774,337878,4,2015,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2019
Cameron Artis-Payne,Panthers,RB,2446252,611563,166252,0.40,3838061,959515,260842,4,2015,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2019
Josh Robinson,Colts,RB,2388168,597042,108168,0.40,3746930,936733,169711,4,2015,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2019
Marcus Murphy,NO/NYJ,RB,2349288,587322,69288,0.40,3685929,921482,108710,4,2015,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2019
Isaiah Pead,Steelers,RB,585000,585000,0,0.40,917839,917839,0,1,2015,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2016
Christine Michael,Seahawks,RB,585000,585000,0,0.40,917839,917839,0,1,2015,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2016
Daryl Richardson,Browns,RB,585000,585000,0,0.40,917839,917839,0,1,2015,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2016
Edwin Baker,Saints,RB,585000,585000,0,0.40,917839,917839,0,1,2015,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2016
Jorvorskie Lane,Buccaneers,RB,585000,585000,0,0.40,917839,917839,0,1,2015,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2016
Dion Lewis,Patriots,RB,585000,585000,0,0.40,917839,917839,0,1,2015,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2016
Daryl Richardson,Jets,RB,585000,585000,0,0.40,917839,917839,0,1,2015,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2016
Jonas Gray,Jaguars,RB,1160000,580000,0,0.40,1819989,909994,0,2,2015,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2017
Zurlon Tipton,Colts,RB,1110000,555000,0,0.40,1741541,870771,0,2,2015,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2017
Kenjon Barner,Eagles,RB,1110000,555000,0,0.40,1741541,870771,0,2,2015,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2017
Kerwynn Williams,Cardinals,RB,1110000,555000,0,0.40,1741541,870771,0,2,2015,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2017
Michael Hill,Cowboys,RB,1110000,555000,0,0.40,1741541,870771,0,2,2015,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2017
Spencer Ware,Chiefs,RB,1110000,555000,0,0.40,1741541,870771,0,2,2015,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2017
Trey Watts,Rams,RB,1110000,555000,0,0.40,1741541,870771,0,2,2015,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2017
Collin Mooney,Falcons,RB,1110000,555000,0,0.40,1741541,870771,0,2,2015,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2017
Michael Ford,Falcons,RB,1110000,555000,0,0.40,1741541,870771,0,2,2015,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2017
Thomas Rawls,Seahawks,RB,1590000,530000,15000,0.40,2494640,831547,23534,3,2015,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2018
Tyler Varga,Colts,RB,1581000,527000,6000,0.40,2480519,826840,9414,3,2015,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2018
Zach Zenner,Lions,RB,1580000,526667,5000,0.40,2478950,826317,7845,3,2015,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2018
Corey Grant,Jaguars,RB,1580000,526667,5000,0.40,2478950,826317,7845,3,2015,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2018
John Crockett,Packers,RB,1580000,526667,5000,0.40,2478950,826317,7845,3,2015,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2018
Raheem Mostert,Eagles,RB,1580000,526667,12500,0.40,2478950,826317,19612,3,2015,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2018
Mark Weisman,Bengals,RB,1578500,526167,3500,0.40,2476597,825533,5491,3,2015,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2018
Tony Creecy,Patriots,RB,1575000,525000,0,0.40,2471106,823702,0,3,2015,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2018
Jarryd Hayne,49ers,RB,1575000,525000,0,0.40,2471106,823702,0,3,2015,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2018
Luke Lundy,Browns,RB,1575000,525000,0,0.40,2471106,823702,0,3,2015,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2018
Ricky Seale,Bills,RB,1575000,525000,0,0.40,2471106,823702,0,3,2015,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2018
Braylon Heard,Steelers,RB,1575000,525000,0,0.40,2471106,823702,0,3,2015,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2018
Jawon Chisholm,Steelers,RB,1575000,525000,0,0.40,2471106,823702,0,3,2015,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2018
Silas Redd,Commanders,RB,1538000,512667,8000,0.40,2413054,804352,12552,3,2015,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2018
Cierre Wood,Bills,RB,510000,510000,0,0.40,800168,800168,0,1,2015,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2016
Mike Gillislee,Bills,RB,510000,510000,0,0.40,800168,800168,0,1,2015,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2016
Terrance West,Ravens,RB,510000,510000,0,0.40,800168,800168,0,1,2015,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2016
Doug Martin,Buccaneers,RB,35750000,7150000,15000000,4.60,51758872,10351774,21717009,5,2016,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2021
Lamar Miller,Texans,RB,26000000,6500000,14000000,4.20,37642816,9410704,20269208,4,2016,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2020
Chris Ivory,Jaguars,RB,32000000,6400000,10000000,4.10,46329619,9265924,14478006,5,2016,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2021
DeMarco Murray,Titans,RB,25500000,6375000,12250000,4.10,36918915,9229729,17735557,4,2016,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2020
Ezekiel Elliott,Cowboys,RB,24956338,6239085,24956338,4.00,36131801,9032951,36131801,4,2016,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2020
Giovani Bernard,Bengals,RB,15500000,5166667,5000000,3.30,22440909,7480304,7239003,3,2016,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2019
C.J. Anderson,Broncos,RB,18000000,4500000,7600000,2.90,26060411,6515103,11003285,4,2016,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2020
Darren Sproles,Eagles,RB,4500000,4500000,2500000,2.90,6515103,6515103,3619502,1,2016,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2017
Matt Forte,Jets,RB,12000000,4000000,9000000,2.60,17373607,5791202,13030205,3,2016,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2019
Theo Riddick,Lions,RB,11550000,3850000,3850000,2.50,16722097,5574032,5574032,3,2016,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2019
Bilal Powell,Jets,RB,11250000,3750000,6000000,2.40,16287757,5429252,8686804,3,2016,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2019
James Starks,Packers,RB,6000000,3000000,1500000,1.90,8686804,4343402,2171701,2,2016,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2018
Ronnie Hillman,Broncos,RB,2000000,2000000,500000,1.30,2895601,2895601,723900,1,2016,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2017
Alfred Morris,Cowboys,RB,3500000,1750000,1800000,1.10,5067302,2533651,2606041,2,2016,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2018
Chris Johnson,Cardinals,RB,1500000,1500000,1000000,1.00,2171701,2171701,1447801,1,2016,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2017
Arian Foster,Dolphins,RB,1500000,1500000,400000,1.00,2171701,2171701,579120,1,2016,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2017
Reggie Bush,Bills,RB,1500000,1500000,375000,1.00,2171701,2171701,542925,1,2016,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2017
Charcandrick West,Chiefs,RB,4200000,1400000,2300000,0.90,6080763,2026921,3329941,3,2016,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2019
Spencer Ware,Chiefs,RB,4200000,1400000,2300000,0.90,6080763,2026921,3329941,3,2016,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2019
Derrick Henry,Titans,RB,5407930,1351983,3278855,0.90,7829604,1957402,4747128,4,2016,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2020
LeGarrette Blount,Patriots,RB,1000000,1000000,100000,0.60,1447801,1447801,144780,1,2016,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2017
Khiry Robinson,Jets,RB,1950000,975000,0,0.60,2823211,1411606,0,2,2016,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2018
Donald Brown,Patriots,RB,965000,965000,300000,0.60,1397128,1397128,434340,1,2016,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2017
Jonathan Grimes,Texans,RB,900000,900000,200000,0.60,1303021,1303021,289560,1,2016,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2017
Justin Forsett,DET/DEN,RB,885000,885000,0,0.60,1281304,1281304,0,1,2016,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2017
Chase Reynolds,Rams,RB,875000,875000,200000,0.60,1266826,1266826,289560,1,2016,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2017
Kenyan Drake,ARI/MIA,RB,3381260,845315,821260,0.50,4895390,1223848,1189021,4,2016,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2020
Jacquizz Rodgers,Bears,RB,840000,840000,80000,0.50,1216153,1216153,115824,1,2016,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2017
Bobby Rainey,Giants,RB,840000,840000,40000,0.50,1216153,1216153,57912,1,2016,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2017
Matt Asiata,Vikings,RB,840000,840000,60000,0.50,1216153,1216153,86868,1,2016,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2017
C.J. Prosise,Seahawks,RB,3112464,778116,692464,0.50,4506227,1126557,1002550,4,2016,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2020
C.J. Spiller,Seahawks,RB,775000,775000,15000,0.50,1122045,1122045,21717,1,2016,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2017
C.J. Spiller,Jets,RB,760000,760000,0,0.50,1100328,1100328,0,1,2016,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2017
Dan Herron,Bills,RB,760000,760000,0,0.50,1100328,1100328,0,1,2016,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2017
Stevan Ridley,Falcons,RB,760000,760000,0,0.50,1100328,1100328,0,1,2016,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2017
Robert Turbin,Colts,RB,760000,760000,0,0.50,1100328,1100328,0,1,2016,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2017
Ronnie Hillman,Chargers,RB,760000,760000,0,0.50,1100328,1100328,0,1,2016,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2017
Jacquizz Rodgers,Buccaneers,RB,760000,760000,0,0.50,1100328,1100328,0,1,2016,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2017
Jordan Todman,Colts,RB,760000,760000,80000,0.50,1100328,1100328,115824,1,2016,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2017
Antone Smith,Buccaneers,RB,760000,760000,0,0.50,1100328,1100328,0,1,2016,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2017
Daniel Thomas,Dolphins,RB,760000,760000,0,0.50,1100328,1100328,0,1,2016,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2017
Dexter McCluster,Chargers,RB,760000,760000,0,0.50,1100328,1100328,0,1,2016,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2017
Ronnie Hillman,Vikings,RB,760000,760000,0,0.50,1100328,1100328,0,1,2016,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2017
Bernard Pierce,Jets,RB,760000,760000,0,0.50,1100328,1100328,0,1,2016,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2017
Joique Bell,DET/CHI,RB,760000,760000,0,0.50,1100328,1100328,0,1,2016,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2017
Christine Michael,GB/SEA,RB,725000,725000,25000,0.50,1049655,1049655,36195,1,2016,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2017
Tyler Ervin,Texans,RB,2887568,721892,547568,0.50,4180623,1045156,792769,4,2016,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2020
Kenneth Dixon,Ravens,RB,2723392,680848,383992,0.40,3942929,985732,555944,4,2016,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2020
Knile Davis,Chiefs,RB,675000,675000,0,0.40,977265,977265,0,1,2016,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2017
Cyrus Gray,DEN/ATL,RB,675000,675000,0,0.40,977265,977265,0,1,2016,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2017
Isaiah Pead,Dolphins,RB,675000,675000,0,0.40,977265,977265,0,1,2016,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2017
