"player","team","games","position","recTarg","recRec","recRec40s","recYds","recYds100Games","recTds","recTd40s","recDrops","catch","depth","ypt","ypr","rac","rzRecTarg","rzRecRec","rzRecTds","rzRecTargPct","rzRecRecPct","rzRecTdPct","ezRecTarg","ezRecTds","ezRecTargPct","ezRecRecPct","ezRecTdPct","rushCarries","rush40s","rushYds","rushYds100Games","rushTds","rushTd40s","ypc","yac","rushTa","tat","fumbles","rzRushCarries","rzRushTds","rzRushPct","rzRushTdPct","i5RushCarries","i5RushTds","i5RushPct","i5RushTdPct","patConversions","patAttempts","fantasyPts","ptsPerSnap","ptsPerTouch"
"Danny Gray","SF","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"George Pickens","PIT","1","WR","2","1","0","2","0","0","0","0","50","6","1","2","0","1","0","0","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7","0.02","0.7"
"David Bell","CLV","1","WR","1","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Garrett Wilson","NYJ","1","WR","14","8","1","162","1","0","0","0","57.1","16.36","11.57","20.25","7.75","6","2","0","42.9","25","0","1","0","7.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20.2","0.26","2.52"
"Drake London","ATL","1","WR","12","6","0","95","0","0","0","1","50","15.42","7.92","15.83","3.5","3","1","0","25","16.7","0","1","0","8.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12.5","0.27","2.08"
"Jalen Nailor","MIN","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Ja'Marr Chase","CIN","1","WR","8","7","1","97","0","0","0","0","87.5","8.5","12.13","13.86","7","2","2","0","25","28.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13.2","0.22","1.89"
"Khalil Shakir","BUF","1","WR","1","1","0","10","0","0","0","0","100","4","10","10","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.5","0.09","1.5"
"Brandon Aiyuk","SF","1","WR","9","5","0","46","0","0","0","1","55.6","7.78","5.11","9.2","4","1","0","0","11.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.1","0.09","1.42"
"Alec Pierce","IND","1","WR","8","4","1","86","0","1","0","0","50","13.13","10.75","21.5","3.5","1","1","1","12.5","25","100","1","1","12.5","25","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16.6","0.33","4.15"
"Rashid Shaheed","NO","1","WR","4","4","1","75","0","0","0","0","100","14.75","18.75","18.75","4","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","3","1","1","1","0","0","0","0","0","0","0","0","0","0","9.5","0.26","1.9"
