"RK",TIERS,"PLAYER NAME",TEAM,"POS","BEST","WORST","AVG.","STD.DEV","ECR VS. ADP"
"275",13,"Justin Tucker",BAL,"K2","138","184","161.0","18.8","-67"
"276",13,"Adam Vinatieri",FA,"K3","133","187","161.3","22.1","-125"
"277",13,"Jermaine Gresham",FA,"TE39","146","330","212.2","68.8","+116"
"278",13,"Brent Celek",FA,"TE40","157","252","197.2","33.5","+125"
"279",13,"Matt Bryant",FA,"K4","143","185","165.3","17.3","-54"
"280",13,"Stephen Hauschka",FA,"K5","135","201","166.3","27.1","-87"
"281",13,"Indianapolis Colts",IND,"DST21","148","199","167.3","22.6","-77"
"282",13,"Stephen Gostkowski",FA,"K6","130","212","168.0","33.7","-152"
"283",13,"Mason Crosby",FA,"K7","140","198","168.3","23.7","-87"
"284",13,"Cody Parkey",FA,"K8","141","200","168.7","24.2","-82"
"285",13,"Blair Walsh",FA,"K9","145","192","168.7","19.2","-43"
"286",13,"Phil Dawson",FA,"K10","155","194","174.0","15.9","+11"
"287",13,"Matt Prater",ARI,"K11","149","207","175.3","24.0","-54"
"288",13,"Dexter McCluster",FA,"RB90","178","333","220.8","58.1","+100"
"289",13,"Ryan Williams",FA,"RB91","189","197","193.8","3.4","-"
"290",13,"Dan Carpenter",FA,"K12","154","205","178.7","20.9","-22"
"291",14,"Kirk Cousins",MIN,"QB31","175","335","224.2","58.3","+17"
"292",14,"Josh Brown",FA,"K13","147","218","181.7","29.0","+3"
"293",14,"Josh Scobee",FA,"K14","163","208","182.0","19.0","-41"
"294",14,"Jacquizz Rodgers",FA,"RB92","175","302","212.0","52.6","+38"
"295",14,"Chandler Catanzaro",FA,"K15","151","224","182.3","30.7","+12"
"296",14,"New York Giants",NYG,"DST22","144","159","151.5","7.5","+9"
"297",14,"Graham Gano",NYG,"K16","157","216","183.7","24.4","+36"
"298",14,"Jace Amaro",FA,"TE41","138","170","154.0","16.0","-27"
"299",14,"Greg Zuerlein",NYJ,"K17","159","217","185.7","23.9","-65"
"300",14,"Dallas Cowboys",DAL,"DST23","157","157","157.0","0.0","-31"
"301",14,"Jeremy Langford",FA,"RB93","178","303","216.0","50.6","-53"
"302",14,"Tampa Bay Buccaneers",TB,"DST24","158","160","159.0","1.0","-28"
"303",14,"Robbie Gould",FA,"K18","153","236","187.7","35.2","-38"
"304",14,"Brian Hoyer",LV,"QB32","159","357","230.0","77.6","-32"
"305",14,"Mike Nugent",FA,"K19","156","230","189.3","30.6","-5"
"306",14,"Randy Bullock",NYG,"K20","158","231","189.3","30.7","-2"
"307",14,"Jacksonville Jaguars",JAC,"DST25","158","167","162.5","4.5","+31"
"308",14,"Thomas Rawls",FA,"RB94","185","323","224.0","57.3","-"
"309",14,"Sebastian Janikowski",FA,"K21","161","226","191.3","26.7","-86"
"310",14,"Connor Barth",FA,"K22","144","190","167.0","23.0","-35"
"311",14,"Cairo Santos",CHI,"K23","152","243","193.0","37.7","+16"
"312",14,"Dennis Pitta",FA,"TE42","188","389","242.5","84.7","+96"
"313",14,"Kai Forbath",LAR,"K24","160","242","195.7","34.3","+128"
"314",14,"Rishard Matthews",FA,"WR97","143","422","255.0","120.4","-"
"315",14,"Nick Folk",TEN,"K25","162","256","200.3","40.3","+9"
"316",14,"Zach Zenner",FA,"RB95","166","184","175.0","9.0","-62"
"317",14,"Clive Walford",FA,"TE43","196","202","198.3","2.6","+43"
"318",14,"Ryan Succop",FA,"K26","164","274","208.7","47.2","+122"
"319",14,"Jarrett Boykin",FA,"WR98","130","226","178.0","48.0","-23"
"320",14,"Taylor Gabriel",FA,"WR99","191","275","219.8","32.8","+84"
"321",14,"Preston Parker",FA,"WR100","119","426","272.5","153.5","+140"
"322",14,"Rod Streater",FA,"WR101","182","312","226.7","60.4","+84"
"323",14,"Antone Smith",FA,"RB96","166","415","262.0","109.3","+47"
"324",14,"Josh McCown",FA,"QB33","177","391","255.0","96.5","-39"
"325",14,"Hakeem Nicks",FA,"WR102","174","203","188.5","14.5","+33"
"326",14,"Ahmad Bradshaw",FA,"RB97","186","192","189.0","3.0","-9"
"327",14,"Brandon McManus",JAC,"K27","171","211","191.0","20.0","-100"
"328",14,"Aaron Dobson",FA,"WR103","143","321","232.0","89.0","+45"
"329",14,"Nate Washington",FA,"WR104","170","288","225.7","48.4","+12"
"330",14,"Robert Turbin",FA,"RB98","191","199","195.0","4.0","-44"
"331",14,"Matt Asiata",FA,"RB99","146","290","218.0","72.0","-28"
"332",14,"Devin Smith",FA,"WR105","195","363","251.3","79.0","+48"
"333",14,"Josh Lambo",FA,"K28","176","219","197.5","21.5","+7"
"334",14,"Darren Fells",FA,"TE44","189","338","244.3","66.6","+117"
"335",14,"Riley Cooper",FA,"WR106","155","332","243.7","72.3","-73"
"336",14,"Juwan Thompson",FA,"RB100","184","295","231.7","46.6","-6"
"337",14,"Derek Carrier",FA,"TE45","155","328","241.5","86.5","-"
"338",14,"Jarius Wright",FA,"WR107","193","282","228.3","38.6","+57"
"339",14,"Justin Hardy",FA,"WR108","172","315","243.5","71.5","+7"
"340",14,"Marcel Reece",FA,"RB101","172","342","257.0","85.0","-48"
"341",14,"Travis Benjamin",FA,"WR109","173","403","288.0","115.0","+51"
"342",14,"Chris Thompson",FA,"RB102","178","393","285.5","107.5","-"
"343",15,"Jeremy Kerley",FA,"WR110","180","336","258.0","78.0","+105"
"344",15,"Vick Ballard",FA,"RB103","181","350","265.5","84.5","-"
"345",15,"Jason Myers",SEA,"K29","186","286","236.0","50.0","-"
"346",15,"Travis Coons",FA,"K30","189","270","229.5","40.5","+96"
"347",15,"Jermaine Kearse",FA,"WR111","198","304","246.0","43.9","-10"
"348",15,"Anthony Dixon",FA,"RB104","189","370","279.5","90.5","-14"
"349",15,"Marlon Brown",FA,"WR112","190","320","255.0","65.0","+15"
"350",15,"Andre Caldwell",FA,"WR113","192","413","302.5","110.5","-"
"351",15,"Jonathan Grimes",FA,"RB105","195","347","271.0","76.0","-"
"352",15,"Bernard Pierce",FA,"RB106","199","401","300.0","101.0","+42"
"353",15,"Bobby Rainey",FA,"RB107","200","341","270.5","70.5","+43"
"354",15,"Dion Sims",FA,"TE46","200","343","271.5","71.5","+90"
"355",15,"Terrelle Pryor Sr.",FA,"WR114","218","229","223.5","5.5","+55"
"356",15,"Ted Ginn Jr.",FA,"WR115","205","432","293.3","99.3","-"
"357",15,"Lance Moore",FA,"WR116","208","407","307.5","99.5","+71"
"358",15,"Andrew Quarless",FA,"TE47","209","273","241.0","32.0","-59"
"359",15,"Bruce Ellington",FA,"WR117","209","429","319.0","110.0","-"
"360",15,"Lance Kendricks",FA,"TE48","219","276","247.5","28.5","+62"
"361",15,"Johnny Manziel",FA,"QB34","231","440","335.5","104.5","-47"
"362",15,"Ryan Mallett",FA,"QB35","233","443","338.0","105.0","-44"
"363",16,"Chris Matthews",FA,"WR118","242","339","290.5","48.5","+36"
