"player","team","games","position","recTarg","recRec","recRec40s","recYds","recYds100Games","recTds","recTd40s","recDrops","catch","depth","ypt","ypr","rac","rzRecTarg","rzRecRec","rzRecTds","rzRecTargPct","rzRecRecPct","rzRecTdPct","ezRecTarg","ezRecTds","ezRecTargPct","ezRecRecPct","ezRecTdPct","rushCarries","rush40s","rushYds","rushYds100Games","rushTds","rushTd40s","ypc","yac","rushTa","tat","fumbles","rzRushCarries","rzRushTds","rzRushPct","rzRushTdPct","i5RushCarries","i5RushTds","i5RushPct","i5RushTdPct","patConversions","patAttempts","fantasyPts","ptsPerSnap","ptsPerTouch"
"Malik Heath","GB","1","WR","1","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Andrei Iosivas","CIN","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Puka Nacua","LA","1","WR","14","10","0","119","1","0","0","2","71.4","10","8.5","11.9","4.2","2","1","0","14.3","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16.9","0.27","1.69"
"Trey Palmer","TB","1","WR","3","2","0","8","0","1","0","0","66.7","4.67","2.67","4","0","1","1","1","33.3","50","100","1","1","33.3","50","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.8","0.34","3.9"
"Jonathan Mingo","CAR","1","WR","5","2","0","17","0","0","0","0","40","16.6","3.4","8.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.7","0.04","1.35"
"Deven Thompkins","TB","1","WR","3","2","0","10","0","0","0","0","66.7","6","3.33","5","5.5","2","1","0","66.7","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0.11","1"
"Cedric Tillman","CLV","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Rashod Bateman","BLT","1","WR","3","3","0","35","0","0","0","0","100","8","11.67","11.67","3.67","2","2","0","66.7","66.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0.2","1.67"
"Ronnie Bell","SF","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Terrace Marshall Jr.","CAR","1","WR","6","2","0","23","0","0","0","0","33.3","15.5","3.83","11.5","3.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.3","0.05","1.65"
"Ja'Marr Chase","CIN","1","WR","9","5","0","39","0","0","0","0","55.6","9.89","4.33","7.8","4.2","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","6.6","0.12","1.1"
"Brandon Aiyuk","SF","1","WR","8","8","0","129","1","2","0","0","100","14.63","16.13","16.13","2.5","2","2","2","25","25","100","2","2","25","25","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28.9","0.5","3.61"
"Jaylen Waddle","MIA","1","WR","6","4","0","78","0","0","0","0","66.7","13.83","13","19.5","9.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.8","0.23","2.45"
"Justyn Ross","KC","1","WR","1","1","0","6","0","0","0","0","100","6","6","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1","0.18","1.1"
"Justin Watson","KC","1","WR","4","2","0","45","0","0","0","0","50","26.5","11.25","22.5","2","1","1","0","25","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.5","0.29","2.75"
"Rashid Shaheed","NO","1","WR","6","5","1","89","0","1","0","0","83.3","16.5","14.83","17.8","1.4","3","2","1","50","40","100","2","1","33.3","20","100","2","0","11","0","0","0","5.5","0.5","1","0.5","0","0","0","0","0","0","0","0","0","0","0","18.5","0.53","2.64"
"Tim Jones","JAX","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Tylan Wallace","BLT","0","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"Nico Collins","HST","1","WR","11","6","0","80","0","0","0","0","54.5","15","7.27","13.33","3.67","2","0","0","18.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0.2","1.83"
"A.J. Brown","PHI","1","WR","9","7","0","79","0","0","0","0","77.8","18.56","8.78","11.29","1.57","2","1","0","22.2","14.3","0","1","0","11.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11.4","0.19","1.63"
"DJ Moore","CHI","1","WR","2","2","0","25","0","0","0","0","100","6.5","12.5","12.5","6","1","1","0","50","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3.5","0.05","1.75"
"Terry McLaurin","WAS","1","WR","4","2","0","31","0","0","0","0","50","11","7.75","15.5","5.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.1","0.07","2.05"
"D.K. Metcalf","SEA","1","WR","5","3","0","47","0","1","0","1","60","15.8","9.4","15.67","3.67","1","1","1","20","33.3","100","1","1","20","33.3","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12.2","0.26","4.07"
"Van Jefferson","LA","1","WR","5","4","0","26","0","0","0","1","80","11.2","5.2","6.5","1.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.6","0.06","1.15"
"River Cracraft","MIA","1","WR","5","3","0","40","0","1","0","1","60","11.4","8","13.33","5","4","2","1","80","66.7","100","2","1","40","33.3","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11.5","0.43","3.83"
"Brandon Johnson","DEN","1","WR","3","2","0","31","0","0","0","0","66.7","12","10.33","15.5","0","1","0","0","33.3","0","0","1","0","33.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.1","0.13","2.05"
"Diontae Johnson","PIT","1","WR","6","3","0","48","0","0","0","0","50","12.5","8","16","8.67","2","1","0","33.3","33.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.3","0.23","2.1"
"Richie James","KC","1","WR","2","1","0","6","0","0","0","0","50","20","3","6","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1","0.05","1.1"
"Kristian Wilkerson","LV","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
