id,player,team,opponent,position,salary,ownership
96051-52613,Curtis Samuel,WAS,NYG,WR,5900,2.5
96051-28744,Raheem Mostert,MIA,LV,RB,7800,2.4
96051-103539,Wan'Dale Robinson,NYG,WAS,WR,5200,2.3
96051-55335,David Njoku,CLE,PIT,TE,5500,2.3
96051-94534,Gabe Davis,BUF,NYJ,WR,6400,2.3
96051-88575,Elijah Moore,CLE,PIT,WR,5800,2.2
96051-86811,Cade Otton,TB,SF,TE,4900,2.2
96051-12550,Seattle Seahawks,SEA,LAR,D,4100,2.1
96051-47870,Tyler Higbee,LAR,SEA,TE,5000,2.1
96051-55635,Chris Godwin,TB,SF,WR,6500,2.1
96051-57299,Gerald Everett,LAC,GB,TE,4800,1.9
96051-63634,Jakobi Meyers,LV,MIA,WR,6700,1.9
96051-89455,Jayden Reed,GB,LAC,WR,6000,1.9
96051-41535,Baker Mayfield,TB,SF,QB,6800,1.9
96051-29501,Brandin Cooks,DAL,CAR,WR,5900,1.9
96051-29685,Robert Woods,HOU,ARI,WR,5100,1.9
96051-31001,Amari Cooper,CLE,PIT,WR,7300,1.8
96051-12538,Los Angeles Rams,LAR,SEA,D,3800,1.8
96051-94370,Romeo Doubs,GB,LAC,WR,6300,1.8
96051-103376,Zach Charbonnet,SEA,LAR,RB,5000,1.8
96051-113228,Luke Musgrave,GB,LAC,TE,5200,1.8
96051-12553,Carolina Panthers,CAR,DAL,D,3000,1.8
96051-56809,Allen Lazard,NYJ,BUF,WR,5900,1.7
96051-72297,Rico Dowdle,DAL,CAR,RB,5000,1.6
96051-55970,Royce Freeman,LAR,SEA,RB,5300,1.6
96051-138998,Michael Mayer,LV,MIA,TE,4700,1.6
96051-90307,Daniel Bellinger,NYG,WAS,TE,4700,1.5
96051-56248,Noah Brown,HOU,ARI,WR,6100,1.5
96051-119606,Bryce Young,CAR,DAL,QB,6400,1.4
96051-90933,Antonio Gibson,WAS,NYG,RB,5400,1.4
96051-107293,Tyjae Spears,TEN,JAC,RB,5200,1.4
96051-71705,Noah Fant,SEA,LAR,TE,4600,1.4
96051-89612,Michael Wilson,ARI,HOU,WR,5400,1.4
96051-42046,Durham Smythe,MIA,LV,TE,4700,1.4
96051-86243,Will Levis,TEN,JAC,QB,6600,1.3
96051-93107,AJ Dillon,GB,LAC,RB,6100,1.3
96051-104278,Donald Parham,LAC,GB,TE,5100,1.3
96051-12543,New York Giants,NYG,WAS,D,3500,1.3
96051-72412,Khalil Herbert,CHI,DET,RB,6000,1.3
96051-55830,D'Onta Foreman,CHI,DET,RB,6800,1.2
96051-92976,Tutu Atwell,LAR,SEA,WR,5300,1.2
96051-112192,Jonathan Mingo,CAR,DAL,WR,5000,1.2
96051-34331,Latavius Murray,BUF,NYJ,RB,5600,1.2
96051-91101,Tommy Tremble,CAR,DAL,TE,4700,1.2
96051-120639,Quentin Johnston,LAC,GB,WR,6200,1.1
96051-110246,George Pickens,PIT,CLE,WR,6400,1.1
96051-102902,Trey Palmer,TB,SF,WR,5200,1.0
96051-72705,John Bates,WAS,NYG,TE,4500,1.0
96051-94748,Tommy DeVito,NYG,WAS,QB,6300,1.0
96051-91872,Joshua Kelley,LAC,GB,RB,4900,1.0
96051-69956,Michael Gallup,DAL,CAR,WR,5500,0.9
96051-70422,Kalif Raymond,DET,CHI,WR,4700,0.9
96051-12548,Los Angeles Chargers,LAC,GB,D,3900,0.9
96051-111631,Jameson Williams,DET,CHI,WR,5300,0.9
96051-58041,Mike Boone,HOU,ARI,RB,4500,0.8
96051-63819,Darius Slayton,NYG,WAS,WR,5400,0.8
96051-92413,Elijah Mitchell,SF,TB,RB,5100,0.8
96051-88548,Jalen Tolbert,DAL,CAR,WR,4600,0.8
96051-71845,Miles Sanders,CAR,DAL,RB,5300,0.8
96051-61593,Jauan Jennings,SF,TB,WR,5000,0.8
96051-45229,Kareem Hunt,CLE,PIT,RB,6300,0.8
96051-83081,Chase Edmonds,TB,SF,RB,4600,0.7
96051-52495,Braxton Berrios,MIA,LV,WR,4800,0.6
96051-39428,Kyle Juszczyk,SF,TB,RB,4400,0.6
96051-54140,Dalvin Cook,NYJ,BUF,RB,5600,0.6
96051-103187,Roschon Johnson,CHI,DET,RB,5300,0.5
96051-86518,Khalil Shakir,BUF,NYJ,WR,5300,0.5
96051-12533,Green Bay Packers,GB,LAC,D,3700,0.5
96051-52917,DJ Chark Jr.,CAR,DAL,WR,5300,0.5
96051-91898,Dorian Thompson-Robinson,CLE,PIT,QB,6000,0.4
96051-69777,Darnell Mooney,CHI,DET,WR,5600,0.4
96051-69581,Cedrick Wilson,MIA,LV,WR,5200,0.3
96051-93382,Aidan O'Connell,LV,MIA,QB,6500,0.3
96051-12537,Las Vegas Raiders,LV,MIA,D,3300,0.3
96051-33047,Chris Moore,TEN,JAC,WR,4900,0.3
96051-90406,Zach Wilson,NYJ,BUF,QB,6300,0.3
96051-91902,Kyle Philips,TEN,JAC,WR,5100,0.3
96051-92020,Kenny Pickett,PIT,CLE,QB,6400,0.3
96051-89437,Tim Jones,JAC,TEN,WR,4500,0.3
96051-110457,Dontayvion Wicks,GB,LAC,WR,5300,0.3
96051-93055,Isaiah Hodgins,NYG,WAS,WR,4700,0.3
96051-64389,Nick Westbrook-Ikhine,TEN,JAC,WR,5300,0.2
96051-112455,Xavier Gipson,NYJ,BUF,WR,5000,0.2
96051-57986,Hunter Renfrow,LV,MIA,WR,5100,0.2
96051-85672,Terrace Marshall Jr.,CAR,DAL,WR,4600,0.2
96051-91578,Zamir White,LV,MIA,RB,5700,0.0
96051-55552,Jeff Wilson Jr.,MIA,LV,RB,5500,0.0
96051-53303,Matt Breida,NYG,WAS,RB,5500,0.0
96051-93538,Dyami Brown,WAS,NYG,WR,5100,0.0
96051-103619,Tre Tucker,LV,MIA,WR,5000,0.0
96051-24755,Jamison Crowder,WAS,NYG,WR,5000,0.0
96051-27229,Ameer Abdullah,LV,MIA,RB,5000,0.0
96051-69295,Byron Pringle,WAS,NYG,WR,4900,0.0
96051-129240,Tyler Scott,CHI,DET,WR,4800,0.0
96051-92545,Keaontay Ingram,ARI,HOU,RB,4800,0.0
96051-94864,Jashaun Corbin,NYG,WAS,RB,4800,0.0
96051-94621,Derius Davis,LAC,GB,WR,4700,0.0
96051-64841,Equanimeous St. Brown,CHI,DET,WR,4700,0.0
96051-62628,DeAndre Carter,LV,MIA,WR,4700,0.0
96051-73111,Chase Claypool,MIA,LV,WR,4700,0.0
96051-92590,Raheem Blackshear,CAR,DAL,RB,4700,0.0
96051-86780,Salvon Ahmed,MIA,LV,RB,4700,0.0
96051-104289,Malik Taylor,NYJ,BUF,WR,4700,0.0
96051-28643,Allen Robinson II,PIT,CLE,WR,4600,0.0
96051-93150,Jake Bobo,SEA,LAR,WR,4600,0.0
96051-56262,Parris Campbell,NYG,WAS,WR,4600,0.0
96051-40126,Austin Hooper,LV,MIA,TE,4600,0.0
96051-102696,John Metchie,HOU,ARI,WR,4600,0.0
96051-91046,Brock Wright,DET,CHI,TE,4600,0.0
96051-57543,D'Ernest Johnson,JAC,TEN,RB,4600,0.0
96051-91401,Ronnie Bell,SF,TB,WR,4600,0.0
96051-56059,Trent Sherfield,BUF,NYJ,WR,4600,0.0
96051-128693,Tank Bigsby,JAC,TEN,RB,4500,0.0
96051-89588,Colby Parkinson,SEA,LAR,TE,4500,0.0
96051-90870,Calvin Austin,PIT,CLE,WR,4500,0.0
96051-94481,Deven Thompkins,TB,SF,WR,4500,0.0
96051-31207,C.J. Uzomah,NYJ,BUF,TE,4500,0.0
96051-92882,Connor Heyward,PIT,CLE,TE,4500,0.0
96051-27477,Sterling Shepard,NYG,WAS,WR,4500,0.0
96051-137254,Deuce Vaughn,DAL,CAR,RB,4500,0.0
96051-71105,Ben Skowronek,LAR,SEA,WR,4500,0.0
96051-89613,Simi Fehoko,LAC,GB,WR,4500,0.0
96051-62055,Ray-Ray McCloud,SF,TB,WR,4500,0.0
96051-104176,Deonte Harty,BUF,NYJ,WR,4500,0.0
96051-70601,Harrison Bryant,CLE,PIT,TE,4500,0.0
96051-104424,Craig Reynolds,DET,CHI,RB,4500,0.0
96051-119788,Xavier Hutchinson,HOU,ARI,WR,4500,0.0
96051-86255,Josh Whyle,TEN,JAC,TE,4400,0.0
96051-56708,Will Dissly,SEA,LAR,TE,4400,0.0
96051-63646,Lawrence Cager,NYG,WAS,TE,4400,0.0
96051-80353,Robert Tonyan,CHI,DET,TE,4400,0.0
96051-38523,Geoff Swaim,ARI,HOU,TE,4400,0.0
96051-41997,River Cracraft,MIA,LV,WR,4400,0.0
96051-103587,Brenton Strange,JAC,TEN,TE,4400,0.0
96051-160306,Pierre Strong,CLE,PIT,RB,4400,0.0
96051-91417,Luke Schoonmaker,DAL,CAR,TE,4300,0.0
96051-32243,Marquise Goodwin,CLE,PIT,WR,4300,0.0
96051-185861,Emanuel Wilson,GB,LAC,RB,4300,0.0
96051-60957,KaVontae Turpin,DAL,CAR,WR,4300,0.0
96051-61112,Josiah Deguara,GB,LAC,TE,4300,0.0
96051-64403,Irvin Charles,NYJ,BUF,WR,4300,0.0
96051-69558,Greg Dortch,ARI,HOU,WR,4300,0.0
96051-57338,Jordan Akins,CLE,PIT,TE,4300,0.0
96051-87432,Cedric Tillman,CLE,PIT,WR,4200,0.0
96051-69655,Stephen Sullivan,CAR,DAL,TE,4200,0.0
96051-87127,Chris Rodriguez,WAS,NYG,RB,4200,0.0
96051-83138,Ross Dwelley,SF,TB,TE,4200,0.0
96051-93391,Payne Durham,TB,SF,TE,4200,0.0
96051-63697,Brycen Hopkins,LAR,SEA,TE,4200,0.0
96051-64827,Miles Boykin,PIT,CLE,WR,4200,0.0
96051-93531,Antoine Green,DET,CHI,WR,4200,0.0
96051-133477,Darnell Washington,PIT,CLE,TE,4200,0.0
96051-73176,Luke Farrell,JAC,TEN,TE,4200,0.0
96051-185850,Julian Hill,MIA,LV,TE,4200,0.0
96051-103966,Stone Smartt,LAC,GB,TE,4200,0.0
96051-87815,Jeremy Ruckert,NYJ,BUF,TE,4200,0.0
96051-94087,DeeJay Dallas,SEA,LAR,RB,4200,0.0
96051-28827,Dare Ogunbowale,HOU,ARI,RB,4200,0.0
96051-102986,Elijah Higgins,ARI,HOU,WR,4100,0.0
96051-90123,Quintin Morris,BUF,NYJ,TE,4100,0.0
96051-70705,Trevon Wesco,TEN,JAC,TE,4100,0.0
96051-65607,Jacob Harris,JAC,TEN,TE,4100,0.0
96051-68714,Ko Kieft,TB,SF,TE,4100,0.0
96051-129219,Israel Abanikanda,NYJ,BUF,RB,4100,0.0
96051-131328,Zach Evans,LAR,SEA,RB,4100,0.0
96051-26038,Tyler Kroft,MIA,LV,TE,4100,0.0
96051-69068,Jonathan Ward,TEN,JAC,RB,4100,0.0
96051-114180,David Bell,CLE,PIT,WR,4100,0.0
96051-6672,Marcedes Lewis,CHI,DET,TE,4100,0.0
96051-138786,Malik Heath,GB,LAC,WR,4100,0.0
96051-160303,Tucker Kraft,GB,LAC,TE,4100,0.0
96051-71351,Charlie Woerner,SF,TB,TE,4100,0.0
96051-72515,Ian Thomas,CAR,DAL,TE,4100,0.0
96051-136031,Rakim Jarrett,TB,SF,WR,4100,0.0
96051-137059,Sean Tucker,TB,SF,RB,4100,0.0
96051-93075,Hunter Long,LAR,SEA,TE,4100,0.0
96051-85986,James Mitchell,DET,CHI,TE,4100,0.0
96051-138277,Jalen Brooks,DAL,CAR,WR,4000,0.0
96051-86113,Ihmir Smith-Marsette,CAR,DAL,WR,4000,0.0
96051-79980,Eric Saubert,HOU,ARI,TE,4000,0.0
96051-94363,Elijah Cooks,JAC,TEN,WR,4000,0.0
96051-63851,Tyree Jackson,NYG,WAS,TE,4000,0.0
96051-38264,Demarcus Robinson,LAR,SEA,WR,4000,0.0
96051-43416,Trent Taylor,CHI,DET,WR,4000,0.0
96051-60838,Andre Baccellia,ARI,HOU,WR,4000,0.0
96051-63050,Ty Johnson,BUF,NYJ,RB,4000,0.0
96051-169834,Dareke Young,SEA,LAR,WR,4000,0.0
96051-28570,Nick Vannett,LAC,GB,TE,4000,0.0
96051-104421,Jesper Horsted,LV,MIA,TE,4000,0.0
96051-85994,Dalton Keene,HOU,ARI,TE,4000,0.0
