"player","team","games","position","recTarg","recRec","recRec40s","recYds","recYds100Games","recTds","recTd40s","recDrops","catch","depth","ypt","ypr","rac","rzRecTarg","rzRecRec","rzRecTds","rzRecTargPct","rzRecRecPct","rzRecTdPct","ezRecTarg","ezRecTds","ezRecTargPct","ezRecRecPct","ezRecTdPct","rushCarries","rush40s","rushYds","rushYds100Games","rushTds","rushTd40s","ypc","yac","rushTa","tat","fumbles","rzRushCarries","rzRushTds","rzRushPct","rzRushTdPct","i5RushCarries","i5RushTds","i5RushPct","i5RushTdPct","patConversions","patAttempts","fantasyPts","ptsPerSnap","ptsPerTouch"
"Mike Strachan","IND","1","WR","1","0","0","0","0","0","0","0","0","30","0","0","0","1","0","0","100","0","0","1","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Gunner Olszewski","NE","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Trinity Benson","DET","1","WR","3","1","0","24","0","0","0","0","33.3","17.33","8","24","21","1","0","0","33.3","0","0","1","0","33.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.9","0.12","2.9"
"Diontae Spencer","DEN","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Elijah Moore","NYJ","1","WR","8","4","0","47","0","0","0","0","50","14.38","5.88","11.75","1","1","0","0","12.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.7","0.12","1.68"
"Ja'Marr Chase","CIN","1","WR","4","2","1","54","0","1","1","1","50","20.75","13.5","27","8","1","1","1","25","50","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12.4","0.24","6.2"
"Brandon Aiyuk","SF","1","WR","2","1","0","6","0","0","0","0","50","11.5","3","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1","0.03","1.1"
"Brandon Zylstra","CAR","1","WR","3","3","0","44","0","1","0","0","100","8.67","14.67","14.67","6","1","1","1","33.3","33.3","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11.9","0.85","3.97"
"Joshua Palmer","LAC","1","WR","2","2","0","21","0","0","0","0","100","4","10.5","10.5","6.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.1","0.17","1.55"
"CeeDee Lamb","DAL","1","WR","9","8","0","81","0","0","0","0","88.9","5.78","9","10.13","5.63","1","1","0","11.1","12.5","0","0","0","0","0","0","1","0","13","0","0","0","13","3","0","0","0","0","0","0","0","0","0","0","0","0","0","13.4","0.22","1.49"
"Nico Collins","HST","1","WR","1","1","0","32","0","0","0","0","100","12","32","32","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.7","1.85","3.7"
"Justin Jefferson","MIN","1","WR","9","6","0","65","0","1","0","1","66.7","13.44","7.22","10.83","2.67","2","1","1","22.2","16.7","100","1","1","11.1","16.7","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15.5","0.29","2.58"
"DeVonta Smith","PHI","1","WR","7","2","0","16","0","0","0","0","28.6","23.57","2.29","8","2","3","0","0","42.9","0","0","1","0","14.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.6","0.05","1.3"
"Deebo Samuel","SF","1","WR","8","6","1","93","0","0","0","1","75","5.88","11.63","15.5","8","0","0","0","0","0","0","0","0","0","0","0","2","0","8","0","0","0","4","4.5","1","0.5","0","0","0","0","0","0","0","0","0","0","0","13.1","0.27","1.64"
"Calvin Ridley","ATL","1","WR","10","7","0","63","0","1","0","0","70","11.5","6.3","9","3.57","4","2","1","40","28.6","100","2","1","20","14.3","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15.8","0.26","2.26"
"Terry McLaurin","WAS","1","WR","14","11","0","107","1","1","0","0","78.6","8.14","7.64","9.73","3.18","3","3","1","21.4","27.3","100","1","1","7.1","9.1","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22.2","0.31","2.02"
"Auden Tate","CIN","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Courtland Sutton","DEN","1","WR","12","9","1","159","1","0","0","0","75","21.17","13.25","17.67","3.33","4","1","0","33.3","11.1","0","1","0","8.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20.4","0.38","2.27"
"Allen Lazard","GB","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Jeff Smith","NYJ","1","WR","2","1","0","35","0","0","0","0","50","23.5","17.5","35","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0.2","4"
"Cam Sims","WAS","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Christian Blake","ATL","1","WR","1","1","0","8","0","0","0","0","100","8","8","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.3","0.1","1.3"
"D.K. Metcalf","SEA","1","WR","11","6","0","53","0","0","0","0","54.5","8.82","4.82","8.83","4.17","1","0","0","9.1","0","0","1","0","9.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.3","0.16","1.38"
"DJ Chark Jr.","JAX","1","WR","3","1","0","19","0","0","0","0","33.3","17","6.33","19","3","1","0","0","33.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2.4","0.05","2.4"
