Player,ADP
Derek Carr,85
Marcus Mariota,85
Kirk Cousins,84
Jameis Winston,81
Russell Wilson,64
Matt Ryan,56
Drew Brees,43
Alex Smith,234
Deshaun Watson,211
Sam Bradford,198
Jay Cutler,193
Joe Flacco,184
Tyrod Taylor,162
Tom Brady,31
Carson Wentz,146
Carson Palmer,149
Andy Dalton,138
Eli Manning,137
Philip Rivers,120
Matthew Stafford,114
Dak Prescott,110
Ben Roethlisberger,104
Andrew Luck,100
Cam Newton,87
Aaron Rodgers,23
