id,player,team,opponent,position,salary,ownership
94505-71706,T.J. Hockenson,MIN,KC,TE,6800,6.7
94505-86055,Dameon Pierce,HOU,ATL,RB,6200,6.6
94505-63115,Lamar Jackson,BAL,PIT,QB,8400,6.5
94505-71845,Miles Sanders,CAR,DET,RB,6100,6.5
94505-39280,Derrick Henry,TEN,IND,RB,9000,6.4
94505-38435,Jared Goff,DET,CAR,QB,7400,6.3
94505-12539,Miami Dolphins,MIA,NYG,D,4900,6.3
94505-29780,Zach Ertz,ARI,CIN,TE,5100,6.2
94505-70422,Kalif Raymond,DET,CAR,WR,4800,6.2
94505-53303,Matt Breida,NYG,MIA,RB,6300,6.1
94505-22038,Kirk Cousins,MIN,KC,QB,7600,6.1
94505-12544,New York Jets,NYJ,DEN,D,4200,5.9
94505-92976,Tutu Atwell,LAR,PHI,WR,5800,5.6
94505-12553,Carolina Panthers,CAR,DET,D,3200,5.6
94505-63519,Daniel Jones,NYG,MIA,QB,7500,5.4
94505-39716,Adam Thielen,CAR,DET,WR,6700,5.3
94505-90575,Najee Harris,PIT,BAL,RB,6000,5.2
94505-40407,Joshua Dobbs,ARI,CIN,QB,6600,4.8
94505-12547,Pittsburgh Steelers,PIT,BAL,D,3900,4.7
94505-22015,Russell Wilson,DEN,NYJ,QB,7300,4.7
94505-112057,Jaylen Warren,PIT,BAL,RB,5800,4.5
94505-40669,Tyler Boyd,CIN,ARI,WR,6200,4.4
94505-57403,Courtland Sutton,DEN,NYJ,WR,6900,4.2
94505-86080,Kyle Pitts,ATL,HOU,TE,5100,4.0
94505-129315,Anthony Richardson,IND,TEN,QB,8300,4.0
94505-89675,Jonathan Taylor,IND,TEN,RB,7400,3.9
94505-103020,Puka Nacua,LAR,PHI,WR,8000,3.8
94505-63855,K.J. Osborn,MIN,KC,WR,5400,3.8
94505-88297,Chig Okonkwo,TEN,IND,TE,4700,3.7
94505-47870,Tyler Higbee,LAR,PHI,TE,5300,3.7
94505-129471,C.J. Stroud,HOU,ATL,QB,7200,3.6
94505-12528,Cincinnati Bengals,CIN,ARI,D,4100,3.6
94505-90870,Calvin Austin,PIT,BAL,WR,4800,3.6
94505-52436,Mark Andrews,BAL,PIT,TE,7600,3.6
94505-25011,Darren Waller,NYG,MIA,TE,6100,3.3
94505-71143,Kylen Granson,IND,TEN,TE,4600,3.1
94505-12541,New England Patriots,NE,NO,D,4400,3.1
94505-29685,Robert Woods,HOU,ATL,WR,5000,3.0
94505-90561,Jerry Jeudy,DEN,NYJ,WR,6100,2.8
94505-170287,Rashid Shaheed,NO,NE,WR,5500,2.7
94505-89612,Michael Wilson,ARI,CIN,WR,5300,2.7
94505-129305,Josh Downs,IND,TEN,WR,5300,2.6
94505-28573,Michael Thomas,NO,NE,WR,5700,2.6
94505-33260,DeVante Parker,NE,NO,WR,5100,2.3
94505-112745,Drake London,ATL,HOU,WR,6300,2.3
94505-12525,Atlanta Falcons,ATL,HOU,D,3900,2.3
94505-87770,Chris Olave,NO,NE,WR,7100,2.2
94505-12536,Kansas City Chiefs,KC,MIN,D,4500,2.2
94505-90584,Mac Jones,NE,NO,QB,6400,2.2
94505-12538,Los Angeles Rams,LAR,PHI,D,3300,2.1
94505-56809,Allen Lazard,NYJ,DEN,WR,5900,2.1
94505-12540,Minnesota Vikings,MIN,KC,D,3100,2.0
94505-119606,Bryce Young,CAR,DET,QB,6600,2.0
94505-55987,JuJu Smith-Schuster,NE,NO,WR,5300,2.0
94505-64389,Nick Westbrook-Ikhine,TEN,IND,WR,5500,2.0
94505-112062,Skyy Moore,KC,MIN,WR,5700,1.8
94505-40647,Marquez Valdes-Scantling,KC,MIN,WR,5400,1.8
94505-92020,Kenny Pickett,PIT,BAL,QB,6400,1.7
94505-64905,Trenton Irwin,CIN,ARI,WR,5000,1.6
94505-52495,Braxton Berrios,MIA,NYG,WR,5200,1.6
94505-111631,Jameson Williams,DET,CAR,WR,5300,1.6
94505-55042,Dalton Schultz,HOU,ATL,TE,4900,1.5
94505-40845,Hunter Henry,NE,NO,TE,5700,1.5
94505-90912,Kenneth Gainwell,PHI,LAR,RB,5200,1.5
94505-72725,Irv Smith Jr.,CIN,ARI,TE,4500,1.5
94505-45859,Derek Carr,NO,NE,QB,6500,1.4
94505-60451,Tyler Conklin,NYJ,DEN,TE,4800,1.4
94505-42046,Durham Smythe,MIA,NYG,TE,4800,1.4
94505-12546,Arizona Cardinals,ARI,CIN,D,3700,1.4
94505-107293,Tyjae Spears,TEN,IND,RB,4700,1.4
94505-48116,Jonnu Smith,ATL,HOU,TE,5000,1.4
94505-120093,Marvin Mims,DEN,NYJ,WR,5500,1.3
94505-86052,Kadarius Toney,KC,MIN,WR,5600,1.3
94505-64031,Hayden Hurst,CAR,DET,TE,5000,1.3
94505-21948,Ryan Tannehill,TEN,IND,QB,6300,1.3
94505-80289,Kendrick Bourne,NE,NO,WR,5600,1.3
94505-38791,Ezekiel Elliott,NE,NO,RB,5300,1.3
94505-93143,Noah Gray,KC,MIN,TE,4400,1.2
94505-90428,Tyler Allgeier,ATL,HOU,RB,5800,1.2
94505-112192,Jonathan Mingo,CAR,DET,WR,4600,1.1
94505-87467,Chuba Hubbard,CAR,DET,RB,5700,1.1
94505-89230,Cam Akers,MIN,KC,RB,5700,1.1
94505-60712,Foster Moreau,NO,NE,TE,4500,1.1
94505-63819,Darius Slayton,NYG,MIA,WR,5900,1.1
94505-52917,DJ Chark Jr.,CAR,DET,WR,5800,1.1
94505-54608,Jerick McKinnon,KC,MIN,RB,5600,1.0
94505-28643,Allen Robinson II,PIT,BAL,WR,5100,1.0
94505-45565,Taysom Hill,NO,NE,TE,5000,1.0
94505-93408,Rondale Moore,ARI,CIN,WR,4900,1.0
94505-130270,Adam Trautman,DEN,NYJ,TE,4300,1.0
94505-40167,Gus Edwards,BAL,PIT,RB,6000,0.9
94505-31360,Odell Beckham Jr.,BAL,PIT,WR,5200,0.9
94505-86278,Desmond Ridder,ATL,HOU,QB,6500,0.9
94505-56265,Mike Gesicki,NE,NO,TE,4600,0.9
94505-90406,Zach Wilson,NYJ,DEN,QB,6700,0.9
94505-70027,Zack Moss,IND,TEN,RB,6300,0.9
94505-104424,Craig Reynolds,DET,CAR,RB,4400,0.9
94505-12531,Denver Broncos,DEN,NYJ,D,4300,0.8
94505-133477,Darnell Washington,PIT,BAL,TE,4500,0.8
94505-92882,Connor Heyward,PIT,BAL,TE,4700,0.8
94505-85845,Rashod Bateman,BAL,PIT,WR,4900,0.8
94505-70603,Devin Singletary,HOU,ATL,RB,5100,0.7
94505-91750,Trey McBride,ARI,CIN,TE,4300,0.7
94505-63907,Josh Oliver,MIN,KC,TE,4400,0.7
94505-12545,Philadelphia Eagles,PHI,LAR,D,4700,0.7
94505-73687,Quez Watkins,PHI,LAR,WR,4800,0.7
94505-103252,Zonovan Knight,DET,CAR,RB,4200,0.7
94505-64581,Van Jefferson,LAR,PHI,WR,4800,0.6
94505-12543,New York Giants,NYG,MIA,D,3000,0.6
94505-147049,Drew Ogletree,IND,TEN,TE,4700,0.6
94505-83083,Justin Watson,KC,MIN,WR,5100,0.6
94505-85741,Clyde Edwards-Helaire,KC,MIN,RB,5500,0.6
94505-71521,Justice Hill,BAL,PIT,RB,5100,0.5
94505-54140,Dalvin Cook,NYJ,DEN,RB,5900,0.5
94505-25267,Mack Hollins,ATL,HOU,WR,5000,0.5
94505-91971,Ronnie Rivers,LAR,PHI,RB,4900,0.5
94505-33047,Chris Moore,TEN,IND,WR,4600,0.5
94505-111876,Demario Douglas,NE,NO,WR,4800,0.5
94505-69860,Trayveon Williams,CIN,ARI,RB,4800,0.5
94505-120657,Kendre Miller,NO,NE,RB,4400,0.5
94505-85672,Terrace Marshall Jr.,CAR,DET,WR,5300,0.4
94505-94579,Emari Demercado,ARI,CIN,RB,4400,0.4
94505-40758,Corey Clement,ARI,CIN,RB,4200,0.4
94505-88109,Gary Brightwell,NYG,MIA,RB,5300,0.4
94505-86312,Alec Pierce,IND,TEN,WR,5200,0.4
94505-22103,Marvin Jones Jr.,DET,CAR,WR,4500,0.4
94505-93055,Isaiah Hodgins,NYG,MIA,WR,6000,0.4
94505-56262,Parris Campbell,NYG,MIA,WR,5300,0.3
94505-71241,Brandon Johnson,DEN,NYJ,WR,4900,0.3
94505-30989,Kenyan Drake,BAL,PIT,RB,4400,0.3
94505-14257,Randall Cobb,NYJ,DEN,WR,4900,0.2
94505-71352,Mecole Hardman,NYJ,DEN,WR,5400,0.0
94505-29683,Nelson Agholor,BAL,PIT,WR,5000,0.0
94505-93539,Michael Carter,NYJ,DEN,RB,4900,0.0
94505-139094,Jalin Hyatt,NYG,MIA,WR,4800,0.0
94505-85306,KhaDarel Hodge,ATL,HOU,WR,4800,0.0
94505-64496,Olamide Zaccheaus,PHI,LAR,WR,4800,0.0
94505-102928,Eric Gray,NYG,MIA,RB,4800,0.0
94505-86646,Trey Sermon,IND,TEN,RB,4700,0.0
94505-112455,Xavier Gipson,NYJ,DEN,WR,4600,0.0
94505-71032,Devin Duvernay,BAL,PIT,WR,4600,0.0
94505-89493,Chase Brown,CIN,ARI,RB,4600,0.0
94505-43433,Boston Scott,PHI,LAR,RB,4600,0.0
94505-87859,Laviska Shenault Jr.,CAR,DET,WR,4500,0.0
94505-53390,Zach Pascal,ARI,CIN,WR,4500,0.0
94505-102696,John Metchie,HOU,ATL,WR,4500,0.0
94505-71105,Ben Skowronek,LAR,PHI,WR,4500,0.0
94505-24533,Mo Alie-Cox,IND,TEN,TE,4500,0.0
94505-30733,Cordarrelle Patterson,ATL,HOU,RB,4500,0.0
94505-86255,Josh Whyle,TEN,IND,TE,4500,0.0
94505-29411,Pharaoh Brown,NE,NO,TE,4500,0.0
94505-27477,Sterling Shepard,NYG,MIA,WR,4500,0.0
94505-53639,Isaiah McKenzie,IND,TEN,WR,4400,0.0
94505-31207,C.J. Uzomah,NYJ,DEN,TE,4400,0.0
94505-94094,Brevin Jordan,HOU,ATL,TE,4400,0.0
94505-29734,Ty Montgomery,NE,NO,RB,4400,0.0
94505-90307,Daniel Bellinger,NYG,MIA,TE,4400,0.0
94505-87371,Ty Chandler,MIN,KC,RB,4400,0.0
94505-26251,Robbie Chosen,MIA,NYG,WR,4400,0.0
94505-55970,Royce Freeman,LAR,PHI,RB,4400,0.0
94505-71031,Lil'Jordan Humphrey,DEN,NYJ,WR,4300,0.0
94505-87260,Isaiah Likely,BAL,PIT,TE,4300,0.0
94505-93531,Antoine Green,DET,CAR,WR,4300,0.0
94505-89964,Justyn Ross,KC,MIN,WR,4300,0.0
94505-91046,Brock Wright,DET,CAR,TE,4300,0.0
94505-45997,Keith Kirkwood,NO,NE,WR,4300,0.0
94505-69581,Cedrick Wilson,MIA,NYG,WR,4300,0.0
94505-63697,Brycen Hopkins,LAR,PHI,TE,4300,0.0
94505-58041,Mike Boone,HOU,ATL,RB,4300,0.0
94505-91101,Tommy Tremble,CAR,DET,TE,4300,0.0
94505-185593,Andrei Iosivas,CIN,ARI,WR,4200,0.0
94505-52345,Brandon Powell,MIN,KC,WR,4200,0.0
94505-62505,MyCole Pruitt,ATL,HOU,TE,4200,0.0
94505-104577,Gunner Olszewski,PIT,BAL,WR,4200,0.0
94505-63646,Lawrence Cager,NYG,MIA,TE,4200,0.0
94505-11512,Jimmy Graham,NO,NE,TE,4200,0.0
94505-56711,Drew Sample,CIN,ARI,TE,4200,0.0
94505-173626,Nate Adkins,DEN,NYJ,TE,4200,0.0
94505-18009,Chris Manhertz,DEN,NYJ,TE,4200,0.0
94505-38523,Geoff Swaim,ARI,CIN,TE,4200,0.0
94505-64147,Britain Covey,PHI,LAR,WR,4200,0.0
94505-65182,Mitchell Wilcox,CIN,ARI,TE,4200,0.0
94505-65231,Adam Prentice,NO,NE,RB,4200,0.0
94505-87815,Jeremy Ruckert,NYJ,DEN,TE,4200,0.0
94505-27403,Blake Bell,KC,MIN,TE,4200,0.0
94505-72515,Ian Thomas,CAR,DET,TE,4200,0.0
94505-69451,Jack Stoll,PHI,LAR,TE,4200,0.0
94505-93026,Teagan Quitoriano,HOU,ATL,TE,4200,0.0
94505-69558,Greg Dortch,ARI,CIN,WR,4200,0.0
94505-91902,Kyle Philips,TEN,IND,WR,4100,0.0
94505-64827,Miles Boykin,PIT,BAL,WR,4100,0.0
94505-61273,Scotty Miller,ATL,HOU,WR,4100,0.0
94505-89970,Amari Rodgers,IND,TEN,WR,4100,0.0
94505-70705,Trevon Wesco,TEN,IND,TE,4100,0.0
94505-86113,Ihmir Smith-Marsette,CAR,DET,WR,4100,0.0
94505-40371,Johnny Mundt,MIN,KC,TE,4100,0.0
94505-185850,Julian Hill,MIA,NYG,TE,4100,0.0
94505-119788,Xavier Hutchinson,HOU,ATL,WR,4100,0.0
94505-72427,Kwamie Lassiter II,CIN,ARI,WR,4000,0.0
94505-185599,Colton Dowell,TEN,IND,WR,4000,0.0
94505-69168,N'Keal Harry,MIN,KC,WR,4000,0.0
94505-170206,Rodney Williams II,PIT,BAL,TE,4000,0.0
94505-86682,Grant Calcaterra,PHI,LAR,TE,4000,0.0
94505-43973,Keith Smith,ATL,HOU,RB,4000,0.0
