"player","team","games","position","recTarg","recRec","recRec40s","recYds","recYds100Games","recTds","recTd40s","recDrops","catch","depth","ypt","ypr","rac","rzRecTarg","rzRecRec","rzRecTds","rzRecTargPct","rzRecRecPct","rzRecTdPct","ezRecTarg","ezRecTds","ezRecTargPct","ezRecRecPct","ezRecTdPct","rushCarries","rush40s","rushYds","rushYds100Games","rushTds","rushTd40s","ypc","yac","rushTa","tat","fumbles","rzRushCarries","rzRushTds","rzRushPct","rzRushTdPct","i5RushCarries","i5RushTds","i5RushPct","i5RushTdPct","patConversions","patAttempts","fantasyPts","ptsPerSnap","ptsPerTouch"
"Mike Strachan","IND","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Dareke Young","SEA","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Garrett Wilson","NYJ","1","WR","9","8","0","92","0","0","0","0","88.9","8.22","10.22","11.5","4.13","1","0","0","11.1","0","0","1","0","11.1","0","0","1","0","7","0","0","0","7","0","0","0","1","1","0","100","0","0","0","0","0","0","0","13.9","0.25","1.54"
"Tom Kennedy","DET","1","WR","2","1","0","16","0","0","0","0","50","3.5","8","16","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.1","0.05","2.1"
"Jason Moore","LAC","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Drake London","ATL","1","WR","7","3","0","23","0","0","0","0","42.9","9.86","3.29","7.67","0.67","5","2","0","71.4","66.7","0","3","0","42.9","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","3.8","0.08","1.27"
"Amon-Ra St. Brown","DET","1","WR","9","4","0","55","0","0","0","0","44.4","9.33","6.11","13.75","4.25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.5","0.13","1.88"
"Khalil Shakir","BUF","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Jaylen Waddle","MIA","1","WR","7","5","0","85","0","1","0","0","71.4","16.43","12.14","17","3.6","2","2","1","28.6","40","100","1","1","14.3","20","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","0.42","3.4"
"Tyquan Thornton","NE","1","WR","3","1","0","5","0","0","0","0","33.3","13.67","1.67","5","0","1","0","0","33.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.02","1"
"Joshua Palmer","LAC","1","WR","9","8","0","106","1","0","0","1","88.9","9.22","11.78","13.25","3.5","1","1","0","11.1","12.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14.6","0.23","1.82"
"Justin Jefferson","MIN","1","WR","10","7","1","115","1","1","0","1","70","17.3","11.5","16.43","4.57","4","2","1","40","28.6","100","3","1","30","14.3","100","1","0","10","0","0","0","10","4","1","1","0","0","0","0","0","0","0","0","0","0","0","22","0.33","2.75"
"Laviska Shenault Jr.","CAR","1","WR","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","6","0","0","0","3","2.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6","0.2","0.3"
