"Player","Team","Pos","Fantasy Points Pts","Fantasy Points x-Pts","Fantasy Points +/-","Points Per Game PPG","Points Per Game x-PPG","Points Per Game +/-","#G","Receiving Rec","Receiving X-Rec","Receiving Yds","Receiving X-Yds","Receiving TD","Receiving X-TD","Rushing Yds","Rushing X-Yds","Rushing TD","Rushing X-TD"
"Austin Hooper","LV","TE","2.9","2.8","0.10000000000000009","2.9","2.8","0.1","1","2","1.64","19","12.74","0","0.1248","0","0","0","0"
"Antonio Gibson","WAS","RB","8.1","5.7","2.3999999999999995","8.1","5.7","2.4","1","1","0.79","1","0.79","1","0.6144","15","14.9842","0","0.01"
"Randall Cobb","NYJ","WR","0","3.9","-3.9","0","3.9","-3.9","1","0","1.8","0","16.19","0","0.2304","0","0","0","0"
"David Montgomery","DET","RB","3.8","4.7","-0.9000000000000004","3.8","4.7","-0.9","1","1","0.95","19","2.39","0","0","14","23.7454","0","0.27"
"MyCole Pruitt","ATL","TE","1.4","5.3","-3.9","1.4","5.3","-3.9","1","1","1.45","9","9.58","0","0.5952","0","0","0","0"
"Zach Charbonnet","SEA","RB","2.9","3","-0.10000000000000009","2.9","3","-0.1","1","2","1.78","14","12.65","0","0","5","8.6338","0","0"
"Gabe Davis","BUF","WR","3.6","5.1","-1.4999999999999996","3.6","5.1","-1.5","1","3","2.87","21","36.18","0","0","0","0","0","0"
"Devine Ozigbo","DET","RB","1.8","2.7","-0.9000000000000001","1.8","2.7","-0.9","1","1","0.87","8","9.16","0","0","5","12.5832","0","0.02"
"Tre Tucker","LV","WR","7.1","3.7","3.3999999999999995","7.1","3.7","3.4","1","2","0.98","57","22.03","0","0.096","4","3.2046","0","0.02"
"Jordan Mason","SF","RB","8.7","3.6","5.1","8.7","3.6","5.1","1","0","0","0","0","0","0","27","21.2562","1","0.24"
"Salvon Ahmed","MIA","RB","10.9","11.8","-0.9000000000000004","10.9","11.8","-0.9","1","3","3.97","11","30.8","0","0.1632","23","23.4514","1","0.57"
"Deebo Samuel","SF","WR","1.1","1.5","-0.3999999999999999","1.1","1.5","-0.4","1","0","0.5","0","2.95","0","0","11","10.0254","0","0"
"Clyde Edwards-Helaire","KC","RB","2.1","2.8","-0.6999999999999997","2.1","2.8","-0.7","1","1","1","9","4.17","0","0","7","8.2614","0","0.18"
"Brevin Jordan","HST","TE","1.6","1","0.6000000000000001","1.6","1","0.6","1","1","0.95","11","5.11","0","0","0","0","0","0"
"Adam Trautman","DEN","TE","0.9","2.4","-1.5","0.9","2.4","-1.5","1","1","1.38","4","17.22","0","0","0","0","0","0"
"Joshua Palmer","LAC","WR","8","14.7","-6.699999999999999","8","14.7","-6.7","1","4","4.61","60","64.39","0","0.9888","0","0","0","0"
"Tyler Scott","CHI","WR","2.2","4.5","-2.3","2.2","4.5","-2.3","1","2","2.78","12","31.11","0","0","0","0","0","0"
"Logan Thomas","WAS","TE","0.7","1.2","-0.5","0.7","1.2","-0.5","1","1","0.87","2","7.98","0","0","0","0","0","0"
"Chris Olave","NO","WR","13.1","16.9","-3.799999999999999","13.1","16.9","-3.8","1","7","6.24","96","98.53","0","0.6624","0","0","0","0"
"Noah Gray","KC","TE","2.5","4","-1.5","2.5","4","-1.5","1","2","1.75","14","13.91","0","0","1","1.96","0","0.25"
"Scott Miller","ATL","WR","0.9","1.2","-0.29999999999999993","0.9","1.2","-0.3","1","1","1","4","7.08","0","0","0","0","0","0"
"Puka Nacua","LA","WR","4.6","8.5","-3.9000000000000004","4.6","8.5","-3.9","1","4","3.77","26","36.33","0","0.4896","0","0","0","0"
"Kenneth Gainwell","PHI","RB","2.2","3.2","-1","2.2","3.2","-1","1","1","1.49","4","14.72","0","0","13","9.3394","0","0.01"
"Rico Dowdle","DAL","RB","1.2","1.6","-0.40000000000000013","1.2","1.6","-0.4","1","0","0","0","0","0","0","12","14.0042","0","0.03"
"Isaiah Spiller","LAC","RB","0.2","0.5","-0.3","0.2","0.5","-0.3","1","0","0","0","0","0","0","2","4.7824","0","0.01"
"Rashid Shaheed","NO","WR","17.3","10.2","7.100000000000001","17.3","10.2","7.1","1","2","2.15","85","58.37","1","0.3648","18","9.0062","0","0.03"
"Marquise Goodwin","CLV","WR","2.9","3.2","-0.30000000000000027","2.9","3.2","-0.3","1","1","1.25","4","18.13","0","0.0576","20","4.5472","0","0"
"DeVante Parker","NE","WR","1.2","4","-2.8","1.2","4","-2.8","1","1","1.58","7","28.95","0","0.048","0","0","0","0"
"Jerome Ford","CLV","RB","10.1","10.9","-0.8000000000000007","10.1","10.9","-0.8","1","2","1.66","7","12.22","0","0.0672","84","80.6246","0","0.06"
"Amon-Ra St. Brown","DET","WR","24.4","16.3","8.099999999999998","24.4","16.3","8.1","1","12","10.21","124","92.65","1","0.3168","0","0","0","0"
"Rachaad White","TB","RB","5.3","7.3","-2","5.3","7.3","-2","1","3","3.18","12","23.46","0","0.0096","26","31.752","0","0.03"
"Jaxon Smith-Njigba","SEA","WR","6.8","7.1","-0.2999999999999998","6.8","7.1","-0.3","1","4","3.54","48","35.71","0","0.288","0","0","0","0"
"Isaiah McKenzie","IND","WR","3.3","2","1.2999999999999998","3.3","2","1.3","1","2","1.81","23","8.68","0","0.0384","0","0","0","0"
"Jalin Hyatt","NYG","WR","3.6","5.9","-2.3000000000000003","3.6","5.9","-2.3","1","3","2.49","21","36.26","0","0.1632","0","0","0","0"
"Skyy Moore","KC","WR","3.2","9.6","-6.3999999999999995","3.2","9.6","-6.4","1","2","2.36","22","23.89","0","1.008","0","0","0","0"
"Cade Otton","TB","TE","2","4.5","-2.5","2","4.5","-2.5","1","1","1.14","15","20.08","0","0.3168","0","0","0","0"
"Chase Brown","CIN","RB","1.7","2.1","-0.40000000000000013","1.7","2.1","-0.4","1","1","0.71","8","4.51","0","0.144","4","4.6256","0","0"
"Jakobi Meyers","LV","WR","14.6","11.9","2.6999999999999993","14.6","11.9","2.7","1","5","4.09","61","51.16","1","0.7872","0","0","0","0"
"Kyle Juszczyk","SF","RB","1.4","1.4","0","1.4","1.4","0","1","1","0.78","9","10.07","0","0","0","0","0","0"
"Tyler Conklin","NYJ","TE","3.9","4.4","-0.5000000000000004","3.9","4.4","-0.5","1","3","2.2","24","26.94","0","0.1056","0","0","0","0"
"Michael Carter","NYJ","RB","0.5","1.8","-1.3","0.5","1.8","-1.3","1","0","0.86","0","7.8","0","0","5","4.8804","0","0.02"
"Xavier Hutchinson","HST","WR","1.5","2.7","-1.2000000000000002","1.5","2.7","-1.2","1","0","0","0","0","0","0","15","6.8796","0","0.33"
"Calvin Ridley","JAX","WR","4.6","10.1","-5.5","4.6","10.1","-5.5","1","4","4.88","30","71.27","0","0.0096","-4","4.7824","0","0"
"Tyjae Spears","TEN","RB","6.8","3.7","3.0999999999999996","6.8","3.7","3.1","1","1","0.96","48","5.42","0","0.0096","15","17.0226","0","0.15"
"Tyreek Hill","MIA","WR","25.3","14.2","11.100000000000001","25.3","14.2","11.1","1","6","4.95","163","95.71","1","0.3552","0","0","0","0"
"Dameon Pierce","HST","RB","3.4","13","-9.6","3.4","13","-9.6","1","0","0","0","0","0","0","34","48.5594","0","1.35"
"Michael Mayer","LV","TE","10","9.2","0.8000000000000007","10","9.2","0.8","1","5","4.19","75","47.24","0","0.3936","0","0","0","0"
"Brock Wright","DET","TE","1.2","1.1","0.09999999999999987","1.2","1.1","0.1","1","1","0.83","7","6.38","0","0","0","0","0","0"
"Garrett Wilson","NYJ","WR","13","19.1","-6.100000000000001","13","19.1","-6.1","1","8","7.62","90","100.88","0","0.864","0","0","0","0"
"Alvin Kamara","NO","RB","13.9","17.8","-3.9000000000000004","13.9","17.8","-3.9","1","7","7.04","36","46.04","0","0.1536","68","79.576","0","0.14"
"Tommy Tremble","CAR","TE","3.5","1.6","1.9","3.5","1.6","1.9","1","2","1.37","25","9.59","0","0","0","0","0","0"
"Quintin Morris","BUF","TE","8","3.2","4.8","8","3.2","4.8","1","1","0.43","15","5.37","1","0.4128","0","0","0","0"
"Tutu Atwell","LA","WR","3.5","1.8","1.7","3.5","1.8","1.7","1","1","0.61","30","15.24","0","0","0","0","0","0"
"Ty Montgomery","NE","WR","1.4","0.7","0.7","1.4","0.7","0.7","1","1","0.48","9","1.73","0","0.048","0","0","0","0"
"Rashee Rice","KC","WR","9.2","5.2","3.999999999999999","9.2","5.2","4","1","4","3.23","72","30.76","0","0.0768","0","0","0","0"
"Deonte Harty","BUF","WR","6.8","2.5","4.3","6.8","2.5","4.3","1","1","0.93","3","0.8","1","0.3264","0","0","0","0"
"Tyler Higbee","LA","TE","2.8","5.5","-2.7","2.8","5.5","-2.7","1","2","2.16","18","20.86","0","0.3936","0","0","0","0"
"Brenton Strange","JAX","TE","9.7","6.7","2.999999999999999","9.7","6.7","3","1","2","1.93","27","25.37","1","0.528","0","0","0","0"
"Amari Cooper","CLV","WR","12.8","13.2","-0.3999999999999986","12.8","13.2","-0.4","1","4","4.61","108","75.16","0","0.5568","0","0","0","0"
"Jameson Williams","DET","WR","12.3","5.5","6.800000000000001","12.3","5.5","6.8","1","2","1.65","53","35.98","1","0.1728","0","0","0","0"
"Kadarius Toney","KC","WR","7.9","8.5","-0.5999999999999996","7.9","8.5","-0.6","1","3","3.94","9","28.64","1","0.4704","-5","7.546","0","0.02"
"DeVonta Smith","PHI","WR","6.9","14.8","-7.9","6.9","14.8","-7.9","1","5","6.25","44","110.09","0","0.1056","0","0","0","0"
"DJ Moore","CHI","WR","7.6","9.3","-1.700000000000001","7.6","9.3","-1.7","1","5","4.58","51","61.42","0","0.144","0","0","0","0"
"Greg Dortch","ARZ","WR","0","1.6","-1.6","0","1.6","-1.6","1","0","0.16","0","5.92","0","0.1536","0","0","0","0"
"C.J. Uzomah","NYJ","TE","0","2.4","-2.4","0","2.4","-2.4","1","0","0.61","0","7.62","0","0.2208","0","0","0","0"
"Sam LaPorta","DET","TE","5.6","13.9","-8.3","5.6","13.9","-8.3","1","4","7.57","36","89.93","0","0.192","0","0","0","0"
"Mike Boone","HST","RB","1.1","0.5","0.6000000000000001","1.1","0.5","0.6","1","0","0","0","0","0","0","11","4.8804","0","0"
"Tee Higgins","CIN","WR","3","4.7","-1.7000000000000002","3","4.7","-1.7","1","2","2.42","20","28.44","0","0.1152","0","0","0","0"
"Zay Flowers","BLT","WR","14.1","11.7","2.4000000000000004","14.1","11.7","2.4","1","6","5.82","50","57.21","1","0.4224","1","4.753","0","0.01"
"Khari Blasingame","CHI","RB","0.6","1.2","-0.6","0.6","1.2","-0.6","1","1","0.89","1","7.08","0","0","0","0","0","0"
"Kendre Miller","NO","RB","1.7","3","-1.3","1.7","3","-1.3","1","1","1.71","13","12.23","0","0","-1","8.9376","0","0"
"Colby Parkinson","SEA","TE","3.4","7.2","-3.8000000000000003","3.4","7.2","-3.8","1","3","2.99","19","30.85","0","0.432","0","0","0","0"
"Foster Moreau","NO","TE","5.3","5.4","-0.10000000000000053","5.3","5.4","-0.1","1","4","3.12","33","37.68","0","0.0096","0","0","0","0"
"Zach Pascal","ARZ","WR","0","1.6","-1.6","0","1.6","-1.6","1","0","0.61","0","13.39","0","0","0","0","0","0"
"Deven Thompkins","TB","WR","1.3","6.1","-4.8","1.3","6.1","-4.8","1","2","2.64","-2","22.6","0","0.4224","5","0","0","0"
"James Cook","BUF","RB","7.1","6.7","0.39999999999999947","7.1","6.7","0.4","1","0","0","0","0","0","0","71","63.0728","0","0.06"
"Trey Palmer","TB","WR","5.7","11.1","-5.3999999999999995","5.7","11.1","-5.4","1","2","2.72","47","74.6","0","0.3744","0","0","0","0"
"Michael Wilson","ARZ","WR","7.7","5.5","2.2","7.7","5.5","2.2","1","3","2.39","62","43.11","0","0","0","0","0","0"
"Odell Beckham Jr.","BLT","WR","4.4","6.1","-1.6999999999999993","4.4","6.1","-1.7","1","2","2.72","34","29.54","0","0.2976","0","0","0","0"
"Marquez Valdes-Scantling","KC","WR","0","2.4","-2.4","0","2.4","-2.4","1","0","0.34","0","2.38","0","0.3264","0","0","0","0"
"Dawson Knox","BUF","TE","3.2","9.7","-6.499999999999999","3.2","9.7","-6.5","1","3","4.55","17","50.17","0","0.3936","0","0","0","0"
"David Njoku","CLV","TE","3.9","4.8","-0.8999999999999999","3.9","4.8","-0.9","1","3","3.18","24","32.5","0","0","0","0","0","0"
"Travis Etienne Jr.","JAX","RB","21.8","14.6","7.200000000000001","21.8","14.6","7.2","1","3","2.71","28","16.49","0","0.0096","55","73.353","2","0.7"
"Jerick McKinnon","KC","RB","3.5","6.1","-2.5999999999999996","3.5","6.1","-2.6","1","3","4.2","20","33.59","0","0.1056","0","0","0","0"
"Kyren Williams","LA","RB","21.8","14.1","7.700000000000001","21.8","14.1","7.7","1","0","0","0","0","0","0","158","80.4776","1","1.01"
"Derrick Henry","TEN","RB","18.3","7.6","10.700000000000001","18.3","7.6","10.7","1","2","1.88","16","10.21","0","0","97","52.2732","1","0.07"
"Darnell Mooney","CHI","WR","5.8","2.7","3.0999999999999996","5.8","2.7","3.1","1","2","1.59","48","18.7","0","0","0","0","0","0"
"Kylen Granson","IND","TE","8.2","6.4","1.799999999999999","8.2","6.4","1.8","1","3","1.7","67","25.93","0","0.4992","0","0","0","0"
"Bijan Robinson","ATL","RB","10.5","15.1","-4.6","10.5","15.1","-4.6","1","5","5.69","43","47.28","0","0.0288","37","56.2618","0","0.29"
"Nick Westbrook-Ikhine","TEN","WR","4","6.7","-2.7","4","6.7","-2.7","1","3","2.51","25","31.39","0","0.384","0","0","0","0"
"Jake Ferguson","DAL","TE","2","1.1","0.8999999999999999","2","1.1","0.9","1","1","0.68","15","8.06","0","0","0","0","0","0"
"Dallas Goedert","PHI","TE","6.7","8.4","-1.7000000000000002","6.7","8.4","-1.7","1","5","5.87","42","45.97","0","0.144","0","0","0","0"
"Chris Godwin","TB","WR","10.7","9.5","1.1999999999999993","10.7","9.5","1.2","1","6","4.12","77","62.41","0","0.2016","0","0","0","0"
"Damien Williams","ARZ","RB","4.9","4.8","0.10000000000000053","4.9","4.8","0.1","1","1","0.86","8","7.27","0","0","36","36.1522","0","0.01"
"Curtis Samuel","WAS","WR","12.2","6.4","5.799999999999999","12.2","6.4","5.8","1","4","2.41","42","20.96","1","0.432","0","4.5668","0","0.01"
"Jaylen Waddle","MIA","WR","14.6","17.2","-2.5999999999999996","14.6","17.2","-2.6","1","7","6.44","51","78.41","1","1.0176","0","0","0","0"
"Stefon Diggs","BUF","WR","15","20.7","-5.699999999999999","15","20.7","-5.7","1","10","10.57","100","142.07","0","0.2016","0","0","0","0"
"Josh Reynolds","DET","WR","6.5","4.3","2.2","6.5","4.3","2.2","1","3","2.21","50","31.37","0","0.0096","0","0","0","0"
"Brandon Johnson","DEN","WR","0","1.6","-1.6","0","1.6","-1.6","1","0","0.46","0","14.04","0","0","0","0","0","0"
"D'Andre Swift","PHI","RB","15.8","17.5","-1.6999999999999993","15.8","17.5","-1.7","1","8","7.31","40","49.61","1","0.3648","18","42.7574","0","0.4"
"Chris Brooks","MIA","RB","2.8","4.5","-1.7000000000000002","2.8","4.5","-1.7","1","0","0","0","0","0","0","28","24.3922","0","0.34"
"Sean McKeon","DAL","TE","0","1.2","-1.2","0","1.2","-1.2","1","0","0.82","0","7.61","0","0","0","0","0","0"
"Zach Ertz","ARZ","TE","3.2","5.6","-2.3999999999999995","3.2","5.6","-2.4","1","2","2.93","22","28.54","0","0.2112","0","0","0","0"
"Josh Whyle","TEN","TE","1.6","1.4","0.20000000000000018","1.6","1.4","0.2","1","1","0.79","11","9.51","0","0.0096","0","0","0","0"
"Drew Sample","CIN","TE","0.9","0.5","0.4","0.9","0.5","0.4","1","1","0.5","4","2.53","0","0","0","0","0","0"
"Jonathan Mingo","CAR","WR","3.1","3.8","-0.6999999999999997","3.1","3.8","-0.7","1","2","1.91","21","27.47","0","0.0096","0","0","0","0"
"Raheem Mostert","MIA","RB","32.7","20.8","11.900000000000002","32.7","20.8","11.9","1","3","2.84","17","10.89","1","0.2976","115","62.858","2","1.71"
"DeAndre Hopkins","TEN","WR","2.5","11.2","-8.7","2.5","11.2","-8.7","1","1","1.98","20","28.06","0","1.2384","0","0","0","0"
"Ezekiel Elliott","NE","RB","11.4","7.8","3.6000000000000005","11.4","7.8","3.6","1","1","0.9","15","5.79","0","0","34","24.8038","1","0.72"
"D.K. Metcalf","SEA","WR","8.9","13.6","-4.699999999999999","8.9","13.6","-4.7","1","4","4.51","69","74.95","0","0.6432","0","0","0","0"
"Darius Slayton","NYG","WR","8.9","7","1.9000000000000004","8.9","7","1.9","1","4","2.7","69","53.25","0","0.048","0","0","0","0"
"Kalif Raymond","DET","WR","4.1","4.4","-0.3000000000000007","4.1","4.4","-0.3","1","3","2.36","23","26.55","0","0.0096","3","4.8804","0","0"
"Noah Fant","SEA","TE","1.4","1.1","0.2999999999999998","1.4","1.1","0.3","1","1","0.74","9","7.15","0","0","0","0","0","0"
"Dyami Brown","WAS","WR","0","1.7","-1.7","0","1.7","-1.7","1","0","0.4","0","12.49","0","0.0384","0","0","0","0"
"Dalton Schultz","HST","TE","14.1","12.9","1.1999999999999993","14.1","12.9","1.2","1","4","4.61","61","52.46","1","0.8928","0","0","0","0"
"Christian Kirk","JAX","WR","12.4","10.9","1.5","12.4","10.9","1.5","1","3","3.52","49","49.84","1","0.7008","0","0","0","0"
"Cole Kmet","CHI","TE","1.9","5.2","-3.3000000000000003","1.9","5.2","-3.3","1","2","2.51","9","15.27","0","0.4032","0","0","0","0"
"Jordan Akins","CLV","TE","0","1.9","-1.9","0","1.9","-1.9","1","0","0.58","0","15.87","0","0","0","0","0","0"
"Michael Pittman Jr.","IND","WR","15.4","22.2","-6.799999999999999","15.4","22.2","-6.8","1","9","9.65","109","136.1","0","0.6336","0","0","0","0"
"Amari Rodgers","IND","WR","0","3.2","-3.2","0","3.2","-3.2","1","0","1.18","0","25.96","0","0","0","0","0","0"
"Mack Hollins","ATL","WR","5.6","5.9","-0.3000000000000007","5.6","5.9","-0.3","1","3","2.89","41","32.58","0","0.2016","0","0","0","0"
"Hayden Hurst","CAR","TE","2.1","7.5","-5.4","2.1","7.5","-5.4","1","1","1.41","16","15.36","0","0.8736","0","0","0","0"
"Ronnie Rivers","LA","RB","1.8","2.3","-0.4999999999999998","1.8","2.3","-0.5","1","1","0.91","4","4.49","0","0","9","12.1716","0","0.03"
"Keaontay Ingram","ARZ","RB","6.1","7.8","-1.7000000000000002","6.1","7.8","-1.7","1","2","1.84","11","11.27","0","0.0096","40","42.9534","0","0.24"
"Javonte Williams","DEN","RB","5.2","4.5","0.7000000000000002","5.2","4.5","0.7","1","0","0","0","0","0","0","52","43.0514","0","0.03"
"Keenan Allen","LAC","WR","18","19.7","-1.6999999999999993","18","19.7","-1.7","1","7","7.18","85","93.52","1","1.1344","0","0","0","0"
"Saquon Barkley","NYG","RB","11.8","21.4","-9.599999999999998","11.8","21.4","-9.6","1","4","4.39","5","21.84","0","0.3936","93","96.6088","0","0.84"
"Brian Robinson","WAS","RB","12.6","9.3","3.299999999999999","12.6","9.3","3.3","1","2","1.83","25","11.7","1","0.0288","31","42.581","0","0.46"
"Matt Breida","NYG","RB","1.3","3","-1.7","1.3","3","-1.7","1","0","0.82","0","5.18","0","0","13","15.8956","0","0.08"
"Cam Akers","MIN","RB","2","1.6","0.3999999999999999","2","1.6","0.4","1","1","0.93","7","6.61","0","0","8","4.1552","0","0.01"
"Elijah Moore","CLV","WR","4.7","10","-5.3","4.7","10","-5.3","1","4","5.42","19","62.36","0","0.1056","8","3.969","0","0"
"Ja'Marr Chase","CIN","WR","11","15.5","-4.5","11","15.5","-4.5","1","6","7.7","80","95.66","0","0.3456","0","0","0","0"
"Tyler Allgeier","ATL","RB","5.1","7.8","-2.7","5.1","7.8","-2.7","1","0","0","0","0","0","0","51","54.4586","0","0.4"
"Justice Hill","BLT","RB","5","7","-2","5","7","-2","1","3","2.82","0","14.61","0","0","35","34.2118","0","0.12"
"Donovan Peoples-Jones","CLV","WR","0","1.9","-1.9","0","1.9","-1.9","1","0","0.52","0","16.26","0","0","0","0","0","0"
"Kenneth Walker III","SEA","RB","16.4","21.1","-4.700000000000003","16.4","21.1","-4.7","1","3","2.6","27","20.16","0","0","62","71.1582","1","1.77"
"Olamide Zaccheaus","PHI","WR","1","4.1","-3.0999999999999996","1","4.1","-3.1","1","1","1.19","5","11.55","0","0.3936","0","0","0","0"
"Justin Watson","KC","WR","0","1.5","-1.5","0","1.5","-1.5","1","0","0.37","0","13.44","0","0","0","0","0","0"
"Kyle Philips","TEN","WR","1.1","2.6","-1.5","1.1","2.6","-1.5","1","1","1.52","6","18.16","0","0","0","0","0","0"
"Michael Thomas","NO","WR","7","13","-6","7","13","-6","1","5","4.74","45","58.86","0","0.7968","0","0","0","0"
"Michael Gallup","DAL","WR","3.9","14.6","-10.7","3.9","14.6","-10.7","1","3","6.05","24","78.78","0","0.6144","0","0","0","0"
"CeeDee Lamb","DAL","WR","15.2","10.3","4.899999999999999","15.2","10.3","4.9","1","7","4.61","117","69.36","0","0.1728","0","0","0","0"
"Tony Pollard","DAL","RB","14","19.4","-5.399999999999999","14","19.4","-5.4","1","6","5.35","80","40.37","0","0.5856","30","62.1222","0","0.49"
"Gus Edwards","BLT","RB","5.8","13.6","-7.8","5.8","13.6","-7.8","1","1","0.87","12","6.81","0","0.0096","41","58.0258","0","1.11"
"Quentin Johnston","LAC","WR","0","0.8","-0.8","0","0.8","-0.8","1","0","0.5","0","5.39","0","0","0","0","0","0"
"Marquise Brown","ARZ","WR","5.4","20.2","-14.799999999999999","5.4","20.2","-14.8","1","4","6.05","34","98.17","0","1.2288","0","0","0","0"
"Mecole Hardman Jr.","NYJ","WR","0","1.3","-1.3","0","1.3","-1.3","1","0","0.66","0","5.66","0","0.0672","0","0","0","0"
"Ray-Ray McCloud III","SF","WR","3.2","3","0.20000000000000018","3.2","3","0.2","1","1","1.75","4","10.84","0","0.0384","23","8.477","0","0"
"Craig Reynolds","DET","RB","5.3","6.9","-1.6000000000000005","5.3","6.9","-1.6","1","2","1.83","28","10.15","0","0","15","45.0212","0","0.07"
"Rondale Moore","ARZ","WR","4.6","7.4","-2.8000000000000007","4.6","7.4","-2.8","1","4","4.87","30","35.09","0","0","-4","13.0732","0","0.03"
"Kendrick Bourne","NE","WR","14.3","15.2","-0.8999999999999986","14.3","15.2","-0.9","1","10","8.23","89","62.26","0","0.7488","4","4.067","0","0"
"Terry McLaurin","WAS","WR","11.1","15.3","-4.200000000000001","11.1","15.3","-4.2","1","6","7.61","81","106.62","0","0.144","0","0","0","0"
"Brandin Cooks","DAL","WR","13","6.9","6.1","13","6.9","6.1","1","4","2.4","36","25.61","1","0.4416","14","4.7824","0","0"
"Marvin Jones Jr.","DET","WR","1","1.1","-0.10000000000000009","1","1.1","-0.1","1","1","0.72","5","5.74","0","0.0288","0","0","0","0"
"Van Jefferson","ATL","WR","0","3.9","-3.9","0","3.9","-3.9","1","0","1","0","22.76","0","0.192","0","0","0","0"
"D'Onta Foreman","CHI","RB","7.2","10","-2.8","7.2","10","-2.8","1","1","0.86","2","6.19","0","0.0384","65","64.239","0","0.38"
"Pharaoh Brown","NE","TE","2","1.3","0.7","2","1.3","0.7","1","1","0.84","15","8.64","0","0","0","0","0","0"
"Brandon Powell","MIN","WR","3.4","5.3","-1.9","3.4","5.3","-1.9","1","3","2.77","20","25.43","0","0.1536","-1","4.2336","0","0.01"
"Jeremy Ruckert","NYJ","TE","1.3","1.2","0.10000000000000009","1.3","1.2","0.1","1","1","0.88","8","7.98","0","0","0","0","0","0"
"Tyquan Thornton","NE","WR","1.1","3.6","-2.5","1.1","3.6","-2.5","1","1","0.77","6","16.55","0","0.2592","0","0","0","0"
"Tyler Boyd","CIN","WR","13.3","9.9","3.4000000000000004","13.3","9.9","3.4","1","7","5.77","38","48.5","1","0.3648","0","0","0","0"
"Cooper Kupp","LA","WR","24.3","16","8.3","24.3","16","8.3","1","7","5.69","148","80.99","1","0.8448","0","0","0","0"
"Trey Sermon","IND","RB","0","1.2","-1.2","0","1.2","-1.2","1","0","0.88","0","7.63","0","0","0","0","0","0"
"Jonnu Smith","ATL","TE","11.6","9.3","2.299999999999999","11.6","9.3","2.3","1","4","3.82","36","43.8","1","0.5088","0","0","0","0"
"Greg Dulcich","DEN","TE","0.8","2.3","-1.4999999999999998","0.8","2.3","-1.5","1","1","1.66","3","13.58","0","0.0192","0","0","0","0"
"Joshua Kelley","LAC","RB","0.9","1.6","-0.7000000000000001","0.9","1.6","-0.7","1","1","0.84","2","6.54","0","0","2","4.851","0","0.01"
"Donald Parham Jr.","LAC","TE","2.9","6.2","-3.3000000000000003","2.9","6.2","-3.3","1","2","2.21","19","19.69","0","0.5184","0","0","0","0"
"Hunter Henry","NE","TE","1.2","3.5","-2.3","1.2","3.5","-2.3","1","1","2.22","7","19.65","0","0.0768","0","0","0","0"
"Isiah Pacheco","KC","RB","12.8","16","-3.1999999999999993","12.8","16","-3.2","1","6","5.37","36","28.99","0","0.3456","62","68.0708","0","0.26"
"Chris Moore","TEN","WR","1.1","1.7","-0.5999999999999999","1.1","1.7","-0.6","1","1","0.9","6","3.6","0","0.1536","0","0","0","0"
"Chuba Hubbard","CAR","RB","15.5","11.2","4.300000000000001","15.5","11.2","4.3","1","1","0.84","2","5.91","0","0","88","80.6246","1","0.36"
"Kyle Pitts","ATL","TE","12.3","9.7","2.6000000000000014","12.3","9.7","2.6","1","4","3.7","43","44.34","1","0.5664","0","0","0","0"
