"player","team","games","position","recTarg","recRec","recRec40s","recYds","recYds100Games","recTds","recTd40s","recDrops","catch","depth","ypt","ypr","rac","rzRecTarg","rzRecRec","rzRecTds","rzRecTargPct","rzRecRecPct","rzRecTdPct","ezRecTarg","ezRecTds","ezRecTargPct","ezRecRecPct","ezRecTdPct","rushCarries","rush40s","rushYds","rushYds100Games","rushTds","rushTd40s","ypc","yac","rushTa","tat","fumbles","rzRushCarries","rzRushTds","rzRushPct","rzRushTdPct","i5RushCarries","i5RushTds","i5RushPct","i5RushTdPct","patConversions","patAttempts","fantasyPts","ptsPerSnap","ptsPerTouch"
"Dareke Young","SEA","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Wan'Dale Robinson","NYG","1","WR","2","2","0","20","0","0","0","0","100","4","10","10","6","0","0","0","0","0","0","0","0","0","0","0","1","0","-5","0","0","0","-5","1","1","1","0","0","0","0","0","0","0","0","0","0","0","2.5","0.05","0.83"
"George Pickens","PIT","1","WR","4","3","0","32","0","0","0","0","75","9.5","8","10.67","4.33","0","0","0","0","0","0","0","0","0","0","0","2","0","23","0","1","0","11.5","2.5","0","0","0","1","1","50","100","1","1","50","100","0","0","13","0.21","2.6"
"Tom Kennedy","DET","1","WR","2","1","1","44","0","0","0","0","50","10","22","44","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.9","0.13","4.9"
"Trinity Benson","DET","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Ashton Dulin","IND","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Jason Moore","LAC","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Drake London","ATL","1","WR","6","5","0","38","0","1","0","0","83.3","13","6.33","7.6","1.8","2","1","1","33.3","20","100","1","1","16.7","20","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12.3","0.22","2.46"
"Khalil Shakir","BUF","1","WR","1","1","0","6","0","0","0","0","100","4","6","6","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1","0.07","1.1"
"Brandon Aiyuk","SF","1","WR","7","6","0","84","0","0","0","1","85.7","10.14","12","14","3.5","2","1","0","28.6","16.7","0","1","0","14.3","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","11.4","0.17","1.9"
"Jaylen Waddle","MIA","1","WR","5","4","0","66","0","0","0","0","80","13","13.2","16.5","3.5","1","1","0","20","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.6","0.17","2.15"
"Alec Pierce","IND","1","WR","2","0","0","0","0","0","0","0","0","16.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Joshua Palmer","LAC","1","WR","6","3","0","44","0","0","0","0","50","14.33","7.33","14.67","3.67","1","0","0","16.7","0","0","1","0","16.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.9","0.11","1.97"
"Lance McCutcheon","LA","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Nico Collins","HST","1","WR","9","5","0","49","0","1","0","0","55.6","9.78","5.44","9.8","3","3","1","1","33.3","20","100","1","1","11.1","20","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13.4","0.27","2.68"
"Donovan Peoples-Jones","CLV","1","WR","9","5","0","99","0","0","0","0","55.6","17.11","11","19.8","5","2","1","0","22.2","20","0","1","0","11.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12.4","0.21","2.48"
"Justin Jefferson","MIN","1","WR","15","10","1","193","1","1","0","1","66.7","14.47","12.87","19.3","3.3","7","4","1","46.7","40","100","2","0","13.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30.3","0.37","3.03"
"Kadarius Toney","KC","1","WR","5","4","0","57","0","1","0","1","80","6.8","11.4","14.25","8","2","2","1","40","50","100","0","0","0","0","0","2","0","33","0","0","0","16.5","2.5","0","0","0","0","0","0","0","0","0","0","0","0","0","17","0.61","2.83"
"Laviska Shenault Jr.","CAR","1","WR","4","3","0","17","0","0","0","1","75","-3.25","4.25","5.67","9.33","0","0","0","0","0","0","0","0","0","0","0","2","1","42","0","1","1","21","0.5","0","0","0","0","0","0","0","0","0","0","0","0","0","13.4","0.52","2.68"
"Isaiah Hodgins","NYG","1","WR","2","2","0","41","0","0","0","0","100","14.5","20.5","20.5","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.1","0.12","2.55"
"A.J. Brown","PHI","1","WR","4","1","0","7","0","0","0","0","25","15.5","1.75","7","0","1","0","0","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.2","0.03","1.2"
"Deebo Samuel","SF","1","WR","4","2","0","24","0","0","0","0","50","2.5","6","12","13","0","0","0","0","0","0","0","0","0","0","0","4","0","27","0","0","0","6.75","4.75","2","0.5","0","1","0","25","0","0","0","0","0","0","0","6.1","0.1","1.02"
"Tre'Quan Smith","NO","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Cedrick Wilson Jr.","MIA","1","WR","1","1","0","7","0","0","0","0","100","6","7","7","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.2","0.06","1.2"
"Courtland Sutton","DEN","1","WR","10","6","0","66","0","0","0","1","60","11.4","6.6","11","0.83","2","1","0","20","16.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.6","0.13","1.6"
"Allen Lazard","GB","1","WR","4","3","0","45","0","0","0","0","75","2","11.25","15","14.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0.1","2"
"Jauan Jennings","SF","1","WR","4","4","0","40","0","0","0","0","100","6.75","10","10","3.25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0.26","1.5"
"Trent Sherfield","MIA","1","WR","4","4","0","63","0","1","0","0","100","13.25","15.75","15.75","4.75","1","1","1","25","25","100","1","1","25","25","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14.3","0.32","3.58"
"Equanimeous St. Brown","CHI","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","9","0","0","0","4.5","3.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9","0.03","0.45"
"Cam Sims","WAS","1","WR","1","0","0","0","0","0","0","0","0","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Ray-Ray McCloud III","SF","1","WR","1","1","0","33","0","0","0","0","100","18","33","33","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.8","0.54","3.8"
"D.K. Metcalf","SEA","1","WR","9","6","0","71","0","0","0","0","66.7","11.11","7.89","11.83","2.5","2","0","0","22.2","0","0","1","0","11.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10.1","0.21","1.68"
"Nick Westbrook-Ikhine","TEN","1","WR","7","5","1","119","1","2","1","0","71.4","13.29","17","23.8","10.2","1","1","1","14.3","20","50","1","1","14.3","20","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26.4","0.55","5.28"
"KaVontae Turpin","DAL","1","WR","1","1","0","9","0","0","0","0","100","4","9","9","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.4","0.7","1.4"
"Chase Claypool","CHI","1","WR","2","1","0","8","0","0","0","0","50","8.5","4","8","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.3","0.07","1.3"
"Ben Skowronek","LA","1","WR","5","2","0","14","0","0","0","0","40","8.6","2.8","7","3.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.4","0.04","1.2"
"KhaDarel Hodge","ATL","1","WR","2","2","0","37","0","1","0","0","100","19","18.5","18.5","0.5","1","1","1","50","50","100","1","1","50","50","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10.7","1.34","5.35"
"Darius Slayton","NYG","1","WR","4","3","1","95","0","1","1","0","75","8.5","23.75","31.67","25.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","0.31","5.67"
"Cody Hollister","TEN","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
