"player","team","games","position","recTarg","recRec","recRec40s","recYds","recYds100Games","recTds","recTd40s","recDrops","catch","depth","ypt","ypr","rac","rzRecTarg","rzRecRec","rzRecTds","rzRecTargPct","rzRecRecPct","rzRecTdPct","ezRecTarg","ezRecTds","ezRecTargPct","ezRecRecPct","ezRecTdPct","rushCarries","rush40s","rushYds","rushYds100Games","rushTds","rushTd40s","ypc","yac","rushTa","tat","fumbles","rzRushCarries","rzRushTds","rzRushPct","rzRushTdPct","i5RushCarries","i5RushTds","i5RushPct","i5RushTdPct","patConversions","patAttempts","fantasyPts","ptsPerSnap","ptsPerTouch"
"Treylon Burks","TEN","1","WR","6","4","1","70","0","1","0","0","66.7","17.5","11.67","17.5","2.75","1","0","0","16.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","0.39","3.75"
"Garrett Wilson","NYJ","1","WR","8","5","1","95","0","2","1","0","62.5","7.25","11.88","19","11.4","3","1","1","37.5","20","50","1","1","12.5","20","50","1","0","-1","0","0","0","-1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","23.9","0.46","3.98"
"Tom Kennedy","DET","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Michael Bandy","LAC","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Drake London","ATL","1","WR","3","2","0","29","0","0","0","1","66.7","4.67","9.67","14.5","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.9","0.08","1.95"
"Terrace Marshall Jr.","CAR","1","WR","3","1","0","8","0","0","0","0","33.3","15","2.67","8","0","1","0","0","33.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.3","0.03","1.3"
"Brandon Aiyuk","SF","1","WR","8","5","0","65","0","0","0","0","62.5","12.5","8.13","13","2.6","2","0","0","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0.13","1.8"
"Tutu Atwell","LA","1","WR","2","2","0","23","0","0","0","0","100","9.5","11.5","11.5","2","1","1","0","50","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.3","0.12","1.65"
"Rashid Shaheed","NO","1","WR","3","2","0","53","0","0","0","0","66.7","17.67","17.67","26.5","9","1","0","0","33.3","0","0","0","0","0","0","0","1","0","6","0","0","0","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","6.9","0.23","2.3"
"Joshua Palmer","LAC","1","WR","5","5","0","56","0","0","0","0","100","9.8","11.2","11.2","1.4","1","1","0","20","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","8.1","0.13","1.62"
"Jalen Tolbert","DAL","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Lance McCutcheon","LA","1","WR","3","0","0","0","0","0","0","0","0","9.67","0","0","0","2","0","0","66.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Donovan Peoples-Jones","CLV","1","WR","4","2","0","16","0","0","0","0","50","9.75","4","8","1.5","1","0","0","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.6","0.03","1.3"
"Gabe Davis","BUF","1","WR","5","4","0","38","0","0","0","0","80","12.6","7.6","9.5","0.5","1","0","0","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.8","0.08","1.45"
"Isaiah Hodgins","NYG","1","WR","3","3","0","31","0","0","0","0","100","9.67","10.33","10.33","0.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.6","0.1","1.53"
"A.J. Brown","PHI","1","WR","6","4","0","46","0","1","0","1","66.7","8.33","7.67","11.5","6.25","2","1","1","33.3","25","100","1","1","16.7","25","100","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","12.6","0.16","3.15"
"Deebo Samuel","SF","1","WR","6","3","0","43","0","0","0","0","50","3","7.17","14.33","14.33","1","0","0","16.7","0","0","1","0","16.7","0","0","2","0","0","0","0","0","0","3.5","0","0","0","1","0","50","0","0","0","0","0","0","0","5.8","0.11","1.16"
"Terry McLaurin","WAS","1","WR","6","4","0","48","0","0","0","0","66.7","12.83","8","12","2","2","1","0","33.3","25","0","1","0","16.7","0","0","1","0","5","0","0","0","5","7","0","0","0","0","0","0","0","0","0","0","0","0","0","7.3","0.14","1.46"
"Tre'Quan Smith","NO","1","WR","1","1","0","8","0","0","0","0","100","8","8","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.3","0.09","1.3"
"Courtland Sutton","DEN","1","WR","8","6","0","75","0","0","0","1","75","12.5","9.38","12.5","0.67","3","1","0","37.5","16.7","0","2","0","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10.5","0.19","1.75"
"Equanimeous St. Brown","CHI","1","WR","2","1","0","7","0","0","0","0","50","8.5","3.5","7","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.2","0.05","1.2"
"D.K. Metcalf","SEA","1","WR","14","11","0","90","0","0","0","0","78.6","7.43","6.43","8.18","2.73","3","1","0","21.4","9.1","0","2","0","14.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14.5","0.25","1.32"
"DJ Chark Jr.","DET","1","WR","5","2","0","16","0","1","0","0","40","17.4","3.2","8","1","3","1","1","60","50","100","1","1","20","50","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.6","0.17","4.3"
"Scott Miller","TB","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Byron Pringle","CHI","1","WR","2","2","0","12","0","1","0","0","100","9","6","6","0.5","1","1","1","50","50","100","1","1","50","50","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.2","0.26","4.1"
"Chase Claypool","CHI","1","WR","5","2","0","51","0","0","0","0","40","18.2","10.2","25.5","5","3","1","0","60","50","0","1","0","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.1","0.16","3.05"
"Jalen Virgil","DEN","1","WR","1","0","0","0","0","0","0","0","0","35","0","0","0","1","0","0","100","0","0","1","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Diontae Johnson","PIT","1","WR","8","5","0","49","0","0","0","1","62.5","7.63","6.13","9.8","3.2","2","1","0","25","20","0","1","0","12.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.4","0.11","1.48"
"Michael Pittman Jr.","IND","1","WR","11","7","0","61","0","1","0","1","63.6","7.55","5.55","8.71","1.29","2","1","1","18.2","14.3","100","1","1","9.1","14.3","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15.6","0.24","2.23"
"KhaDarel Hodge","ATL","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Michael Gallup","DAL","1","WR","8","5","0","63","0","0","0","0","62.5","16.75","7.88","12.6","2.8","1","0","0","12.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.8","0.15","1.76"
"Tanner Gentry","BUF","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
