"player","team","games","position","recTarg","recRec","recRec40s","recYds","recYds100Games","recTds","recTd40s","recDrops","catch","depth","ypt","ypr","rac","rzRecTarg","rzRecRec","rzRecTds","rzRecTargPct","rzRecRecPct","rzRecTdPct","ezRecTarg","ezRecTds","ezRecTargPct","ezRecRecPct","ezRecTdPct","rushCarries","rush40s","rushYds","rushYds100Games","rushTds","rushTd40s","ypc","yac","rushTa","tat","fumbles","rzRushCarries","rzRushTds","rzRushPct","rzRushTdPct","i5RushCarries","i5RushTds","i5RushPct","i5RushTdPct","patConversions","patAttempts","fantasyPts","ptsPerSnap","ptsPerTouch"
"Andrei Iosivas","CIN","1","WR","1","1","0","2","0","1","0","0","100","6","2","2","0","1","1","1","100","100","100","1","1","100","100","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.7","0.67","6.7"
"Tre Tucker","LV","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"David Bell","CLV","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Jahan Dotson","WAS","1","WR","9","8","0","108","1","1","0","0","88.9","9.44","12","13.5","3.25","1","1","1","11.1","12.5","100","1","1","11.1","12.5","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20.8","0.34","2.6"
"Rashod Bateman","BLT","1","WR","2","2","0","34","0","0","0","0","100","17","17","17","0","0","0","0","0","0","0","0","0","0","0","0","1","0","18","0","0","0","18","4","1","1","0","0","0","0","0","0","0","0","0","0","0","6.2","0.15","2.07"
"Tank Dell","HST","1","WR","4","3","0","16","0","0","0","0","75","5.25","4","5.33","3.67","0","0","0","0","0","0","0","0","0","0","0","3","0","15","0","0","0","5","6.33","1","0.33","0","0","0","0","0","0","0","0","0","0","0","4.6","0.1","0.77"
"Jake Bobo","SEA","1","WR","2","2","0","23","0","0","0","0","100","3.5","11.5","11.5","8","0","0","0","0","0","0","0","0","0","0","0","1","0","3","0","1","0","3","2","0","0","0","1","1","100","100","1","1","100","100","0","0","9.6","0.53","3.2"
"Antoine Green","DET","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Tutu Atwell","LA","1","WR","4","2","0","21","0","0","0","0","50","6.75","5.25","10.5","0.5","0","0","0","0","0","0","0","0","0","0","0","2","0","8","0","0","0","4","5","0","0","0","1","0","50","0","0","0","0","0","1","1","3.9","0.07","0.97"
"Justin Watson","KC","1","WR","3","2","0","42","0","0","0","0","66.7","22.33","14","21","2.5","1","0","0","33.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.2","0.24","2.6"
