"RK",TIERS,"PLAYER NAME",TEAM,"POS","BEST","WORST","AVG.","STD.DEV","ECR VS. ADP"
"1",1,"Christian McCaffrey",SF,"RB1","1","15","1.7","1.8","+1"
"2",1,"Austin Ekeler",LAC,"RB2","1","12","3.8","1.8","+1"
"3",1,"Jonathan Taylor",IND,"RB3","1","18","2.0","1.5","-2"
"4",1,"Dalvin Cook",NYJ,"RB4","1","25","6.4","3.8","+3"
"5",1,"Justin Jefferson",MIN,"WR1","2","13","7.4","2.4","+1"
"6",2,"Cooper Kupp",LAR,"WR2","1","14","8.3","2.5","-2"
"7",2,"Derrick Henry",TEN,"RB5","2","31","10.1","6.6","-2"
"8",2,"Najee Harris",PIT,"RB6","2","32","10.2","6.0","0"
"9",2,"D'Andre Swift",PHI,"RB7","4","38","10.7","6.0","+6"
"10",2,"Joe Mixon",CIN,"RB8","2","27","10.9","4.8","0"
"11",2,"Ja'Marr Chase",CIN,"WR3","4","29","11.4","2.9","-2"
"12",2,"Travis Kelce",KC,"TE1","9","30","11.6","4.7","+2"
"13",2,"Stefon Diggs",BUF,"WR4","7","22","13.0","2.1","-1"
"14",2,"Alvin Kamara",NO,"RB9","2","62","13.3","6.7","-1"
"15",2,"Davante Adams",LV,"WR5","6","28","13.9","2.6","-4"
"16",3,"Saquon Barkley",NYG,"RB10","3","38","14.7","7.4","+5"
"17",3,"Aaron Jones",GB,"RB11","5","41","16.4","5.9","0"
"18",3,"CeeDee Lamb",DAL,"WR6","10","33","17.5","3.9","0"
"19",3,"Mark Andrews",BAL,"TE2","9","67","19.7","7.1","+4"
"20",3,"Leonard Fournette",BUF,"RB12","3","74","21.3","8.6","+4"
"21",3,"Tyreek Hill",MIA,"WR7","13","43","23.2","4.5","-2"
"22",3,"Javonte Williams",DEN,"RB13","7","60","24.4","6.3","+3"
"23",4,"Mike Evans",TB,"WR8","13","43","24.5","5.0","+3"
"24",4,"Keenan Allen",LAC,"WR9","14","47","25.9","5.6","+3"
"25",4,"Michael Pittman Jr.",IND,"WR10","14","66","26.5","7.2","+8"
"26",4,"Deebo Samuel",SF,"WR11","14","65","27.3","8.2","-10"
"27",4,"A.J. Brown",PHI,"WR12","15","66","27.9","7.4","+4"
"28",4,"Nick Chubb",CLE,"RB14","8","54","28.5","5.2","-8"
"29",4,"Tee Higgins",CIN,"WR13","13","58","29.7","6.6","+5"
"30",4,"James Conner",ARI,"RB15","12","64","31.5","7.6","-2"
"31",4,"DJ Moore",CHI,"WR14","17","61","32.0","8.1","+11"
"32",4,"Kyle Pitts",ATL,"TE3","9","182","32.0","14.7","0"
"33",4,"Ezekiel Elliott",NE,"RB16","16","64","34.0","8.3","-3"
"34",4,"Josh Allen",BUF,"QB1","30","45","36.5","1.7","-12"
"35",4,"Travis Etienne Jr.",JAC,"RB17","15","68","36.4","8.7","+4"
"36",4,"Diontae Johnson",PIT,"WR15","17","72","40.1","9.5","+7"
"37",5,"Courtland Sutton",DEN,"WR16","15","76","40.8","11.8","+19"
"38",5,"Mike Williams",LAC,"WR17","13","80","42.9","12.2","+7"
"39",5,"Jaylen Waddle",MIA,"WR18","20","86","43.7","10.8","+7"
"40",5,"David Montgomery",DET,"RB18","18","83","43.8","11.6","-4"
"41",5,"Terry McLaurin",WAS,"WR19","22","96","44.4","10.2","-1"
"42",5,"Justin Herbert",LAC,"QB2","36","78","45.3","9.1","-7"
"43",5,"Brandin Cooks",DAL,"WR20","28","75","45.8","9.4","+11"
"44",5,"Allen Robinson II",PIT,"WR21","23","105","48.8","12.8","+16"
"45",5,"Breece Hall",NYJ,"RB19","25","274","48.5","21.6","+6"
"46",5,"AJ Dillon",GB,"RB20","27","83","50.8","10.6","+21"
"47",5,"Patrick Mahomes II",KC,"QB3","38","85","50.8","11.0","-18"
"48",5,"Lamar Jackson",BAL,"QB4","36","101","52.4","11.8","-7"
"49",5,"Cam Akers",MIN,"RB21","21","92","51.3","14.2","-12"
