Player,Position,Age,AP1,PB,St,wAV,DrAV,Games,Cmp,Pass_Att,Pass_Yds,Pass_TD,Int,Rush_Att,Rush_Yds,Rush_TD,Rec,Rec_Yds,Rec_TD,Tackles,Int,Sk
Michael Buchanan,DE,22,0,0,0,2,2,18,0,0,0,0,0,0,0,0,0,0,0,7,,2
Garrett Gilkey,T,23,0,0,0,2,1,22,0,0,0,0,0,0,0,0,0,0,0,,,
Don Jones,DB,23,0,0,0,2,1,56,0,0,0,0,0,0,0,0,0,0,0,35,,
Jameson Williams,WR,21,0,0,0,1,1,6,0,0,0,0,0,1,40,0,1,41,1,,,
Trevor Penning,T,23,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,,,
Jermaine Johnson II,LB,23,0,0,0,1,1,14,0,0,0,0,0,0,0,0,0,0,0,18,,2.5
Devonte Wyatt,DT,24,0,0,0,1,1,16,0,0,0,0,0,0,0,0,0,0,0,8,,1.5
Andrew Booth,CB,21,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,12,,
Cam Jurgens,OL,23,0,0,0,1,1,17,0,0,0,0,0,0,0,0,0,0,0,,,
Bryan Cook,SAF,23,0,0,0,1,1,16,0,0,0,0,0,0,0,0,0,0,0,22,,1
Brian Asamoah,LB,22,0,0,0,1,1,16,0,0,0,0,0,0,0,0,0,0,0,11,,
Joshua Ezeudu,OL,22,0,0,0,1,1,10,0,0,0,0,0,0,0,0,0,0,0,,,
JT Woods,SAF,22,0,0,0,1,1,10,0,0,0,0,0,0,0,0,0,0,0,2,,
DeAngelo Malone,DE,23,0,0,0,1,1,15,0,0,0,0,0,0,0,0,0,0,0,18,,1
Nakobe Dean,LB,21,0,0,0,1,1,17,0,0,0,0,0,0,0,0,0,0,0,9,,
Malik Willis,QB,23,0,0,0,1,1,8,31,61,276,0,3,27,123,1,0,0,0,1,,
Cameron Thomas,DE,22,0,0,0,1,1,17,0,0,0,0,0,0,0,0,0,0,0,7,,3
Tyrion Davis-Price,RB,21,0,0,0,1,1,6,0,0,0,0,0,34,99,0,0,0,0,,,
Channing Tindall,LB,22,0,0,0,1,1,16,0,0,0,0,0,0,0,0,0,0,0,1,,
Perrion Winfrey,DT,22,0,0,0,1,1,13,0,0,0,0,0,0,0,0,0,0,0,8,,0.5
Percy Butler,SAF,22,0,0,0,1,1,15,0,0,0,0,0,0,0,0,0,0,0,9,,
Eyioma Uwazurike,DE,24,0,0,0,1,1,8,0,0,0,0,0,0,0,0,0,0,0,11,,
Micheal Clemons,DT,25,0,0,0,1,1,16,0,0,0,0,0,0,0,0,0,0,0,22,,2.5
Akayleb Evans,DB,23,0,0,0,1,1,10,0,0,0,0,0,0,0,0,0,0,0,19,,
Jalyn Armour-Davis,DB,23,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,4,,
Brandon Smith,LB,21,0,0,0,1,1,12,0,0,0,0,0,0,0,0,0,0,0,6,,
Cade York,K,21,0,0,1,1,1,17,0,0,0,0,0,0,0,0,0,0,0,1,,
Neil Farrell,DT,23,0,0,0,1,1,9,0,0,0,0,0,0,0,0,0,0,0,3,,
Pierre Strong,RB,23,0,0,0,1,1,15,0,0,0,0,0,10,100,1,7,42,0,5,,
Hassan Haskins,RB,22,0,0,0,1,1,15,0,0,0,0,0,25,93,0,11,57,0,9,,
Damarion Williams,CB,24,0,0,0,1,1,14,0,0,0,0,0,0,0,0,0,0,0,15,,
Sam Howell,QB,21,0,0,0,1,1,1,11,19,169,1,1,5,35,1,0,0,0,,,
Thomas Booker,DE,22,0,0,0,1,1,10,0,0,0,0,0,0,0,0,0,0,0,11,,0.5
Delarrin Turner-Yell,SAF,22,0,0,0,1,1,14,0,0,0,0,0,0,0,0,0,0,0,6,,
Eric Johnson,DT,24,0,0,0,1,1,14,0,0,0,0,0,0,0,0,0,0,0,1,,
Otito Ogbonnia,DT,20,0,0,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,13,,
Kyle Philips,WR,23,0,0,0,1,1,4,0,0,0,0,0,0,0,0,8,78,0,,,
Teagan Quitoriano,TE,22,0,0,0,1,1,9,0,0,0,0,0,0,0,0,7,113,2,2,,
Luke Wattenberg,OL,24,0,0,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,,,
James Mitchell,TE,23,0,0,0,1,1,14,0,0,0,0,0,0,0,0,11,113,1,,,
Kyron Johnson,DE,24,0,0,0,1,1,16,0,0,0,0,0,0,0,0,0,0,0,6,,
Amare Barno,DE,23,0,0,0,1,1,9,0,0,0,0,0,0,0,0,0,0,0,8,,2
Jalen Nailor,WR,23,0,0,0,1,1,15,0,0,0,0,0,0,0,0,9,179,1,3,,
Grant Calcaterra,TE,23,0,0,0,1,1,15,0,0,0,0,0,0,0,0,5,81,0,,,
Cade Mays,OL,23,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,,,
Keaontay Ingram,RB,22,0,0,0,1,1,12,0,0,0,0,0,27,60,1,4,21,0,1,,
Theo Jackson,DB,23,0,0,0,1,,11,0,0,0,0,0,0,0,0,0,0,0,4,,
Matt Henningsen,DE,23,0,0,0,1,1,17,0,0,0,0,0,0,0,0,0,0,0,8,,1
Connor Heyward,TE,23,0,0,0,1,1,17,0,0,0,0,0,2,27,0,12,151,1,3,,
Lecitus Smith,OL,24,0,0,0,1,1,10,0,0,0,0,0,0,0,0,0,0,0,,,
Ko Kieft,TE,24,0,0,1,1,1,17,0,0,0,0,0,0,0,0,7,80,1,8,,
Montaric Brown,DB,23,0,0,0,1,1,8,0,0,0,0,0,0,0,0,0,0,0,4,,
Isaiah Thomas,DE,23,0,0,0,1,1,10,0,0,0,0,0,0,0,0,0,0,0,4,,1
Mark Robinson,LB,23,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3,,
Tariq Carpenter,DB,23,0,0,0,1,1,14,0,0,0,0,0,0,0,0,0,0,0,6,,
Baylon Spector,LB,23,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,6,,
Deane Leonard,DB,22,0,0,0,1,1,17,0,0,0,0,0,0,0,0,0,0,0,4,,
Jeff Gunter,OLB,23,0,0,0,1,1,10,0,0,0,0,0,0,0,0,0,0,0,,,
Russ Yeast,DB,23,0,0,0,1,1,15,0,0,0,0,0,0,0,0,0,0,0,16,,
Elijah Hicks,SAF,22,0,0,0,1,1,15,0,0,0,0,0,0,0,0,0,0,0,15,,
Samori Toure,WR,24,0,0,0,1,1,11,0,0,0,0,0,0,0,0,5,82,1,,,
Nazeeh Johnson,SAF,24,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,5,,
AJ Arcuri,OT,25,0,0,0,1,1,8,0,0,0,0,0,0,0,0,0,0,0,,,
Caleb Farley,DB,22,0,0,0,1,1,12,0,0,0,0,0,0,0,0,0,0,0,13,,
Levi Onwuzurike,DL,23,0,0,0,1,1,16,0,0,0,0,0,0,0,0,0,0,0,15,,1
Chazz Surratt,LB,24,0,0,0,1,1,10,0,0,0,0,0,0,0,0,0,0,0,1,,
Malcolm Koonce,DE,23,0,0,0,1,1,22,0,0,0,0,0,0,0,0,0,0,0,8,,2
Trey Sermon,RB,22,0,0,0,1,1,11,0,0,0,0,0,43,186,1,3,26,0,1,,
Tre' McKitty,TE,22,0,0,0,1,1,28,0,0,0,0,0,0,0,0,16,117,0,2,,
Jay Tufele,DL,22,0,0,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,7,,
Elerson Smith,DL,23,0,0,0,1,1,13,0,0,0,0,0,0,0,0,0,0,0,3,,
Tre Brown,CB,23,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,13,,
Josh Ball,OL,23,0,0,0,1,1,13,0,0,0,0,0,0,0,0,0,0,0,,,
D'Ante Smith,T,23,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,,,
Tyree Gillespie,S,23,0,0,0,1,1,14,0,0,0,0,0,0,0,0,0,0,0,1,,
Ihmir Smith-Marsette,WR,22,0,0,0,1,1,16,0,0,0,0,0,1,-1,0,6,131,2,,,
Daviyon Nixon,DT,22,0,0,0,1,1,14,0,0,0,0,0,0,0,0,0,0,0,4,,0.5
Tommy Doyle,OL,23,0,0,0,1,1,12,0,0,0,0,0,0,0,0,0,0,0,,,
Richard LeCounte,DB,22,0,0,0,1,1,10,0,0,0,0,0,0,0,0,0,0,0,2,,
Earnest Brown IV,DE,22,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,3,,
Shemar Jean-Charles,DB,23,0,0,0,1,1,20,0,0,0,0,0,0,0,0,0,0,0,7,,
Marlon Tuipulotu,DL,22,0,0,0,1,1,14,0,0,0,0,0,0,0,0,0,0,0,9,,1
Tarron Jackson,DE,23,0,0,0,1,1,21,0,0,0,0,0,0,0,0,0,0,0,11,,1
Gary Brightwell,RB,22,0,0,0,1,1,30,0,0,0,0,0,32,145,1,6,45,0,2,,
Larry Rountree,RB,22,0,0,0,1,1,16,0,0,0,0,0,49,106,1,3,13,0,,,
Rodarius Williams,CB,24,0,0,0,1,1,8,0,0,0,0,0,0,0,0,0,0,0,16,1,
Cole Van Lanen,OL,23,0,0,0,1,0,17,0,0,0,0,0,0,0,0,0,0,0,,,
Jimmy Morrissey,OL,23,0,0,0,1,,13,0,0,0,0,0,0,0,0,0,0,0,,,
Jermar Jefferson,RB,21,0,0,0,1,1,7,0,0,0,0,0,15,74,2,4,23,0,,,
Dax Milne,WR,22,0,0,0,1,1,28,0,0,0,0,0,1,1,0,15,120,1,,,
Jabari Zuniga,DE,23,0,0,0,1,1,12,0,0,0,0,0,0,0,0,0,0,0,6,,1
Tanner Muse,S,24,0,0,0,1,,23,0,0,0,0,0,0,0,0,0,0,0,13,,
Anthony McFarland Jr.,RB,21,0,0,0,1,1,14,0,0,0,0,0,42,146,0,9,76,0,,,
Brycen Hopkins,TE,23,0,0,0,1,1,24,0,0,0,0,0,0,0,0,8,118,0,1,,
Kenny Robinson Jr.,S,21,0,0,0,1,1,19,0,0,0,0,0,0,0,0,0,0,0,12,,
Jason Strowbridge,DE,23,0,0,0,1,1,8,0,0,0,0,0,0,0,0,0,0,0,1,,
Jake Fromm,QB,22,0,0,0,1,,3,27,60,210,1,3,8,65,0,0,0,0,,,
John Hightower,WR,24,0,0,0,1,1,14,0,0,0,0,0,1,1,0,10,167,0,,,
Bradlee Anae,DE,21,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,2,,
Antoine Brooks Jr.,S,21,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,3,,
Cassh Maluia,LB,21,0,0,0,1,1,9,0,0,0,0,0,0,0,0,0,0,0,,,
Jake Hanson,C,23,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,,,
Prince Tega Wanogho,T,22,0,0,0,1,0,20,0,0,0,0,0,0,0,0,0,0,0,,,
K.J. Hill,WR,22,0,0,0,1,1,21,0,0,0,0,0,0,0,0,10,103,0,,,
Kenny Willekes,DE,23,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,11,,2.5
Arlington Hambright,T,24,0,0,0,1,1,9,0,0,0,0,0,0,0,0,0,0,0,,,
Sterling Hofrichter,P,23,0,0,0,1,1,18,0,0,0,0,0,0,0,0,0,0,0,1,,
Ben DiNucci,QB,23,0,0,0,1,1,3,23,43,219,0,0,6,22,0,0,0,0,,,
Carlos Davis,DT,24,0,0,0,1,1,12,0,0,0,0,0,0,0,0,0,0,0,8,,1
Vernon Scott,S,22,0,0,0,1,1,18,0,0,0,0,0,0,0,0,0,0,0,12,,1
Thakarius Keyes,CB,22,0,0,0,1,1,13,0,0,0,0,0,0,0,0,0,0,0,8,,
Malcolm Perry,RB,23,0,0,0,1,1,9,0,0,0,0,0,3,5,0,9,92,1,,,
Tremayne Anchrum,G,22,0,0,0,1,1,14,0,0,0,0,0,0,0,0,0,0,0,,,
Jachai Polite,LB,22,0,0,0,1,,11,0,0,0,0,0,0,0,0,0,0,0,3,,1
Jace Sternberger,TE,23,0,0,0,1,1,18,0,0,0,0,0,0,0,0,12,114,1,,,
Will Grier,QB,24,0,0,0,1,1,2,28,52,228,0,4,7,22,0,0,0,0,,,
Christian Miller,LB,23,0,0,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,2,,2
Riley Ridley,WR,23,0,0,0,1,1,10,0,0,0,0,0,0,0,0,10,108,0,,,
Isaiah Johnson,CB,23,0,0,0,1,1,19,0,0,0,0,0,0,0,0,0,0,0,8,,
Marvell Tell III,S,23,0,0,0,1,1,13,0,0,0,0,0,0,0,0,0,0,0,23,,
Qadree Ollison,RB,22,0,0,0,1,1,22,0,0,0,0,0,44,158,5,5,19,0,6,,
Joe Jackson,DE,22,0,0,0,1,0,20,0,0,0,0,0,0,0,0,0,0,0,13,,1.5
Jordan Miller,CB,22,0,0,0,1,1,12,0,0,0,0,0,0,0,0,0,0,0,4,,
Ka'dar Hollman,CB,24,0,0,0,1,1,18,0,0,0,0,0,0,0,0,0,0,0,7,,
Juwann Winfree,WR,23,0,0,0,1,0,15,0,0,0,0,0,0,0,0,9,75,0,,,
Drew Forbes,T,22,0,0,0,1,1,13,0,0,0,0,0,0,0,0,0,0,0,,,
Xavier Crawford,CB,23,0,0,0,1,0,27,0,0,0,0,0,0,0,0,0,0,0,16,,
Trace McSorley,QB,24,0,0,0,1,0,9,48,93,502,1,5,21,79,0,0,0,0,,,
Kerrith Whyte Jr,RB,22,0,0,0,1,,6,0,0,0,0,0,24,122,0,1,9,0,,,
Tommy Sweeney,TE,24,0,0,0,1,1,24,0,0,0,0,0,0,0,0,18,165,1,,,
Cortez Broughton,DT,23,0,0,0,1,1,12,0,0,0,0,0,0,0,0,0,0,0,4,,
Austin Cutting,LS,22,0,0,0,1,1,25,0,0,0,0,0,0,0,0,0,0,0,1,,
Jordan Brailford,DE,23,0,0,0,1,,5,0,0,0,0,0,0,0,0,0,0,0,2,,
Rashaan Gaulden,CB,23,0,0,0,1,1,27,0,0,0,0,0,0,0,0,0,0,0,14,,
Nick Nelson,CB,21,0,0,0,1,1,12,0,0,0,0,0,0,0,0,0,0,0,10,,
R.J. McIntosh,DT,22,0,0,0,1,1,18,0,0,0,0,0,0,0,0,0,0,0,10,,2
Troy Fumagalli,TE,23,0,0,0,1,1,19,0,0,0,0,0,0,0,0,14,118,2,1,,
Natrell Jamerson,S,22,0,0,0,1,,21,0,0,0,0,0,0,0,0,0,0,0,11,,
John Kelly,RB,21,0,0,0,1,1,13,0,0,0,0,0,32,96,0,2,27,0,,,
Duke Ejiofor,DE,23,0,0,0,1,1,12,0,0,0,0,0,0,0,0,0,0,0,6,,1
Kylie Fitts,DE,23,0,0,0,1,0,28,0,0,0,0,0,0,0,0,0,0,0,9,,
Deon Cain,WR,22,0,0,0,1,0,15,0,0,0,0,0,0,0,0,9,124,0,,,
Simeon Thomas,CB,24,0,0,0,1,,12,0,0,0,0,0,0,0,0,0,0,0,5,,
Jamil Demby,T,22,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,,,
Kahlil McKenzie,DT,21,0,0,0,1,,12,0,0,0,0,0,0,0,0,0,0,0,5,,
Luke Falk,QB,23,0,0,0,1,,3,47,73,416,0,3,0,0,0,0,0,0,,,
Greg Senat,T,23,0,0,0,1,,10,0,0,0,0,0,0,0,0,0,0,0,,,
Keishawn Bierria,ILB,23,0,0,0,1,1,21,0,0,0,0,0,0,0,0,0,0,0,3,,
Jullian Taylor,DT,23,0,0,0,1,1,12,0,0,0,0,0,0,0,0,0,0,0,11,,
Javon Wims,WR,23,0,0,0,1,1,34,0,0,0,0,0,1,2,0,28,266,2,,,
Justin Lawler,DE,23,0,0,0,1,1,19,0,0,0,0,0,0,0,0,0,0,0,4,,
Obi Melifonwu,S,23,0,0,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,9,,
Daeshon Hall,DE,22,0,0,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,6,,1.5
ArDarius Stewart,WR,23,0,0,0,1,1,15,0,0,0,0,0,7,27,0,6,82,0,,,
Davis Webb,QB,22,0,0,0,1,1,2,23,40,168,1,0,8,38,1,0,0,0,,,
Chad Williams,WR,22,0,0,1,1,1,17,0,0,0,0,0,3,42,0,20,202,1,,,
Brendan Langley,CB,22,0,0,0,1,1,16,0,0,0,0,0,0,0,0,0,0,0,6,,
Amara Darboh,WR,23,0,0,0,1,1,16,0,0,0,0,0,0,0,0,8,71,0,2,,
Michael Roberts,TE,23,0,0,0,1,1,23,0,0,0,0,0,0,0,0,13,146,3,,,
Josh Malone,WR,21,0,0,1,1,1,26,0,0,0,0,0,3,14,0,11,91,1,,,
Joshua Dobbs,QB,22,0,0,0,1,0,8,50,85,456,2,3,14,75,0,0,0,0,,,
Jake Butt,TE,22,0,0,0,1,1,8,0,0,0,0,0,0,0,0,10,90,0,1,,
Jordan Leggett,TE,22,0,0,0,1,1,15,0,0,0,0,0,0,0,0,14,114,1,,,
Treston Decoud,S,24,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,6,,
Brian Allen,DB,23,0,0,0,1,1,20,0,0,0,0,0,0,0,0,0,0,0,4,,
Eric Saubert,TE,23,0,0,0,1,0,74,0,0,0,0,0,0,0,0,33,280,2,9,,
Michael Tyson,S,24,0,0,0,1,,10,0,0,0,0,0,0,0,0,0,0,0,3,,
Jeremiah Ledbetter,DE,23,0,0,0,1,1,21,0,0,0,0,0,0,0,0,0,0,0,9,,1.5
Elijah Qualls,DT,22,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,3,,
Joshua Holsey,DB,23,0,0,0,1,1,13,0,0,0,0,0,0,0,0,0,0,0,4,,
Joshua Perry,ILB,22,0,0,0,1,1,17,0,0,0,0,0,0,0,0,0,0,0,16,,
Zack Sanchez,CB,22,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,5,,
John Theus,T,22,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,,,
D.J. White,CB,22,0,0,0,1,1,14,0,0,0,0,0,0,0,0,0,0,0,13,1,
Tyrone Holmes,OLB,22,0,0,0,1,,15,0,0,0,0,0,0,0,0,0,0,0,3,,1
Nate Sudfeld,QB,22,0,0,0,1,,6,25,37,188,1,1,10,28,0,0,0,0,,,
David Morgan,TE,23,0,0,0,1,1,38,0,0,0,0,0,0,0,0,16,135,1,,,
Danny Vitale,FB,22,0,0,1,1,,44,0,0,0,0,0,1,3,0,15,145,0,16,,
Derek Watt,FB,23,0,0,0,1,1,110,0,0,0,0,0,29,71,2,18,178,1,44,,
Dadi Nicolas,DE,23,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,,,
Aaron Burbridge,WR,22,0,0,0,1,1,16,0,0,0,0,0,0,0,0,7,88,0,9,,
Aaron Wallace,OLB,23,0,0,0,1,1,13,0,0,0,0,0,0,0,0,0,0,0,12,,1
Jonathan Woodard,DE,22,0,0,0,1,,6,0,0,0,0,0,0,0,0,0,0,0,8,,1
Trevor Bates,LB,23,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,1,,
Charone Peake,WR,23,0,0,0,1,1,31,0,0,0,0,0,0,0,0,22,214,0,5,,
Scooby Wright III,ILB,22,0,0,0,1,,13,0,0,0,0,0,0,0,0,0,0,0,5,,
Owamagbe Odighizuwa,DE,23,0,0,0,1,1,18,0,0,0,0,0,0,0,0,0,0,0,4,,
Paul Dawson,ILB,22,0,0,0,1,1,16,0,0,0,0,0,0,0,0,0,0,0,10,,
James Sample,S,23,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,8,,
Gabe Wright,DT,23,0,0,0,1,1,15,0,0,0,0,0,0,0,0,0,0,0,9,,
David Cobb,RB,22,0,0,0,1,1,7,0,0,0,0,0,52,146,1,1,-2,0,,,
Neiron Ball,OLB,23,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,7,,1
Damian Swann,CB,22,0,0,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,20,,
Deiontrez Mount,OLB,22,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,6,1,
Michael Bennett,DT,22,0,0,0,1,1,16,0,0,0,0,0,0,0,0,0,0,0,12,,0.5
Tony Steward,OLB,22,0,0,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,1,,
Charles Gaines,CB,22,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,15,,
JaCorey Shepherd,CB,22,0,0,0,1,,11,0,0,0,0,0,0,0,0,0,0,0,1,,
Obum Gwacham,DE,24,0,0,0,1,,15,0,0,0,0,0,0,0,0,0,0,0,7,,2.5
Jake Rodgers,T,23,0,0,0,1,,19,0,0,0,0,0,0,0,0,0,0,0,,,
Austin Shepherd,T,23,0,0,0,1,1,14,0,0,0,0,0,0,0,0,0,0,0,,,
Ben Koyack,TE,22,0,0,0,1,1,48,0,0,0,0,0,0,0,0,25,208,1,1,,
Tre McBride,WR,22,0,0,0,1,0,17,0,0,0,0,0,1,8,0,10,152,1,5,,
Troy Niklas,TE,21,0,0,1,1,1,41,0,0,0,0,0,0,0,0,19,203,3,7,,
Dezmen Southward,DB,23,0,0,0,1,1,20,0,0,0,0,0,0,0,0,0,0,0,17,1,1
Kevin Norwood,WR,24,0,0,0,1,1,10,0,0,0,0,0,0,0,0,9,102,0,1,,
Taylor Hart,DE,23,0,0,0,1,1,15,0,0,0,0,0,0,0,0,0,0,0,13,,
Devin Street,WR,23,0,0,0,1,1,36,0,0,0,0,0,0,0,0,10,152,1,,,
Ronald Powell,LB,23,0,0,0,1,1,14,0,0,0,0,0,0,0,0,0,0,0,1,,
Jared Abbrederis,WR,23,0,0,0,1,1,22,0,0,0,0,0,0,0,0,13,163,0,1,,
Jeoffrey Pagan,DE,21,0,0,0,1,1,22,0,0,0,0,0,0,0,0,0,0,0,5,,
Zach Mettenberger,QB,23,0,0,1,1,1,14,208,345,2347,12,14,14,12,1,0,0,0,,,
David Fales,QB,23,0,0,0,1,0,5,31,48,287,1,1,5,8,1,0,0,0,,,
Walt Powell,WR,22,0,0,0,1,,15,0,0,0,0,0,0,0,0,14,142,0,,,
Andrew Jackson,LB,22,0,0,0,1,1,13,0,0,0,0,0,0,0,0,0,0,0,8,,1
IK Enemkpali,DT,23,0,0,0,1,0,17,0,0,0,0,0,0,0,0,0,0,0,11,,
Brandon Watts,LB,23,0,0,0,1,1,9,0,0,0,0,0,0,0,0,0,0,0,7,,
Jabari Price,DB,21,0,0,0,1,1,14,0,0,0,0,0,0,0,0,0,0,0,9,,
C.B. Bryant,DB,22,0,0,0,1,1,12,0,0,0,0,0,0,0,0,0,0,0,1,,
Josh Boyce,WR,22,0,0,0,1,1,10,0,0,0,0,0,0,0,0,9,121,0,,,
Johnathan Franklin,RB,23,0,0,0,1,1,11,0,0,0,0,0,19,107,1,4,30,0,3,,
Lavar Edwards,DE,23,0,0,0,1,1,25,0,0,0,0,0,0,0,0,0,0,0,14,,2
Quanterus Smith,DE,23,0,0,0,1,1,15,0,0,0,0,0,0,0,0,0,0,0,7,,
Brandon McGee,DB,22,0,0,0,1,1,18,0,0,0,0,0,0,0,0,0,0,0,14,,
Cooper Taylor,DB,23,0,0,0,1,1,16,0,0,0,0,0,0,0,0,0,0,0,9,,
DeVonte Holloman,LB,22,0,0,0,1,1,9,0,0,0,0,0,0,0,0,0,0,0,14,,2
Justin Brown,WR,22,0,0,0,1,1,8,0,0,0,0,0,0,0,0,12,94,0,,,
Tommy Bohanon,RB,22,0,0,1,1,1,68,0,0,0,0,0,26,72,2,29,239,1,3,,
Chris Gragg,TE,23,0,0,0,1,1,32,0,0,0,0,0,0,0,0,24,251,2,,,
Ty Powell,DE,25,0,0,0,1,,19,0,0,0,0,0,0,0,0,0,0,0,17,,1
David King,DE,23,0,0,0,1,,17,0,0,0,0,0,0,0,0,0,0,0,4,,2.5
Zeke Motta,DB,23,0,0,0,1,1,10,0,0,0,0,0,0,0,0,0,0,0,8,,
Lewis Cine,DB,22,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,
David Ojabo,LB,22,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,,1
Phidarian Mathis,DT,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,
Jalen Tolbert,WR,23,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,12,0,,,
Sean Rhyan,OL,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,
Jeremy Ruckert,TE,22,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,8,0,,,
Danny Gray,WR,23,0,0,0,0,0,13,0,0,0,0,0,1,9,0,1,10,0,,,
Zamir White,RB,22,0,0,0,0,0,14,0,0,0,0,0,17,70,0,0,0,0,,,
Isaiah Spiller,RB,21,0,0,0,0,0,6,0,0,0,0,0,18,41,0,3,13,0,,,
Erik Ezukanma,WR,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,,,
Charlie Kolar,TE,23,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,49,0,,,
Darian Kinnard,T,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,
D.J. Davidson,DT,24,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,,
Cole Turner,TE,22,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,23,0,,,
Snoop Conner,RB,22,0,0,0,0,0,8,0,0,0,0,0,12,42,1,0,0,0,1,,
Matt Waletzko,OL,22,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,
Jerome Ford,RB,22,0,0,0,0,0,13,0,0,0,0,0,8,12,0,0,0,0,1,,
Montrell Washington,WR,23,0,0,0,0,0,15,0,0,0,0,0,5,30,0,4,2,0,,,
Esezi Otomewo,DT,23,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,,
Ty Chandler,RB,24,0,0,0,0,0,3,0,0,0,0,0,6,20,0,0,0,0,,,
Matthew Butler,DT,23,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,,0.5
Kevin Harris,RB,21,0,0,0,0,0,5,0,0,0,0,0,18,52,1,0,0,0,,,
Vederian Lowe,OL,23,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,,,
Zachary Thomas,OL,24,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,,
Nick Zakelj,OL,23,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,,,
Devin Harper,LB,24,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,
Tyler Badie,RB,22,0,0,0,0,,1,0,0,0,0,0,1,0,0,1,24,1,,,
Gregory Junior,CB,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,,
Sam Roberts,DE,24,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,,
Michael Woods II,WR,22,0,0,0,0,0,10,0,0,0,0,0,1,-5,0,5,45,0,1,,
Trestan Ebner,RB,23,0,0,0,0,0,17,0,0,0,0,0,24,54,0,2,8,0,3,,
Austin Deculus,T,23,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,,,
Luke Tenuta,OL,23,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,0,0,,,
Quentin Lake,DB,23,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,8,,1
Tariq Castro-Fields,CB,23,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,,,
Ja'Tyre Carter,OL,23,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,
Nick Muse,TE,23,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,,,
