"player","team","games","position","recTarg","recRec","recRec40s","recYds","recYds100Games","recTds","recTd40s","recDrops","catch","depth","ypt","ypr","rac","rzRecTarg","rzRecRec","rzRecTds","rzRecTargPct","rzRecRecPct","rzRecTdPct","ezRecTarg","ezRecTds","ezRecTargPct","ezRecRecPct","ezRecTdPct","rushCarries","rush40s","rushYds","rushYds100Games","rushTds","rushTd40s","ypc","yac","rushTa","tat","fumbles","rzRushCarries","rzRushTds","rzRushPct","rzRushTdPct","i5RushCarries","i5RushTds","i5RushPct","i5RushTdPct","patConversions","patAttempts","fantasyPts","ptsPerSnap","ptsPerTouch"
"Ashton Dulin","IND","1","WR","1","0","0","0","0","0","0","0","0","10","0","0","0","1","0","0","100","0","0","1","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Rashod Bateman","BLT","1","WR","10","7","0","58","0","0","0","0","70","9.7","5.8","8.29","1.14","1","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.3","0.16","1.33"
"Terrace Marshall Jr.","CAR","1","WR","2","2","0","16","0","0","0","0","100","8","8","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.6","0.06","1.3"
"Ja'Marr Chase","CIN","1","WR","12","11","2","266","1","3","2","0","91.7","12.67","22.17","24.18","13.73","3","2","1","25","18.2","33.3","1","1","8.3","9.1","33.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50.1","0.78","4.55"
"Anthony Schwartz","CLV","1","WR","1","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Joshua Palmer","LAC","1","WR","4","3","0","16","0","0","0","1","75","3.75","4","5.33","1.33","3","2","0","75","66.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.1","0.1","1.03"
"Jalen Reagor","PHI","1","WR","1","0","0","0","0","0","0","0","0","14","0","0","0","1","0","0","100","0","0","0","0","0","0","0","1","0","-3","0","0","0","-3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.3","-0.01","-0.3"
"Nico Collins","HST","1","WR","5","2","0","35","0","0","0","0","40","9.6","7","17.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.5","0.11","2.25"
"Donovan Peoples-Jones","CLV","1","WR","5","3","0","76","0","0","0","0","60","16.8","15.2","25.33","7.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.1","0.14","3.03"
"Laviska Shenault Jr.","JAX","1","WR","3","2","0","13","0","0","0","0","66.7","1.67","4.33","6.5","6","1","1","0","33.3","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.3","0.18","1.15"
"DeVonta Smith","PHI","1","WR","6","3","0","54","0","0","0","0","50","19","9","18","3.67","2","0","0","33.3","0","0","1","0","16.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.9","0.12","2.3"
"Gabe Davis","BUF","1","WR","3","3","0","40","0","0","0","0","100","10.67","13.33","13.33","2.67","2","2","0","66.7","66.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.5","0.08","1.83"
"Keelan Cole Sr.","NYJ","1","WR","5","2","0","35","0","0","0","1","40","18","7","17.5","2.5","2","1","0","40","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.5","0.09","2.25"
"A.J. Brown","TEN","1","WR","5","2","0","41","0","0","0","0","40","18.8","8.2","20.5","4.5","1","0","0","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.1","0.13","2.55"
"DJ Moore","CAR","1","WR","8","3","0","29","0","0","0","1","37.5","9.88","3.63","9.67","3.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.4","0.08","1.47"
"Terry McLaurin","WAS","1","WR","7","7","0","61","0","0","0","0","100","3.29","8.71","8.71","5.43","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.6","0.16","1.37"
"Courtland Sutton","DEN","1","WR","5","3","1","60","0","0","0","0","60","16.6","12","20","3.67","1","1","0","20","33.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.5","0.14","2.5"
"Stanley Morgan","CIN","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Alex Bachman","NYG","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Equanimeous St. Brown","GB","1","WR","2","1","0","14","0","0","0","0","50","5","7","14","9","1","0","0","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.9","0.11","1.9"
"Christian Blake","ATL","1","WR","1","0","0","0","0","0","0","0","0","24","0","0","0","1","0","0","100","0","0","1","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
