"player","team","games","position","recTarg","recRec","recRec40s","recYds","recYds100Games","recTds","recTd40s","recDrops","catch","depth","ypt","ypr","rac","rzRecTarg","rzRecRec","rzRecTds","rzRecTargPct","rzRecRecPct","rzRecTdPct","ezRecTarg","ezRecTds","ezRecTargPct","ezRecRecPct","ezRecTdPct","rushCarries","rush40s","rushYds","rushYds100Games","rushTds","rushTd40s","ypc","yac","rushTa","tat","fumbles","rzRushCarries","rzRushTds","rzRushPct","rzRushTdPct","i5RushCarries","i5RushTds","i5RushPct","i5RushTdPct","patConversions","patAttempts","fantasyPts","ptsPerSnap","ptsPerTouch"
"Elijah Moore","NYJ","1","WR","8","4","0","46","0","0","0","0","50","6.38","5.75","11.5","4.25","2","1","0","25","25","0","0","0","0","0","0","1","0","7","0","0","0","7","3","1","1","0","1","0","100","0","0","0","0","0","0","0","7.3","0.12","1.46"
"Rashod Bateman","BLT","1","WR","4","4","0","31","0","0","0","0","100","6.75","7.75","7.75","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.1","0.14","1.27"
"Ja'Marr Chase","CIN","1","WR","3","3","0","39","0","0","0","0","100","2.33","13","13","10.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.4","0.1","1.8"
"Jaylen Waddle","MIA","1","WR","10","9","1","137","1","1","0","0","90","7.8","13.7","15.22","8","2","2","1","20","22.2","100","1","1","10","11.1","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24.2","0.44","2.69"
"Jalen Reagor","PHI","1","WR","7","2","0","31","0","0","0","1","28.6","22.29","4.43","15.5","1","4","1","0","57.1","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.1","0.09","2.05"
"Tylan Wallace","BLT","1","WR","1","0","0","0","0","0","0","0","0","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Donovan Peoples-Jones","CLV","1","WR","5","2","0","10","0","0","0","1","40","13","2","5","0","3","0","0","60","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0.04","1"
"Justin Jefferson","MIN","1","WR","8","4","0","83","0","0","0","0","50","16.5","10.38","20.75","8.25","2","0","0","25","0","0","2","0","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","10.3","0.2","2.58"
"Dezmon Patmon","IND","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"N'Keal Harry","NE","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
