"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"104","Jayden Reed","GB","wr","6","@CHI","7.7","0","0","0","0","0","0","0","0","0","5.8396","3.533","45.3858","0.2387","0.1206","0.0603","0.008","75.862","0.0639","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"105","Tyler Higbee","LA","te","10","@SEA","6.7","0","0","0","0","0","0","0","0","0","5.0346","3.8052","33.2628","0.2497","0.0404","0.0202","0.0115","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"106","Jerick McKinnon","KC","rb","10","DET","7.1","0","0","0","0","0","0","5.1522","19.3626","0.1378","3.1484","2.6091","19.0889","0.1869","0.062","0.031","0.0104","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"107","Ty Chandler","MIN","rb","13","TB","7.1","0","0","0","0","0","0","9.6373","43.0804","0.2946","0.8306","0.6857","5.396","0.0293","0.0926","0.0463","0.0055","56.083","0.0345","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"108","Adam Thielen","CAR","wr","7","@ATL","7.6","0","0","0","0","0","0","0","0","0","5.2317","3.7689","38.9637","0.3018","0.0323","0.0161","0.0111","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"109","Chigoziem Okonkwo","TEN","te","7","@NO","6.6","0","0","0","0","0","0","0","0","0","4.0847","2.9844","35.5795","0.2508","0.0332","0.0166","0.0158","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"110","Pat Freiermuth","PIT","te","6","SF","6.6","0","0","0","0","0","0","0","0","0","4.4326","3.2298","33.6365","0.2737","0.0353","0.0176","0.0116","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"111","Russell Wilson","DEN","qb","9","LV","16","18.215","30.191","211.5042","1.3826","0.5396","2.3748","3.8107","15.7758","0.1797","0","0","0","0","0.4202","0.2101","0.0584","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"112","Derek Carr","NO","qb","11","TEN","16","20.5727","31.3249","249.8233","1.4907","0.4792","1.8492","1.012","5.8894","0.0068","0","0","0","0","0.3943","0.1971","0.0484","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"113","Trevor Lawrence","JAX","qb","9","@IND","16","21.575","32.2638","219.8573","1.4853","0.6814","1.6459","3.247","15.5623","0.0992","0","0","0","0","0.5811","0.2905","0.045","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"114","Brandin Cooks","DAL","wr","7","@NYG","7.4","0","0","0","0","0","0","0","0","0","5.1828","3.4665","42.2583","0.2335","0.0201","0.01","0.0066","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"115","Anthony Richardson","IND","qb","11","JAX","15.9","19.2245","29.7642","199.872","1.1011","0.7963","2.6351","6.622","28.8041","0.2829","0","0","0","0","0.6964","0.3482","0.0512","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"116","Dalvin Cook","NYJ","rb","7","BUF","6.7","0","0","0","0","0","0","8.1864","36.1503","0.221","1.5787","1.2998","8.4298","0.0399","0.102","0.051","0.0144","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"117","Zach Charbonnet","SEA","rb","5","LA","6.7","0","0","0","0","0","0","6.7135","31.0641","0.2032","1.9029","1.5586","12.3881","0.061","0.0578","0.0289","0.007","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"118","David Njoku","CLV","te","5","CIN","6.3","0","0","0","0","0","0","0","0","0","4.603","3.2416","34.885","0.1902","0.0384","0.0192","0.0094","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"119","Kenny Pickett","PIT","qb","6","SF","15.8","19.9916","31.5341","221.3828","1.3478","0.9797","2.2534","3.6045","17.3359","0.1476","0","0","0","0","0.4073","0.2036","0.0708","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"120","Gabe Davis","BUF","wr","13","@NYJ","7.2","0","0","0","0","0","0","0","0","0","4.3667","2.4931","43.2995","0.2691","0.0241","0.012","0.0035","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"121","Jonathan Mingo","CAR","wr","7","@ATL","7.2","0","0","0","0","0","0","0","0","0","4.9066","3.1439","41.4663","0.2527","0.0299","0.0149","0.0064","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"122","Geno Smith","SEA","qb","5","LA","15.7","20.2222","30.262","229.5007","1.3876","1.0295","2.3507","3.5058","16.5975","0.0707","0","0","0","0","0.4519","0.2259","0.0564","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"123","Justin Fields","CHI","qb","13","GB","15.7","14.9756","24.5499","166.2325","0.7592","0.7813","3.5676","9.4209","49.5452","0.3888","0","0","0","0","1.0893","0.5446","0.0345","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"124","Puka Nacua","LA","wr","10","@SEA","7.1","0","0","0","0","0","0","0","0","0","4.9674","3.2269","41.0588","0.2274","0.0307","0.0153","0.0101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"125","Jaxon Smith-Njigba","SEA","wr","5","LA","7.1","0","0","0","0","0","0","0","0","0","4.7119","3.1994","41.2441","0.2256","0.0304","0.0152","0.0089","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"126","Rashaad Penny","PHI","rb","10","@NE","6.5","0","0","0","0","0","0","8.5608","42.4184","0.2619","0.6216","0.5099","3.3478","0.0145","0.0562","0.0281","0.0026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"127","Tyler Allgeier","ATL","rb","11","CAR","6.5","0","0","0","0","0","0","4.5784","22.1393","0.1378","2.7833","2.2885","17.09","0.1016","0.0388","0.0194","0.0093","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"128","Sean Tucker","TB","rb","5","@MIN","6.5","0","0","0","0","0","0","5.6736","24.2639","0.1615","2.6787","2.1273","15.578","0.081","0.0569","0.0285","0.0066","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"129","Gerald Everett","LAC","te","5","MIA","6.1","0","0","0","0","0","0","0","0","0","4.0874","3.1612","30.749","0.2368","0.044","0.022","0.0106","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"130","Greg Dulcich","DEN","te","9","LV","6.1","0","0","0","0","0","0","0","0","0","3.9023","2.7301","32.581","0.2471","0.0303","0.0152","0.0106","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"131","Sam LaPorta","DET","te","9","@KC","6.1","0","0","0","0","0","0","0","0","0","4.1086","2.9261","31.1563","0.2429","0.0358","0.0179","0.018","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"132","Desmond Ridder","ATL","qb","11","CAR","15.6","18.6606","28.8065","203.9601","1.2373","0.4424","2.0591","5.1407","16.9663","0.2287","0","0","0","0","0.5602","0.2801","0.0514","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"133","Tua Tagovailoa","MIA","qb","10","@LAC","15.6","23.1847","34.0349","245.595","1.3857","0.7944","2.1012","1.6248","9.5462","0.0312","0","0","0","0","0.4947","0.2473","0.0594","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"134","Sam Howell","WAS","qb","14","ARZ","15.6","17.6147","28.0113","193.5259","1.1652","0.8008","2.4998","5.3979","27.7665","0.2362","0","0","0","0","0.5371","0.2686","0.0359","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"135","Romeo Doubs","GB","wr","6","@CHI","7","0","0","0","0","0","0","0","0","0","5.9034","3.7542","40.2413","0.1878","0.0551","0.0276","0.0075","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"136","Tyjae Spears","TEN","rb","7","@NO","6.4","0","0","0","0","0","0","7.1359","30.5748","0.1657","1.9856","1.6126","12.1836","0.0584","0.061","0.0305","0.0062","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"137","Hayden Hurst","CAR","te","7","@ATL","6","0","0","0","0","0","0","0","0","0","4.1677","3.161","28.7528","0.259","0.0629","0.0314","0.0075","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"138","Dalton Schultz","HST","te","7","@BLT","6","0","0","0","0","0","0","0","0","0","4.2241","3.0113","31.3411","0.2216","0.0295","0.0147","0.0123","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"139","Brock Purdy","SF","qb","9","@PIT","15.4","19.0049","29.5381","212.5751","1.4212","0.8166","2.2016","2.1734","13.9727","0.1094","0","0","0","0","0.3399","0.17","0.0686","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"140","Zay Jones","JAX","wr","9","@IND","6.8","0","0","0","0","0","0","0.3619","1.8047","0.0174","4.7722","3.2353","35.9253","0.2236","0.0223","0.0112","0.0084","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"141","Zay Flowers","BLT","wr","13","HST","6.8","0","0","0","0","0","0","0","0","0","4.7799","3.0044","38.5006","0.2439","0.0285","0.0143","0.0065","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"142","Treylon Burks","TEN","wr","7","@NO","6.8","0","0","0","0","0","0","0.1899","1.2089","0.0089","4.7371","3.0843","39.2653","0.191","0.0282","0.0141","0.0066","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"143","Bryce Young","CAR","qb","7","@ATL","15.2","19.5456","29.7004","197.0513","1.3547","0.823","2.4594","3.6965","17.3424","0.1817","0","0","0","0","0.4728","0.2364","0.0509","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"144","Mecole Hardman Jr.","NYJ","wr","7","BUF","6.6","0","0","0","0","0","0","0.7257","4.1099","0.0386","4.5104","3.2687","33.9996","0.1673","0.1178","0.0589","0.0075","78.8816","0.0511","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"145","Baker Mayfield","TB","qb","5","@MIN","15.1","21.457","34.4068","229.5112","1.2852","0.8252","2.7839","2.3514","10.5221","0.1219","0","0","0","0","0.5041","0.2521","0.0551","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"146","Nico Collins","HST","wr","7","@BLT","6.5","0","0","0","0","0","0","0","0","0","4.7933","2.8747","39.5453","0.1803","0.0215","0.0108","0.0054","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"147","Quentin Johnston","LAC","wr","5","MIA","6.5","0","0","0","0","0","0","0","0","0","4.2284","2.7885","37.3145","0.2237","0.0265","0.0132","0.005","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"148","Damien Harris","BUF","rb","13","@NYJ","5.9","0","0","0","0","0","0","7.8878","33.0152","0.2399","1.0178","0.82","6.0833","0.025","0.0572","0.0286","0.0025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"149","Devin Singletary","HST","rb","7","@BLT","5.9","0","0","0","0","0","0","5.5431","24.4692","0.1377","2.4266","1.944","13.6087","0.0649","0.1024","0.0512","0.0018","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"150","Salvon Ahmed","MIA","rb","10","@LAC","5.9","0","0","0","0","0","0","5.9815","24.7159","0.1615","2.0337","1.6485","13.0382","0.0557","0.0479","0.0239","0.0059","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"151","Evan Hull","IND","rb","11","JAX","5.9","0","0","0","0","0","0","5.4908","24.6148","0.1711","2.003","1.6189","12.4403","0.0642","0.0507","0.0254","0.0052","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"152","Hunter Henry","NE","te","11","PHI","5.5","0","0","0","0","0","0","0","0","0","3.4952","2.4402","29.3389","0.2303","0.0223","0.0112","0.0066","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"153","Aaron Rodgers","NYJ","qb","7","BUF","15","21.0438","32.3271","228.9389","1.2664","0.4518","2.1839","2.208","6.1254","0.106","0","0","0","0","0.2292","0.1146","0.0467","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"154","Michael Gallup","DAL","wr","7","@NYG","6.3","0","0","0","0","0","0","0","0","0","4.822","2.9085","35.8957","0.2076","0.0197","0.0098","0.0065","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"155","Marquez Valdes-Scantling","KC","wr","10","DET","6.3","0","0","0","0","0","0","0","0","0","3.9441","2.2403","36.7171","0.2515","0.0151","0.0076","0.003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"156","Gus Edwards","BLT","rb","13","HST","5.7","0","0","0","0","0","0","6.444","31.2124","0.2459","0.9616","0.7755","5.5492","0.0336","0.0531","0.0266","0.0038","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"157","Matthew Stafford","LA","qb","10","@SEA","14.8","20.7929","33.1209","235.8594","1.378","0.715","1.8657","1.3308","2.8834","0.0617","0","0","0","0","0.32","0.16","0.0573","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"158","Tyler Boyd","CIN","wr","7","@CLV","6.2","0","0","0","0","0","0","0","0","0","4.0322","2.9146","34.7573","0.2162","0.0248","0.0124","0.01","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"159","Terrace Marshall Jr.","CAR","wr","7","@ATL","6.2","0","0","0","0","0","0","0","0","0","4.2268","2.7195","36.032","0.2069","0.0318","0.0159","0.0106","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"160","Elijah Moore","CLV","wr","5","CIN","6.2","0","0","0","0","0","0","0","0","0","4.7434","2.8238","37.4455","0.1728","0.0208","0.0104","0.0057","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"161","Cole Kmet","CHI","te","13","GB","5.2","0","0","0","0","0","0","0","0","0","3.883","2.7108","29.1042","0.1602","0.0234","0.0117","0.0057","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"162","Curtis Samuel","WAS","wr","14","ARZ","6.1","0","0","0","0","0","0","1.7166","9.6773","0.1275","3.5112","2.4668","23.5493","0.1298","0.0483","0.0241","0.0041","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"163","Alec Pierce","IND","wr","11","JAX","6.1","0","0","0","0","0","0","0","0","0","4.2416","2.515","37.35","0.1917","0.0301","0.015","0.0051","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"164","Chuba Hubbard","CAR","rb","7","@ATL","5.5","0","0","0","0","0","0","7.2847","29.3638","0.2035","1.1232","0.8957","6.963","0.0423","0.0431","0.0216","0.0025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"165","Jerome Ford","CLV","rb","5","CIN","5.5","0","0","0","0","0","0","5.8098","25.561","0.1715","1.7121","1.3573","10.2767","0.0412","0.0764","0.0382","0.0056","60.3568","0.034","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"166","Zamir White","LV","rb","13","@DEN","5.5","0","0","0","0","0","0","7.1406","30.3283","0.2156","0.969","0.7719","5.6573","0.0313","0.051","0.0255","0.0055","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"167","Irv Smith Jr.","CIN","te","7","@CLV","5.1","0","0","0","0","0","0","0","0","0","3.4468","2.6056","21.5586","0.268","0.0373","0.0186","0.0089","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"168","Luke Musgrave","GB","te","6","@CHI","5.1","0","0","0","0","0","0","0","0","0","3.574","2.466","27.5708","0.1859","0.0302","0.0151","0.0085","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"169","Nick Westbrook-Ikhine","TEN","wr","7","@NO","6","0","0","0","0","0","0","0","0","0","3.8861","2.5717","35.4396","0.1988","0.0279","0.014","0.0049","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"170","Rashod Bateman","BLT","wr","13","HST","6","0","0","0","0","0","0","0.2903","1.7507","0.0192","3.9314","2.5618","32.7442","0.1898","0.0313","0.0157","0.0047","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"171","Elijah Mitchell","SF","rb","9","@PIT","5.4","0","0","0","0","0","0","7.5821","33.086","0.2406","0.579","0.4719","3.3039","0.0205","0.0203","0.0101","0.0034","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"172","Odell Beckham Jr.","BLT","wr","13","HST","5.9","0","0","0","0","0","0","0.2903","1.3527","0.0188","4.1011","2.6227","30.4882","0.2128","0.0229","0.0115","0.0046","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"173","Trey Palmer","TB","wr","5","@MIN","5.9","0","0","0","0","0","0","0","0","0","4.3741","2.744","34.527","0.1785","0.0261","0.013","0.0074","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"174","Tyler Conklin","NYJ","te","7","BUF","4.9","0","0","0","0","0","0","0","0","0","3.5761","2.6427","25.4615","0.1744","0.0446","0.0223","0.0078","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"175","Ryan Tannehill","TEN","qb","7","@NO","14.4","18.9864","28.8307","215.3857","1.2347","0.6898","2.4744","1.3656","10.4745","0.0867","0","0","0","0","0.3084","0.1542","0.046","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"176","K.J. Osborn","MIN","wr","13","TB","5.8","0","0","0","0","0","0","0","0","0","3.8873","2.7637","31.8378","0.2098","0.0267","0.0133","0.0036","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"177","Parris Campbell","NYG","wr","13","DAL","5.8","0","0","0","0","0","0","0.6749","3.8276","0.0348","4.0111","2.7228","29.2513","0.1557","0.0361","0.0181","0.0041","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"178","Isaiah Hodgins","NYG","wr","13","DAL","5.8","0","0","0","0","0","0","0","0","0","3.922","2.8167","33.1894","0.1838","0.0306","0.0153","0.0044","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"179","Joshua Kelley","LAC","rb","5","MIA","5.2","0","0","0","0","0","0","6.016","23.1139","0.1402","1.6209","1.285","11.2653","0.0566","0.072","0.036","0.0032","40.2714","0.0262","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"180","Dawson Knox","BUF","te","13","@NYJ","4.8","0","0","0","0","0","0","0","0","0","2.8892","2.0806","24.2348","0.2162","0.0179","0.009","0.005","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"181","Jake Ferguson","DAL","te","7","@NYG","4.8","0","0","0","0","0","0","0","0","0","3.2147","2.3611","24.4895","0.1966","0.0276","0.0138","0.0107","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"182","Jimmy Garoppolo","LV","qb","13","@DEN","14.3","21.7462","32.8481","223.5968","1.4341","0.9017","2.0695","0.8468","4.2451","0.02","0","0","0","0","0.2445","0.1223","0.064","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"183","Michael Mayer","LV","te","13","@DEN","4.7","0","0","0","0","0","0","0","0","0","3.1407","2.2197","23.9327","0.1928","0.0272","0.0136","0.0083","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"184","Hunter Renfrow","LV","wr","13","@DEN","5.6","0","0","0","0","0","0","0","0","0","4.1765","3.039","29.6813","0.181","0.0432","0.0216","0.005","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
