"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"22","Breece Hall","NYJ","rb","7","BUF","11.9","0","0","0","0","0","0","11.1117","52.7107","0.3341","3.5117","2.7419","25.4826","0.1241","0.0832","0.0416","0.0104","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23","Patrick Mahomes","KC","qb","10","DET","21","22.9078","34.8429","250.013","2.0078","0.4773","1.4386","3.6961","20.8686","0.2312","0","0","0","0","0.3893","0.1946","0.0737","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24","Stefon Diggs","BUF","wr","13","@NYJ","12.3","0","0","0","0","0","0","0","0","0","7.9782","5.5021","69.4728","0.4378","0.049","0.0245","0.0149","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"25","Josh Allen","BUF","qb","13","@NYJ","20.9","20.6675","32.8778","251.5477","1.5808","0.8575","2.2257","6.3433","39.9202","0.2553","0","0","0","0","0.5915","0.2958","0.0632","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"26","Jahmyr Gibbs","DET","rb","9","@KC","11.7","0","0","0","0","0","0","10.5362","47.5055","0.3314","4.2654","3.4085","25.6576","0.1251","0.1003","0.0502","0.0176","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27","Davante Adams","LV","wr","13","@DEN","12.2","0","0","0","0","0","0","0","0","0","8.0857","5.2711","66.3749","0.4856","0.0307","0.0153","0.0038","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28","Taysom Hill","NO","te","11","TEN","11.1","0","0","0","0","0","0","8.7318","46.6925","0.4721","2.4605","1.8366","18.7415","0.145","0.1113","0.0557","0.0053","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"29","Travis Etienne Jr.","JAX","rb","9","@IND","11.4","0","0","0","0","0","0","13.1473","61.1025","0.2917","2.902","2.4065","18.206","0.0918","0.1538","0.0769","0.018","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30","Dameon Pierce","HST","rb","7","@BLT","11.4","0","0","0","0","0","0","14.231","61.0485","0.2997","3.1456","2.5339","17.7579","0.0853","0.1884","0.0942","0.0078","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31","Kenneth Walker III","SEA","rb","5","LA","11.4","0","0","0","0","0","0","13.7364","65.121","0.4671","1.9331","1.6236","10.0605","0.0459","0.0585","0.0293","0.0071","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"32","Miles Sanders","CAR","rb","7","@ATL","11.3","0","0","0","0","0","0","13.9229","59.5892","0.3583","3.0149","2.4628","14.7303","0.0769","0.1249","0.0624","0.0194","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"33","Cam Akers","LA","rb","10","@SEA","11.2","0","0","0","0","0","0","14.6898","60.6297","0.401","2.3495","1.8844","14.6864","0.0625","0.1791","0.0896","0.0083","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"34","A.J. Brown","PHI","wr","10","@NE","11.7","0","0","0","0","0","0","0","0","0","7.4597","4.6235","69.8106","0.4066","0.0496","0.0248","0.0032","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"35","Jalen Hurts","PHI","qb","10","@NE","20.1","18.9149","29.964","222.0991","1.2743","0.6404","1.9782","8.712","45.155","0.4092","0","0","0","0","0.5761","0.288","0.0619","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"36","Jaylen Waddle","MIA","wr","10","@LAC","11.5","0","0","0","0","0","0","0.576","3.3478","0.0301","7.3074","5.0594","64.3467","0.331","0.0588","0.0294","0.0073","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"37","Chris Olave","NO","wr","11","TEN","11.4","0","0","0","0","0","0","0","0","0","7.2571","4.6245","69.8048","0.3589","0.0646","0.0323","0.0157","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"38","Garrett Wilson","NYJ","wr","7","BUF","11.3","0","0","0","0","0","0","0.2494","1.5368","0.0123","7.7","5.0077","65.1216","0.3476","0.0567","0.0283","0.0108","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"39","Amon-Ra St. Brown","DET","wr","9","@KC","11.1","0","0","0","0","0","0","0.432","2.6633","0.0228","8.0604","5.9414","59.4277","0.2879","0.036","0.018","0.0139","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40","Lamar Jackson","BLT","qb","13","HST","19.6","17.8783","28.246","194.3609","1.3879","0.5969","2.4137","9.1189","53.7789","0.2737","0","0","0","0","0.5607","0.2804","0.0416","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41","Isiah Pacheco","KC","rb","10","DET","10.4","0","0","0","0","0","0","11.5983","53.6104","0.4423","1.9375","1.6218","12.0177","0.0712","0.1511","0.0756","0.0047","42.4439","0.0333","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"42","Deebo Samuel","SF","wr","9","@PIT","10.9","0","0","0","0","0","0","2.4361","14.4398","0.1733","5.3843","3.6776","48.6997","0.2924","0.1144","0.0572","0.0074","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"43","James Conner","ARZ","rb","14","@WAS","10.3","0","0","0","0","0","0","12.6096","48.8221","0.4391","2.4979","2.0398","13.8762","0.0692","0.1594","0.0797","0.0033","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"44","Tee Higgins","CIN","wr","7","@CLV","10.8","0","0","0","0","0","0","0","0","0","6.5685","4.3898","61.5278","0.4025","0.0324","0.0162","0.0336","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"45","D.K. Metcalf","SEA","wr","5","LA","10.6","0","0","0","0","0","0","0","0","0","6.9772","4.5677","59.9658","0.3821","0.0644","0.0322","0.0055","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"46","Javonte Williams","DEN","rb","9","LV","10","0","0","0","0","0","0","11.4772","52.5377","0.3383","2.3235","1.9061","13.0217","0.0809","0.1204","0.0602","0.0063","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"47","James Cook","BUF","rb","13","@NYJ","10","0","0","0","0","0","0","11.1607","50.717","0.2629","2.6594","2.0907","17.6898","0.0889","0.0955","0.0477","0.0071","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"48","David Montgomery","DET","rb","9","@KC","9.9","0","0","0","0","0","0","12.0002","50.0154","0.3631","2.2582","1.8033","14.5913","0.0681","0.0834","0.0417","0.0046","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"49","T.J. Hockenson","MIN","te","13","TB","9.4","0","0","0","0","0","0","0","0","0","6.1133","4.5201","47.8641","0.3838","0.0344","0.0172","0.023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50","DeVonta Smith","PHI","wr","10","@NE","10.3","0","0","0","0","0","0","0","0","0","7.0156","4.6819","60.4536","0.3164","0.035","0.0175","0.0097","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"51","Keenan Allen","LAC","wr","5","MIA","10.2","0","0","0","0","0","0","0.2332","1.0425","0.0124","6.9768","5.12","55.4709","0.3183","0.0562","0.0281","0.0047","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"52","Brian Robinson","WAS","rb","14","ARZ","9.5","0","0","0","0","0","0","12.7358","55.0104","0.3685","1.5327","1.2251","9.1443","0.0504","0.1086","0.0543","0.0044","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"53","Isaiah Likely","BLT","te","13","HST","9.1","0","0","0","0","0","0","0","0","0","6.0809","4.2336","45.5461","0.4051","0.0465","0.0233","0.0124","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"54","Rachaad White","TB","rb","5","@MIN","9.3","0","0","0","0","0","0","11.4818","46.5425","0.249","2.8143","2.2916","14.8051","0.0896","0.0838","0.0419","0.0086","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"55","Drake London","ATL","wr","11","CAR","9.8","0","0","0","0","0","0","0","0","0","6.8133","4.3696","55.5715","0.3401","0.075","0.0375","0.0162","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"56","Joe Burrow","CIN","qb","7","@CLV","18.4","21.4493","32.5981","246.989","1.7824","0.7238","3.1183","3.6545","12.1653","0.1485","0","0","0","0","0.3539","0.1769","0.0678","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"57","AJ Dillon","GB","rb","6","@CHI","9.2","0","0","0","0","0","0","10.2416","42.7867","0.3384","2.5209","1.9783","14.6575","0.0737","0.0704","0.0352","0.0029","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"58","Van Jefferson","LA","wr","10","@SEA","9.7","0","0","0","0","0","0","0.7473","4.3646","0.0375","6.075","3.4631","54.2893","0.3149","0.0322","0.0161","0.0084","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"59","Courtland Sutton","DEN","wr","9","LV","9.7","0","0","0","0","0","0","0","0","0","6.6726","4.0578","56.6399","0.3296","0.0234","0.0117","0.0193","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60","Terry McLaurin","WAS","wr","14","ARZ","9.7","0","0","0","0","0","0","0.3876","2.2842","0.0223","6.2421","3.9742","55.5634","0.3004","0.0286","0.0143","0.004","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"61","Calvin Ridley","JAX","wr","9","@IND","9.7","0","0","0","0","0","0","0","0","0","7.1583","5.0002","51.0165","0.3528","0.0428","0.0214","0.0076","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"62","Mike Evans","TB","wr","5","@MIN","9.6","0","0","0","0","0","0","0","0","0","6.3746","3.8599","54.5034","0.3659","0.018","0.009","0.0051","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"63","Antonio Gibson","WAS","rb","14","ARZ","9","0","0","0","0","0","0","7.9737","33.7166","0.2635","3.4554","2.7438","20.0315","0.1144","0.1489","0.0744","0.0103","28.4944","0.0199","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"64","JuJu Smith-Schuster","NE","wr","11","PHI","9.5","0","0","0","0","0","0","0","0","0","6.8048","5.0306","53.8909","0.2693","0.0743","0.0371","0.0088","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"65","Kyle Pitts","ATL","te","11","CAR","8.5","0","0","0","0","0","0","0","0","0","5.4796","3.5441","51.131","0.2714","0.0297","0.0148","0.0078","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"66","Christian Kirk","JAX","wr","9","@IND","9.4","0","0","0","0","0","0","0.4342","2.215","0.0196","5.804","4.0047","51.3453","0.3217","0.0251","0.0125","0.0038","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"67","Justin Herbert","LAC","qb","5","MIA","17.9","23.9025","35.6056","252.896","1.5974","0.6459","1.8758","3.1388","12.8004","0.1309","0","0","0","0","0.3005","0.1502","0.0571","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"68","Amari Cooper","CLV","wr","5","CIN","9.2","0","0","0","0","0","0","0","0","0","6.5958","4.0333","55.2814","0.274","0.0322","0.0161","0.0053","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"69","Marvin Mims Jr.","DEN","wr","9","LV","9.2","0","0","0","0","0","0","0.371","2.4085","0.0232","5.6002","3.4863","52.3379","0.3179","0.0893","0.0446","0.0101","18.4121","0.0197","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70","George Kittle","SF","te","9","@PIT","8.2","0","0","0","0","0","0","0","0","0","4.7185","3.4416","43.9565","0.3388","0.053","0.0265","0.0226","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"71","Tyler Lockett","SEA","wr","5","LA","9.1","0","0","0","0","0","0","0","0","0","5.2857","3.8539","53.5396","0.3046","0.0315","0.0157","0.0151","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"72","Darren Waller","NYG","te","13","DAL","8.1","0","0","0","0","0","0","0","0","0","5.3778","3.567","46.0236","0.2871","0.0311","0.0155","0.0067","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"73","Mike Williams","LAC","wr","5","MIA","9","0","0","0","0","0","0","0","0","0","5.7435","3.7661","52.5645","0.3079","0.0203","0.0102","0.0102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"74","George Pickens","PIT","wr","6","SF","9","0","0","0","0","0","0","0","0","0","5.7307","3.4032","54.5544","0.3135","0.0265","0.0133","0.0122","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"75","D'Andre Swift","PHI","rb","10","@NE","8.4","0","0","0","0","0","0","7.807","34.9895","0.2539","3.049","2.498","16.0302","0.0841","0.0644","0.0322","0.0097","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"76","DeAndre Hopkins","TEN","wr","7","@NO","8.9","0","0","0","0","0","0","0","0","0","5.9001","4.0941","50.2744","0.3034","0.0507","0.0254","0.0065","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"77","Diontae Johnson","PIT","wr","6","SF","8.8","0","0","0","0","0","0","0.4228","2.4716","0.0208","6.6173","4.3791","46.5567","0.2555","0.0496","0.0248","0.0287","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"78","Michael Thomas","NO","wr","11","TEN","8.7","0","0","0","0","0","0","0","0","0","5.6375","4.1148","49.5856","0.282","0.0373","0.0186","0.0076","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"79","Daniel Jones","NYG","qb","13","DAL","17.2","18.9379","30.1153","205.3849","1.1286","0.6356","2.8297","6.2909","36.0413","0.2763","0","0","0","0","0.64","0.32","0.0668","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80","Michael Pittman Jr.","IND","wr","11","JAX","8.6","0","0","0","0","0","0","0","0","0","6.5097","4.5266","49.8953","0.2349","0.0603","0.0301","0.0053","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"81","Samaje Perine","DEN","rb","9","LV","8","0","0","0","0","0","0","8.7563","36.9699","0.2715","2.2044","1.8066","12.5469","0.0935","0.0479","0.024","0.0059","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"82","Brandon Aiyuk","SF","wr","9","@PIT","8.5","0","0","0","0","0","0","0","0","0","5.3843","3.5277","47.3444","0.3253","0.0399","0.0199","0.0197","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"83","Khalil Herbert","CHI","rb","13","GB","7.9","0","0","0","0","0","0","9.0292","43.066","0.2703","1.7807","1.4384","9.7401","0.0482","0.0464","0.0232","0.004","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"84","Dallas Goedert","PHI","te","10","@NE","7.5","0","0","0","0","0","0","0","0","0","4.7067","3.5193","41.3538","0.2763","0.0463","0.0231","0.0094","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"85","Kadarius Toney","KC","wr","10","DET","8.4","0","0","0","0","0","0","0.8318","5.15","0.0535","4.9475","3.7027","39.2316","0.3088","0.1123","0.0562","0.0063","25.9267","0.0266","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"86","Tutu Atwell","LA","wr","10","@SEA","8.4","0","0","0","0","0","0","0.5605","3.2662","0.0318","5.7394","3.5443","46.4966","0.254","0.128","0.064","0.0108","75.2712","0.0571","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"87","Chris Godwin","TB","wr","5","@MIN","8.3","0","0","0","0","0","0","0","0","0","6.5442","4.8358","46.8992","0.1951","0.0719","0.036","0.0163","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"88","Kirk Cousins","MIN","qb","13","TB","16.9","22.1452","33.5224","255.8951","1.6101","0.7359","1.828","1.6643","5.7369","0.0808","0","0","0","0","0.4602","0.2301","0.0559","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"89","Kendrick Bourne","NE","wr","11","PHI","8.2","0","0","0","0","0","0","0.4483","2.5353","0.0215","4.918","3.6007","45.7397","0.2376","0.0582","0.0291","0.0069","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"90","Ezekiel Elliott","NE","rb","11","PHI","7.6","0","0","0","0","0","0","9.2489","37.8876","0.3099","1.6703","1.3358","9.1899","0.0486","0.0263","0.0131","0.0271","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"91","Dak Prescott","DAL","qb","7","@NYG","16.7","20.7068","32.2547","238.252","1.4671","0.5966","1.7273","2.8173","11.9302","0.1346","0","0","0","0","0.4776","0.2388","0.0591","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"92","Allen Lazard","NYJ","wr","7","BUF","8.1","0","0","0","0","0","0","0","0","0","5.6703","3.7099","46.7722","0.2684","0.024","0.012","0.0073","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"93","Jahan Dotson","WAS","wr","14","ARZ","8.1","0","0","0","0","0","0","0.2215","1.3647","0.0132","5.3504","3.3294","45.4147","0.2853","0.0309","0.0155","0.011","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"94","Jordan Addison","MIN","wr","13","TB","8.1","0","0","0","0","0","0","0","0","0","5.3492","3.6354","46.7676","0.271","0.0345","0.0173","0.0069","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"95","Evan Engram","JAX","te","9","@IND","7.1","0","0","0","0","0","0","0","0","0","4.8367","3.7107","35.0309","0.2911","0.0409","0.0205","0.0118","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"96","Juwan Johnson","NO","te","11","TEN","7.1","0","0","0","0","0","0","0","0","0","4.4228","3.0511","38.85","0.2819","0.0318","0.0159","0.0076","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"97","Jakobi Meyers","LV","wr","13","@DEN","8","0","0","0","0","0","0","0","0","0","5.914","3.9969","45.6462","0.2281","0.0457","0.0229","0.0328","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","DJ Moore","CHI","wr","13","GB","7.8","0","0","0","0","0","0","0","0","0","6.0842","3.7027","46.9683","0.1993","0.03","0.015","0.0111","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"99","Marquise Brown","ARZ","wr","14","@WAS","7.8","0","0","0","0","0","0","0","0","0","6.4884","4.2645","44.5369","0.2058","0.061","0.0305","0.0051","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100","Skyy Moore","KC","wr","10","DET","7.8","0","0","0","0","0","0","0.2541","1.5498","0.0158","5.0859","3.497","40.3503","0.2944","0.0332","0.0166","0.0061","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"101","Jaylen Warren","PIT","rb","6","SF","7.2","0","0","0","0","0","0","7.0887","33.0676","0.2023","2.248","1.8484","13.8196","0.0606","0.0691","0.0345","0.0046","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"102","Noah Gray","KC","te","10","DET","6.8","0","0","0","0","0","0","0","0","0","4.2555","3.2364","31.5729","0.3429","0.0356","0.0178","0.0083","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"103","Dalton Kincaid","BUF","te","13","@NYJ","6.8","0","0","0","0","0","0","0","0","0","4.4652","3.2136","35.3574","0.2684","0.0393","0.0197","0.0109","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
