"player","team","games","position","recTarg","recRec","recRec40s","recYds","recYds100Games","recTds","recTd40s","recDrops","catch","depth","ypt","ypr","rac","rzRecTarg","rzRecRec","rzRecTds","rzRecTargPct","rzRecRecPct","rzRecTdPct","ezRecTarg","ezRecTds","ezRecTargPct","ezRecRecPct","ezRecTdPct","rushCarries","rush40s","rushYds","rushYds100Games","rushTds","rushTd40s","ypc","yac","rushTa","tat","fumbles","rzRushCarries","rzRushTds","rzRushPct","rzRushTdPct","i5RushCarries","i5RushTds","i5RushPct","i5RushTdPct","patConversions","patAttempts","fantasyPts","ptsPerSnap","ptsPerTouch"
"Jaxon Smith-Njigba","SEA","1","WR","7","4","0","63","0","1","0","2","57.1","10.29","9","15.75","3","1","1","1","14.3","25","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14.3","0.38","3.58"
"Quentin Johnston","LAC","1","WR","2","1","0","20","0","0","0","0","50","26.5","10","20","4","1","0","0","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.5","0.07","2.5"
"Marvin Mims Jr.","DEN","1","WR","1","0","0","0","0","0","0","0","0","33","0","0","0","1","0","0","100","0","0","1","0","100","0","0","1","0","-11","0","0","0","-11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1.1","-0.06","-1.1"
"Jameson Williams","DET","1","WR","6","0","0","0","0","0","0","2","0","22.67","0","0","0","3","0","0","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Tre Tucker","LV","1","WR","3","2","0","16","0","0","0","0","66.7","7.33","5.33","8","0","1","1","0","33.3","50","0","0","0","0","0","0","1","0","2","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2.8","0.09","0.93"
"George Pickens","PIT","1","WR","8","5","0","107","1","0","0","1","62.5","14.88","13.38","21.4","7.4","1","0","0","12.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13.2","0.25","2.64"
"Rashee Rice","KC","1","WR","6","5","0","60","0","1","0","0","83.3","7.83","10","12","9.4","1","1","1","16.7","20","100","1","1","16.7","20","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14.5","0.36","2.9"
"Deven Thompkins","TB","1","WR","3","3","0","14","0","0","0","0","100","-0.33","4.67","4.67","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","2.9","0.15","0.97"
"Amon-Ra St. Brown","DET","1","WR","19","13","0","102","1","0","0","1","68.4","6.26","5.37","7.85","2.23","1","0","0","5.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16.7","0.23","1.28"
"Brandon Aiyuk","SF","1","WR","6","5","0","57","0","0","0","0","83.3","8.83","9.5","11.4","2.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.2","0.16","1.64"
"Alec Pierce","IND","1","WR","3","3","0","53","0","0","0","0","100","15.67","17.67","17.67","2","1","1","0","33.3","33.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.8","0.1","2.27"
"Jake Bobo","SEA","1","WR","5","4","0","61","0","1","0","0","80","15","12.2","15.25","2.25","2","1","1","40","25","100","1","1","20","25","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14.1","0.31","3.52"
"Dyami Brown","WAS","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Tutu Atwell","LA","1","WR","2","1","0","31","0","1","0","0","50","20","15.5","31","1","1","1","1","50","100","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.6","0.19","9.6"
"Christian Watson","GB","1","WR","5","3","0","27","0","0","0","0","60","7.2","5.4","9","3.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.2","0.07","1.4"
"Joshua Palmer","LAC","1","WR","7","5","1","133","1","0","0","0","71.4","15.43","19","26.6","10","1","1","0","14.3","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15.8","0.25","3.16"
"Jalen Reagor","NE","1","WR","1","1","0","11","0","0","0","0","100","9","11","11","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.6","0.06","1.6"
"Marquise Brown","ARZ","1","WR","5","3","0","49","0","0","0","0","60","13.4","9.8","16.33","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.4","0.1","2.13"
"DeVonta Smith","PHI","1","WR","5","4","0","49","0","0","0","0","80","11.2","9.8","12.25","2.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.9","0.1","1.73"
"Calvin Ridley","JAX","1","WR","4","1","0","5","0","0","0","0","25","17.5","1.25","5","8","1","0","0","25","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0.02","0.5"
"Terry McLaurin","WAS","1","WR","9","6","0","90","0","0","0","1","66.7","12.22","10","15","3.5","5","4","0","55.6","66.7","0","1","0","11.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0.2","2"
"Courtland Sutton","DEN","1","WR","6","6","0","76","0","1","0","0","100","11.17","12.67","12.67","1.5","3","3","1","50","50","100","1","1","16.7","16.7","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16.6","0.33","2.77"
"Cody Thompson","SEA","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Lil'Jordan Humphrey","DEN","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Trishton Jackson","MIN","1","WR","1","1","0","7","0","0","0","0","100","5","7","7","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.2","0.11","1.2"
"Darius Slayton","NYG","1","WR","2","1","0","22","0","0","0","0","50","10.5","11","22","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.7","0.05","2.7"
"K.J. Osborn","MIN","1","WR","6","5","0","47","0","0","0","0","83.3","11.17","7.83","9.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.2","0.11","1.44"
"Trent Taylor","CHI","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Mack Hollins","ATL","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Cooper Kupp","LA","1","WR","6","2","0","29","0","0","0","2","33.3","9.17","4.83","14.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","3.9","0.06","1.95"
"Kalif Raymond","DET","1","WR","2","2","0","20","0","0","0","0","100","-3","10","10","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0.11","1.5"
"Tyreek Hill","MIA","1","WR","15","11","0","88","0","1","0","2","73.3","7.13","5.87","8","2.27","4","2","1","26.7","18.2","100","1","1","6.7","9.1","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20.3","0.53","1.85"
"Michael Thomas","NO","1","WR","7","3","0","42","0","1","0","0","42.9","11.71","6","14","5","3","1","1","42.9","33.3","100","3","1","42.9","33.3","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11.7","0.16","3.9"
"Stefon Diggs","BUF","1","WR","12","6","0","58","0","1","0","1","50","18.42","4.83","9.67","4","3","1","1","25","16.7","100","1","0","8.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14.8","0.24","2.47"
"Tyler Lockett","SEA","1","WR","5","4","0","38","0","0","0","0","80","11.8","7.6","9.5","0.5","1","1","0","20","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.8","0.14","1.45"
"DeVante Parker","NE","1","WR","1","1","0","8","0","0","0","0","100","7","8","8","1","1","1","0","100","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.3","0.04","1.3"
