Player,ADP
Peyton Manning,11
Tony Romo,88
Cam Newton,97
Philip Rivers,103
Russell Wilson,105
Colin Kaepernick,109
Robert Griffin III,112
Andy Dalton,123
Ben Roethlisberger,131
Carson Palmer,133
Ryan Tannehill,147
Drew Brees,20
Aaron Rodgers,23
Matthew Stafford,47
Andrew Luck,55
Tom Brady,62
Matt Ryan,70
Nick Foles,77
Jay Cutler,85
