"Player","Team","Pos","Fantasy Points Pts","Fantasy Points x-Pts","Fantasy Points +/-","Points Per Game PPG","Points Per Game x-PPG","Points Per Game +/-","#G","Receiving Rec","Receiving X-Rec","Receiving Yds","Receiving X-Yds","Receiving TD","Receiving X-TD","Rushing Yds","Rushing X-Yds","Rushing TD","Rushing X-TD"
"Robert Woods","HST","WR","4.9","7.7","-2.8","4.9","7.7","-2.8","1","3","3.77","34","55.87","0","0.0384","0","0","0","0"
"Gary Brightwell","NYG","RB","4.6","5","-0.40000000000000036","4.6","5","-0.4","1","2","2.38","31","19.15","0","0.0096","5","17.8752","0","0.01"
"Davante Adams","LV","WR","35.7","31.8","3.900000000000002","35.7","31.8","3.9","1","13","12.93","172","185.52","2","1.1328","0","0","0","0"
"Breece Hall","NYJ","RB","3.1","7.5","-4.4","3.1","7.5","-4.4","1","1","1.69","9","12.15","0","0","17","53.4982","0","0.02"
"Mike Gesicki","NE","TE","2.3","1.2","1.0999999999999999","2.3","1.2","1.1","1","1","0.61","18","9.22","0","0","0","0","0","0"
"Drake London","ATL","WR","4.1","8.1","-4","4.1","8.1","-4","1","2","3.06","31","32.65","0","0.5568","0","0","0","0"
"Darren Waller","NYG","TE","3.5","8.9","-5.4","3.5","8.9","-5.4","1","3","4.9","20","64.05","0","0","0","0","0","0"
"Zack Moss","IND","RB","21.5","20.5","1","21.5","20.5","1","1","2","2.22","23","16.63","1","0.4416","122","128.3996","0","0.37"
"Taysom Hill","NO","TE","2.6","3.4","-0.7999999999999998","2.6","3.4","-0.8","1","1","0.89","9","7.21","0","0","12","17.2088","0","0.08"
"George Kittle","SF","TE","12.5","11.1","1.4000000000000004","12.5","11.1","1.4","1","7","6.28","90","72.17","0","0.1248","0","0","0","0"
"Keisean Nixon","GB","WR","1.1","0.5","0.6000000000000001","1.1","0.5","0.6","1","0","0","0","0","0","0","11","4.8902","0","0"
"Terrace Marshall Jr.","CAR","WR","6","8.8","-2.8000000000000007","6","8.8","-2.8","1","5","5.39","35","58.66","0","0.0384","0","0","0","0"
"Dalvin Cook","NYJ","RB","4.4","7","-2.5999999999999996","4.4","7","-2.6","1","3","2.77","11","19.01","0","0","18","36.2992","0","0.02"
"KhaDarel Hodge","ATL","WR","2","1.8","0.19999999999999996","2","1.8","0.2","1","1","0.7","15","7.62","0","0.1152","0","0","0","0"
"DeeJay Dallas","SEA","RB","1","1.9","-0.8999999999999999","1","1.9","-0.9","1","1","0.9","-2","4.96","0","0","7","7.2618","0","0.04"
"DeAndre Carter","LV","WR","2.1","1.1","1","2.1","1.1","1","1","1","0.93","16","6.19","0","0.0096","0","0","0","0"
"Adam Thielen","CAR","WR","26","20","6","26","20","6","1","11","9.31","145","120.69","1","0.5472","0","0","0","0"
"James Conner","ARZ","RB","18.6","12.1","6.500000000000002","18.6","12.1","6.5","1","2","1.75","18","9.92","0","0.1632","98","58.6922","1","0.57"
"Parris Campbell","NYG","WR","5.4","6.7","-1.2999999999999998","5.4","6.7","-1.3","1","6","4.86","24","41.41","0","0.0192","0","0","0","0"
"Travis Kelce","KC","TE","16.4","15.9","0.4999999999999982","16.4","15.9","0.5","1","7","5.79","69","63","1","1.1136","0","0","0","0"
"Julian Hill","MIA","TE","0","3.9","-3.9","0","3.9","-3.9","1","0","0.57","0","2.85","0","0.5472","0","0","0","0"
"Marvin Mims Jr.","DEN","WR","9.1","8.4","0.6999999999999993","9.1","8.4","0.7","1","3","2.15","73","44.03","0","0.4128","3","4.5962","0","0"
"Harrison Bryant","CLV","TE","0.4","0.9","-0.5","0.4","0.9","-0.5","1","0","0","0","0","0","0","4","6.8208","0","0.03"
"Pierre Strong Jr.","CLV","RB","2.7","2.7","0","2.7","2.7","0","1","0","0","0","0","0","0","27","26.6462","0","0"
"Nick Bawden","NYJ","RB","6.1","3","3.0999999999999996","6.1","3","3.1","1","0","0","0","0","0","0","1","1","1","0.49"
"Pat Freiermuth","PIT","TE","11.6","7.6","4","11.6","7.6","4","1","3","2.48","41","34.32","1","0.48","0","0","0","0"
"Kareem Hunt","CLV","RB","4.5","5.7","-1.2000000000000002","4.5","5.7","-1.2","1","2","2.63","22","20.36","0","0","13","23.4514","0","0"
"Roschon Johnson","CHI","RB","5.9","6","-0.09999999999999964","5.9","6","-0.1","1","2","1.71","11","13.78","0","0","38","37.4556","0","0"
"Tony Jones Jr.","NO","RB","7.2","9.1","-1.8999999999999995","7.2","9.1","-1.9","1","4","3.48","21","23.88","0","0.0576","31","33.6728","0","0.21"
"Josh Downs","IND","WR","9.7","13","-3.3000000000000007","9.7","13","-3.3","1","8","8.28","57","81.12","0","0.1248","0","0","0","0"
"Jerry Jeudy","DEN","WR","10.6","12.1","-1.5","10.6","12.1","-1.5","1","5","4.41","81","73.7","0","0.4224","0","0","0","0"
"Laviska Shenault Jr.","CAR","WR","1.2","1.4","-0.19999999999999996","1.2","1.4","-0.2","1","1","0.88","0","5.29","0","0","7","4.6354","0","0"
"Gerald Everett","LAC","TE","6","9.3","-3.3000000000000007","6","9.3","-3.3","1","6","5.08","30","35.16","0","0.5472","0","0","0","0"
"D'Ernest Johnson","JAX","RB","2.2","3.6","-1.4","2.2","3.6","-1.4","1","2","1.78","6","13.38","0","0.0096","6","13.5338","0","0"
"Jauan Jennings","SF","WR","4.1","3.3","0.7999999999999998","4.1","3.3","0.8","1","2","2.02","31","22.21","0","0.0192","0","0","0","0"
"Dalton Kincaid","BUF","TE","1.3","2.2","-0.9000000000000001","1.3","2.2","-0.9","1","2","1.77","3","12.77","0","0","0","0","0","0"
"Jayden Reed","GB","WR","7.8","15.2","-7.3999999999999995","7.8","15.2","-7.4","1","3","3.8","63","48.09","0","1.4224","0","0","0","0"
"Juwan Johnson","NO","TE","2.2","3.9","-1.6999999999999997","2.2","3.9","-1.7","1","2","3.01","12","23.08","0","0.0096","0","0","0","0"
"Evan Engram","JAX","TE","10.2","9.6","0.5999999999999996","10.2","9.6","0.6","1","7","6.77","67","60.86","0","0.0288","0","0","0","0"
"Tyler Lockett","SEA","WR","4.9","11.9","-7","4.9","11.9","-7","1","3","4.01","34","58.48","0","0.672","0","0","0","0"
"Tank Bigsby","JAX","RB","7","4.8","2.2","7","4.8","2.2","1","0","0.81","0","4.81","0","0.0768","10","5.5472","1","0.49"
"Rashod Bateman","BLT","WR","1.1","3.6","-2.5","1.1","3.6","-2.5","1","1","1.99","6","25.99","0","0","0","0","0","0"
"River Cracraft","MIA","WR","1.8","1.5","0.30000000000000004","1.8","1.5","0.3","1","1","0.74","13","10.36","0","0.0096","0","0","0","0"
"Braxton Berrios","MIA","WR","4.3","2.6","1.6999999999999997","4.3","2.6","1.7","1","2","1.46","33","18.39","0","0","0","0","0","0"
"Mark Andrews","BLT","TE","5.5","6.2","-0.7000000000000002","5.5","6.2","-0.7","1","4","3.67","35","43.33","0","0","0","0","0","0"
"Treylon Burks","TEN","WR","1","7.9","-6.9","1","7.9","-6.9","1","1","3.33","5","60.48","0","0.0384","0","0","0","0"
"K.J. Osborn","MIN","WR","10.1","7.4","2.6999999999999993","10.1","7.4","2.7","1","1","1.58","36","22.45","1","0.72","0","0","0","0"
"Alexander Mattison","MIN","RB","15","25.7","-10.7","15","25.7","-10.7","1","5","5.11","32","41.51","0","0.3072","93","79.2824","0","1.53"
"Emanuel Wilson","GB","RB","1.7","1.8","-0.10000000000000009","1.7","1.8","-0.1","1","1","0.82","6","5.18","0","0","6","9.1924","0","0"
"Courtland Sutton","DEN","WR","19.1","16.1","3","19.1","16.1","3","1","8","6.78","91","78.59","1","0.8064","0","0","0","0"
"Calvin Austin III","PIT","WR","14.2","8.7","5.5","14.2","8.7","5.5","1","2","3.8","72","62.99","1","0.0768","0","0","0","0"
"Nate Adkins","DEN","TE","1.6","1","0.6000000000000001","1.6","1","0.6","1","1","0.84","11","5.86","0","0","0","0","0","0"
"Elijah Mitchell","SF","RB","5.9","8.9","-3","5.9","8.9","-3","1","3","2.81","2","15.72","0","0.0768","42","49.7644","0","0.08"
"Khalil Shakir","BUF","WR","1","0.9","0.09999999999999998","1","0.9","0.1","1","1","0.76","5","5.44","0","0","0","0","0","0"
"Kenyan Drake","BLT","RB","4.1","3.7","0.39999999999999947","4.1","3.7","0.4","1","2","2.73","31","18.96","0","0","0","4.4296","0","0"
"Derius Davis","LAC","WR","0.8","0.9","-0.09999999999999998","0.8","0.9","-0.1","1","1","0.97","3","4.16","0","0","0","0","0","0"
"Jordan Addison","MIN","WR","8.2","12.1","-3.9000000000000004","8.2","12.1","-3.9","1","6","5.06","52","61.52","0","0.5664","0","0","0","0"
