"Player","Team","Pos","Fantasy Points Pts","Fantasy Points x-Pts","Fantasy Points +/-","Points Per Game PPG","Points Per Game x-PPG","Points Per Game +/-","#G","Receiving Rec","Receiving X-Rec","Receiving Yds","Receiving X-Yds","Receiving TD","Receiving X-TD","Rushing Yds","Rushing X-Yds","Rushing TD","Rushing X-TD"
"DeVante Parker","NE","WR","2.9","3.6","-0.7000000000000002","2.9","3.6","-0.7","1","2","1.3","19","19.04","0","0.1728","0","0","0","0"
"Jerome Ford","CLV","RB","18.1","11.4","6.700000000000001","18.1","11.4","6.7","1","2","2.08","33","18.21","1","0.3072","18","42.9338","1","0.4"
"John Bates","WAS","TE","2.2","1.9","0.30000000000000027","2.2","1.9","0.3","1","2","1.33","12","12.73","0","0","0","0","0","0"
"Malik Heath","GB","WR","0","4.1","-4.1","0","4.1","-4.1","1","0","0.9","0","13.57","0","0.384","0","0","0","0"
"Amon-Ra St. Brown","DET","WR","15.1","19.8","-4.700000000000001","15.1","19.8","-4.7","1","9","8.54","102","101.07","0","0.816","4","4.8608","0","0"
"Zonovan Knight","DET","RB","1.3","1.4","-0.09999999999999987","1.3","1.4","-0.1","1","0","0","0","0","0","0","13","13.7984","0","0.01"
"Jaxon Smith-Njigba","SEA","WR","1.5","3.8","-2.3","1.5","3.8","-2.3","1","1","2.15","10","18.36","0","0.144","0","0","0","0"
"Najee Harris","PIT","RB","6.5","8.9","-2.4000000000000004","6.5","8.9","-2.4","1","0","0","0","0","0","0","65","86.4458","0","0.04"
"Justyn Ross","KC","WR","0","0.5","-0.5","0","0.5","-0.5","1","0","0.5","0","2.61","0","0","0","0","0","0"
"Isaiah McKenzie","IND","WR","0.8","1","-0.19999999999999996","0.8","1","-0.2","1","1","0.9","3","5.63","0","0","0","0","0","0"
"Skyy Moore","KC","WR","6.2","9.3","-3.1000000000000005","6.2","9.3","-3.1","1","4","4.11","42","50.82","0","0.3552","0","0","0","0"
"Jakobi Meyers","LV","WR","12","19","-7","12","19","-7","1","7","7.23","85","105.74","0","0.8064","0","0","0","0"
"Luke Schoonmaker","DAL","TE","0","1.2","-1.2","0","1.2","-1.2","1","0","0.89","0","7.1","0","0","0","0","0","0"
"Jason Cabinda","DET","RB","0","0.4","-0.4","0","0.4","-0.4","1","0","0","0","0","0","0","0","4.067","0","0"
"Kyle Juszczyk","SF","RB","0.3","0.5","-0.2","0.3","0.5","-0.2","1","0","0","0","0","0","0","3","3.9102","0","0.01"
"Tyler Conklin","NYJ","TE","4.1","6.3","-2.2","4.1","6.3","-2.2","1","3","3.82","26","43.75","0","0","0","0","0","0"
"Khalil Herbert","CHI","RB","4.6","6.2","-1.6000000000000005","4.6","6.2","-1.6","1","2","1.78","5","10.79","0","0","31","29.7626","0","0.21"
"Michael Carter","NYJ","RB","0.8","1","-0.19999999999999996","0.8","1","-0.2","1","1","0.82","3","6.12","0","0","0","0","0","0"
"Calvin Ridley","JAX","WR","5.5","10.2","-4.699999999999999","5.5","10.2","-4.7","1","3","4.14","40","68.9","0","0.2016","0","0","0","0"
"Tyjae Spears","TEN","RB","2.9","7","-4.1","2.9","7","-4.1","1","4","3.63","3","21.96","0","0.2208","6","16.7776","0","0"
"Patrick Taylor","GB","RB","4.4","9.3","-4.9","4.4","9.3","-4.9","1","3","3.22","23","23.86","0","0.2496","6","9.8882","0","0.47"
"Tyreek Hill","MIA","WR","26.2","19.2","7","26.2","19.2","7","1","9","7.66","157","113.71","1","0.672","0","0","0","0"
"Dameon Pierce","HST","RB","13.4","14.3","-0.9000000000000004","13.4","14.3","-0.9","1","3","2.58","28","22.21","0","0","31","54.3708","1","0.89"
"Michael Mayer","LV","TE","0","1","-1","0","1","-1","1","0","0.48","0","7.36","0","0","0","0","0","0"
"Garrett Wilson","NYJ","WR","7.3","11.1","-3.8","7.3","11.1","-3.8","1","5","5.97","48","62.82","0","0.2976","0","0","0","0"
"Tommy Tremble","CAR","TE","2","1.6","0.3999999999999999","2","1.6","0.4","1","1","0.64","15","11.05","0","0.0288","0","0","0","0"
"Rashee Rice","KC","WR","8.4","10.1","-1.6999999999999993","8.4","10.1","-1.7","1","5","5.06","59","49.99","0","0.432","0","0","0","0"
"Deonte Harty","BUF","WR","2.3","5.1","-2.8","2.3","5.1","-2.8","1","2","1.94","15","16.05","0","0.0768","-2","7.6342","0","0.22"
"Amari Cooper","CLV","WR","21.1","12.6","8.500000000000002","21.1","12.6","8.5","1","7","4.17","116","78.6","1","0.4416","0","0","0","0"
"Brenton Strange","JAX","TE","1.7","2.3","-0.5999999999999999","1.7","2.3","-0.6","1","2","1.75","7","13.47","0","0.0096","0","0","0","0"
"Hunter Luepke","DAL","RB","2.6","1.7","0.9000000000000001","2.6","1.7","0.9","1","1","0.84","12","8.34","0","0","9","4.067","0","0"
"Kadarius Toney","KC","WR","0.4","1","-0.6","0.4","1","-0.6","1","1","0.96","-1","4.77","0","0","0","0","0","0"
"Teagan Quitoriano","HST","TE","0","1.1","-1.1","0","1.1","-1.1","1","0","0.87","0","7","0","0","0","0","0","0"
"DJ Moore","CHI","WR","11.6","11.1","0.5","11.6","11.1","0.5","1","3","3.06","41","65.42","1","0.4992","0","0","0","0"
"C.J. Uzomah","NYJ","TE","1.4","3.9","-2.5","1.4","3.9","-2.5","1","1","1.01","9","22.07","0","0.192","0","0","0","0"
"Cole Turner","WAS","TE","5.5","12.6","-7.1","5.5","12.6","-7.1","1","4","4.36","35","41.41","0","1.0384","0","0","0","0"
"Sam LaPorta","DET","TE","18.4","14.1","4.299999999999999","18.4","14.1","4.3","1","8","7.99","84","89.11","1","0.2016","0","0","0","0"
"George Pickens","PIT","WR","9.5","7.4","2.0999999999999996","9.5","7.4","2.1","1","4","4.05","75","52.92","0","0.0096","0","0","0","0"
"Zay Flowers","BLT","WR","9","12.2","-3.1999999999999993","9","12.2","-3.2","1","8","8.18","48","75.99","0","0","2","4.6256","0","0"
"Kendre Miller","NO","RB","3.9","5.3","-1.4","3.9","5.3","-1.4","1","1","0.95","0","5.83","0","0.0096","34","40.3074","0","0.03"
"Colby Parkinson","SEA","TE","5.3","3.7","1.5999999999999996","5.3","3.7","1.6","1","3","2.48","38","24.3","0","0","0","0","0","0"
"Jamal Agnew","JAX","WR","7.1","6.7","0.39999999999999947","7.1","6.7","0.4","1","4","3.41","51","48.13","0","0.0384","0","0","0","0"
"Jimmy Graham","NO","TE","7.3","3.1","4.199999999999999","7.3","3.1","4.2","1","1","0.45","8","3.02","1","0.432","0","0","0","0"
"James Cook","BUF","RB","12.2","11.4","0.7999999999999989","12.2","11.4","0.8","1","2","1.83","14","12.49","0","0.0096","98","63.5628","0","0.47"
"Michael Wilson","ARZ","WR","9.6","3.7","5.8999999999999995","9.6","3.7","5.9","1","2","1.17","86","30.72","0","0","0","0","0","0"
"AJ Dillon","GB","RB","3.3","4.6","-1.2999999999999998","3.3","4.6","-1.3","1","0","0","0","0","0","0","33","43.4042","0","0.04"
"Marquez Valdes-Scantling","KC","WR","4.2","3.9","0.30000000000000027","4.2","3.9","0.3","1","1","0.8","37","19.01","0","0.2688","0","0","0","0"
"C.J. Ham","MIN","RB","1.2","1.4","-0.19999999999999996","1.2","1.4","-0.2","1","1","0.85","7","8.73","0","0.0096","0","0","0","0"
"David Njoku","CLV","TE","4","3.9","0.10000000000000009","4","3.9","0.1","1","4","3.13","20","23.72","0","0","0","0","0","0"
"Dawson Knox","BUF","TE","1.6","4.4","-2.8000000000000003","1.6","4.4","-2.8","1","1","1.25","11","14.92","0","0.384","0","0","0","0"
"Travis Etienne Jr.","JAX","RB","15.8","13.1","2.700000000000001","15.8","13.1","2.7","1","4","4.23","50","25.08","0","0","88","82.0064","0","0.05"
"Jerick McKinnon","KC","RB","16.3","7.7","8.600000000000001","16.3","7.7","8.6","1","3","2.56","19","9.72","2","0.7488","9","9.7804","0","0"
"Derrick Henry","TEN","RB","2","5.1","-3.0999999999999996","2","5.1","-3.1","1","0","0","0","0","0","0","20","50.0682","0","0.02"
"Darnell Mooney","CHI","WR","0","1.4","-1.4","0","1.4","-1.4","1","0","0.48","0","11.11","0","0","0","0","0","0"
"Kylen Granson","IND","TE","1.9","6.6","-4.699999999999999","1.9","6.6","-4.7","1","2","3.15","9","29.99","0","0.3456","0","0","0","0"
"Bijan Robinson","ATL","RB","8","10.8","-2.8000000000000007","8","10.8","-2.8","1","4","5.16","27","34.31","0","0","33","46.2658","0","0.02"
"Jake Ferguson","DAL","TE","7.3","8.9","-1.6000000000000005","7.3","8.9","-1.6","1","5","5.36","48","48.35","0","0.2304","0","0","0","0"
"Samori Toure","GB","WR","0","5.7","-5.7","0","5.7","-5.7","1","0","1.24","0","33.56","0","0.288","0","0","0","0"
"Curtis Samuel","WAS","WR","6.4","6.4","0","6.4","6.4","0","1","2","2.05","54","32.38","0","0.3552","0","0","0","0"
"Stefon Diggs","BUF","WR","15.1","15","0.09999999999999964","15.1","15","0.1","1","8","7.4","111","108.73","0","0.0768","0","0","0","0"
"Brandon Johnson","DEN","WR","2.2","4.2","-2","2.2","4.2","-2","1","2","2.23","12","24.22","0","0.1056","0","0","0","0"
"Chris Brooks","MIA","RB","6.6","4.4","2.1999999999999993","6.6","4.4","2.2","1","0","0","0","0","0","0","66","41.4442","0","0.04"
"Demario Douglas","NE","WR","2.5","5.4","-2.9000000000000004","2.5","5.4","-2.9","1","1","1.28","15","30.87","0","0.2112","5","4.361","0","0"
"John Metchie III","HST","WR","2.3","2.1","0.19999999999999973","2.3","2.1","0.2","1","2","1.75","13","11.93","0","0","0","0","0","0"
"Zach Ertz","ARZ","TE","1.6","4","-2.4","1.6","4","-2.4","1","2","1.72","6","8.69","0","0.3744","0","0","0","0"
"Jonathan Mingo","CAR","WR","3.6","5.4","-1.8000000000000003","3.6","5.4","-1.8","1","3","3.61","21","36.19","0","0","0","0","0","0"
"Raheem Mostert","MIA","RB","41.8","19","22.799999999999997","41.8","19","22.8","1","7","6.33","60","40.65","1","0.1632","83","50.9996","3","0.95"
"DeAndre Hopkins","TEN","WR","6.3","11.3","-5.000000000000001","6.3","11.3","-5","1","3","3.47","48","61.62","0","0.5664","0","0","0","0"
"Ezekiel Elliott","NE","RB","9.2","8.4","0.7999999999999989","9.2","8.4","0.8","1","1","0.8","7","4.86","0","0","80","74.4212","0","0.01"
"D.K. Metcalf","SEA","WR","14.2","12.5","1.6999999999999993","14.2","12.5","1.7","1","6","4.28","112","79.13","0","0.4032","0","0","0","0"
"JuJu Smith-Schuster","NE","WR","1","3.8","-2.8","1","3.8","-2.8","1","1","1.83","5","27.99","0","0.0192","0","0","0","0"
"Darius Slayton","NYG","WR","4.7","6.8","-2.0999999999999996","4.7","6.8","-2.1","1","3","3.54","32","49.92","0","0.0096","0","0","0","0"
"Kalif Raymond","DET","WR","7.5","9.5","-2","7.5","9.5","-2","1","4","3.71","55","64.75","0","0.192","0","0","0","0"
"Alec Ingold","MIA","RB","0","0.8","-0.8","0","0.8","-0.8","1","0","0","0","0","0","0","0","8.134","0","0"
"Noah Fant","SEA","TE","6.1","7.4","-1.3000000000000007","6.1","7.4","-1.3","1","4","3.83","41","43.03","0","0.2016","0","0","0","0"
"Dyami Brown","WAS","WR","0","1.8","-1.8","0","1.8","-1.8","1","0","0.55","0","10.8","0","0.0672","0","0","0","0"
"Dalton Schultz","HST","TE","1.4","5.3","-3.9","1.4","5.3","-3.9","1","1","1.33","9","16.14","0","0.4992","0","0","0","0"
"Christian Kirk","JAX","WR","13.4","8.7","4.700000000000001","13.4","8.7","4.7","1","4","3.49","54","51.03","1","0.3168","0","0","0","0"
"Cole Kmet","CHI","TE","3.2","2.6","0.6000000000000001","3.2","2.6","0.6","1","2","1.56","22","17.96","0","0","0","0","0","0"
"Michael Pittman Jr.","IND","WR","12.2","12.5","-0.3000000000000007","12.2","12.5","-0.3","1","9","8","77","74.66","0","0.1728","0","0","0","0"
"Mack Hollins","ATL","WR","2.8","4.2","-1.4000000000000004","2.8","4.2","-1.4","1","1","1.5","23","34.84","0","0","0","0","0","0"
"Hayden Hurst","CAR","TE","1.6","2.3","-0.6999999999999997","1.6","2.3","-0.7","1","1","1.5","11","15.79","0","0","0","0","0","0"
"Romeo Doubs","GB","WR","15.8","18.7","-2.8999999999999986","15.8","18.7","-2.9","1","5","5.23","73","74.56","1","1.4304","0","0","0","0"
"Keaontay Ingram","ARZ","RB","2.6","3.4","-0.7999999999999998","2.6","3.4","-0.8","1","1","0.93","8","5.42","0","0","13","22.8536","0","0.01"
"Javonte Williams","DEN","RB","7.5","7.7","-0.20000000000000018","7.5","7.7","-0.2","1","2","1.78","23","13.99","0","0.0096","42","49.1078","0","0.07"
"Luke Farrell","JAX","TE","0.9","1.1","-0.20000000000000007","0.9","1.1","-0.2","1","1","0.9","4","6.59","0","0","0","0","0","0"
"Luke Musgrave","GB","TE","7.9","11.6","-3.6999999999999993","7.9","11.6","-3.7","1","6","5.57","49","63.59","0","0.4032","0","0","0","0"
"Keenan Allen","LAC","WR","30.5","23","7.5","30.5","23","7.5","1","18","14.61","215","149.32","0","0.1344","0","0","0","0"
"Brian Robinson","WAS","RB","7","7.2","-0.20000000000000018","7","7.2","-0.2","1","0","0","0","0","0","0","70","41.1114","0","0.51"
"Matt Breida","NYG","RB","9.3","5.2","4.1000000000000005","9.3","5.2","4.1","1","3","2.42","1","12.81","0","0.0096","17","16.0426","1","0.18"
"Elijah Moore","CLV","WR","9.3","11.3","-2","9.3","11.3","-2","1","9","7.64","49","59.06","0","0.0288","-1","13.6612","0","0.01"
"Tyler Allgeier","ATL","RB","3.9","5.5","-1.6","3.9","5.5","-1.6","1","2","2.24","17","10.49","0","0","12","30.3212","0","0.05"
"Donovan Peoples-Jones","CLV","WR","6.4","5.7","0.7000000000000002","6.4","5.7","0.7","1","3","2.56","49","40","0","0.0672","0","0","0","0"
"Kenneth Walker III","SEA","RB","29.1","17.7","11.400000000000002","29.1","17.7","11.4","1","3","2.22","59","21.59","0","0.0192","97","66.3272","2","1.28"
"Justin Watson","KC","WR","6.1","7.3","-1.2000000000000002","6.1","7.3","-1.2","1","2","1.65","51","31.8","0","0.5472","0","0","0","0"
"Michael Thomas","NO","WR","8","9.1","-1.0999999999999996","8","9.1","-1.1","1","6","5.72","50","62.12","0","0.0096","0","0","0","0"
"Michael Gallup","DAL","WR","12.2","11.6","0.5999999999999996","12.2","11.6","0.6","1","6","4.86","92","61.41","0","0.4992","0","0","0","0"
"CeeDee Lamb","DAL","WR","8.2","14.4","-6.200000000000001","8.2","14.4","-6.2","1","4","4.53","53","49.79","0","0.96","9","3.038","0","0.18"
"Tony Pollard","DAL","RB","13.6","17.8","-4.200000000000001","13.6","17.8","-4.2","1","3","2.79","-1","15.16","0","0.0384","122","90.0718","0","0.94"
"Gus Edwards","BLT","RB","5.1","5.3","-0.20000000000000018","5.1","5.3","-0.2","1","0","0","0","0","0","0","51","48.1278","0","0.08"
"Marquise Brown","ARZ","WR","14.6","11.2","3.4000000000000004","14.6","11.2","3.4","1","5","4.16","61","60","1","0.528","0","0","0","0"
"Quentin Johnston","LAC","WR","2","2.7","-0.7000000000000002","2","2.7","-0.7","1","2","2.32","10","14.91","0","0.0096","0","0","0","0"
"Craig Reynolds","DET","RB","1.5","2.9","-1.4","1.5","2.9","-1.4","1","0","0.94","0","5.56","0","0","15","18.5122","0","0"
"Daniel Bellinger","NYG","TE","1.3","1.2","0.10000000000000009","1.3","1.2","0.1","1","1","0.86","8","7.44","0","0","0","0","0","0"
"Rondale Moore","ARZ","WR","14.2","7.9","6.299999999999999","14.2","7.9","6.3","1","4","4.95","8","37.53","0","0.1248","54","8.9082","1","0.01"
"Kendrick Bourne","NE","WR","6.6","7.1","-0.5","6.6","7.1","-0.5","1","4","3.64","46","51.23","0","0.0288","0","0","0","0"
"Terry McLaurin","WAS","WR","7.1","6.8","0.2999999999999998","7.1","6.8","0.3","1","6","4.29","41","46.99","0","0","0","0","0","0"
"Brandin Cooks","DAL","WR","2.7","13.5","-10.8","2.7","13.5","-10.8","1","2","3.87","17","34.55","0","1.3536","0","0","0","0"
"Pharaoh Brown","NE","TE","14.1","3.4","10.7","14.1","3.4","10.7","1","2","1.53","71","26.02","1","0","0","0","0","0"
"Brandon Powell","MIN","WR","1","1.1","-0.10000000000000009","1","1.1","-0.1","1","1","0.72","5","5.74","0","0.0288","0","0","0","0"
"Ty Chandler","MIN","RB","3.6","3.4","0.20000000000000018","3.6","3.4","0.2","1","1","1.36","4","12.04","0","0","27","13.72","0","0.03"
"Trey Sermon","IND","RB","2.6","4.3","-1.6999999999999997","2.6","4.3","-1.7","1","1","1.74","4","10.64","0","0","17","22.8536","0","0.01"
"Jonnu Smith","ATL","TE","6.2","10","-3.8","6.2","10","-3.8","1","5","5.98","37","67.92","0","0.0384","0","0","0","0"
"Joshua Kelley","LAC","RB","2.2","10.1","-7.8999999999999995","2.2","10.1","-7.9","1","1","0.9","5","7.86","0","0","12","43.7966","0","0.74"
"Donald Parham Jr.","LAC","TE","13.4","6.8","6.6000000000000005","13.4","6.8","6.6","1","2","1.26","4","2.69","2","0.9792","0","0","0","0"
"Hunter Henry","NE","TE","2.7","4.3","-1.5999999999999996","2.7","4.3","-1.6","1","2","3.06","17","28.08","0","0","0","0","0","0"
"Isaiah Likely","BLT","TE","2.5","2.6","-0.10000000000000009","2.5","2.6","-0.1","1","1","1.14","20","16.08","0","0.0672","0","0","0","0"
"Melvin Gordon III","BLT","RB","6.5","7.1","-0.5999999999999996","6.5","7.1","-0.6","1","2","1.69","23","14.63","0","0.0096","32","44.2078","0","0.06"
"Isiah Pacheco","KC","RB","14.8","21.5","-6.699999999999999","14.8","21.5","-6.7","1","2","2.71","16","11.47","0","0.5088","62","52.1368","1","1.79"
"Chris Moore","TEN","WR","5.1","4.1","1","5.1","4.1","1","1","2","2.11","41","27.66","0","0.048","0","0","0","0"
"Chuba Hubbard","CAR","RB","1.4","2.4","-1","1.4","2.4","-1","1","2","1.97","2","8.98","0","0.0096","2","4.655","0","0"
"Kyle Pitts","ATL","TE","6.2","14.1","-7.8999999999999995","6.2","14.1","-7.9","1","5","6.49","41","91.94","0","0.2688","-4","0","0","0"
"Chase Claypool","CHI","WR","2","6.9","-4.9","2","6.9","-4.9","1","1","1.9","15","43.56","0","0.2688","0","0","0","0"
"Miles Sanders","CAR","RB","14.7","16.3","-1.6000000000000014","14.7","16.3","-1.6","1","5","7.45","38","56.14","0","0.0192","24","38.2008","1","0.51"
"Latavius Murray","BUF","RB","8.6","8.2","0.40000000000000036","8.6","8.2","0.4","1","1","0.81","6","3.86","0","0.1728","15","17.5322","1","0.77"
"Allen Robinson II","PIT","WR","4.4","3.4","1.0000000000000004","4.4","3.4","1","1","4","2.64","24","20.55","0","0","0","0","0","0"
"Robbie Chosen","MIA","WR","13.3","1.6","11.700000000000001","13.3","1.6","11.7","1","1","0.28","68","13.57","1","0.0096","0","0","0","0"
"Emari Demercado","ARZ","RB","0.2","1","-0.8","0.2","1","-0.8","1","0","0","0","0","0","0","2","9.555","0","0.01"
"Wan'Dale Robinson","NYG","WR","4.1","5.8","-1.7000000000000002","4.1","5.8","-1.7","1","4","4.02","21","37.8","0","0","0","0","0","0"
"Nelson Agholor","BLT","WR","5.9","5.4","0.5","5.9","5.4","0.5","1","4","3.13","39","33.05","0","0.096","0","0","0","0"
"Tank Dell","HST","WR","23","10.4","12.6","23","10.4","12.6","1","5","3.99","145","69.22","1","0.24","0","0","0","0"
"Jake Bobo","SEA","WR","7","4.2","2.8","7","4.2","2.8","1","1","1.14","5","7.08","1","0.4896","0","0","0","0"
"Peyton Hendershot","DAL","TE","0.8","1.2","-0.3999999999999999","0.8","1.2","-0.4","1","1","0.85","3","7.49","0","0","0","0","0","0"
"DJ Chark Jr.","CAR","WR","16.6","13.6","3.0000000000000018","16.6","13.6","3","1","4","5.56","86","97.59","1","0.1824","0","0","0","0"
"Dontayvion Wicks","GB","WR","6.5","8.5","-2","6.5","8.5","-2","1","4","3.93","45","51.58","0","0.2304","0","0","0","0"
"Josh Oliver","MIN","TE","7.4","4.2","3.2","7.4","4.2","3.2","1","2","1.31","4","6.81","1","0.48","0","0","0","0"
"Allen Lazard","NYJ","WR","5.4","5.3","0.10000000000000053","5.4","5.3","0.1","1","3","2.59","39","36.91","0","0.0576","0","0","0","0"
"Jaleel McLaughlin","DEN","RB","1.4","2.6","-1.2000000000000002","1.4","2.6","-1.2","1","0","0","0","0","0","0","14","20.4624","0","0.1"
"Jahan Dotson","WAS","WR","3.1","4.9","-1.8000000000000003","3.1","4.9","-1.8","1","2","2.97","21","33.65","0","0.0096","0","0","0","0"
