"player","team","games","position","recTarg","recRec","recRec40s","recYds","recYds100Games","recTds","recTd40s","recDrops","catch","depth","ypt","ypr","rac","rzRecTarg","rzRecRec","rzRecTds","rzRecTargPct","rzRecRecPct","rzRecTdPct","ezRecTarg","ezRecTds","ezRecTargPct","ezRecRecPct","ezRecTdPct","rushCarries","rush40s","rushYds","rushYds100Games","rushTds","rushTd40s","ypc","yac","rushTa","tat","fumbles","rzRushCarries","rzRushTds","rzRushPct","rzRushTdPct","i5RushCarries","i5RushTds","i5RushPct","i5RushTdPct","patConversions","patAttempts","fantasyPts","ptsPerSnap","ptsPerTouch"
"Dareke Young","SEA","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Garrett Wilson","NYJ","1","WR","9","4","0","98","0","0","0","0","44.4","19.11","10.89","24.5","2","1","0","0","11.1","0","0","1","0","11.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11.8","0.19","2.95"
"Ashton Dulin","IND","1","WR","2","2","0","25","0","0","0","0","100","10.5","12.5","12.5","2","1","1","0","50","50","0","0","0","0","0","0","1","0","5","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0.22","1.33"
"Drake London","ATL","1","WR","11","7","0","70","0","0","0","0","63.6","8.91","6.36","10","4","1","1","0","9.1","14.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","10.5","0.17","1.5"
"Deven Thompkins","TB","1","WR","1","1","0","7","0","0","0","0","100","3","7","7","4","0","0","0","0","0","0","0","0","0","0","0","1","0","9","0","0","0","9","2","0","0","0","0","0","0","0","0","0","0","0","0","0","2.1","0.16","1.05"
"Chris Olave","NO","1","WR","4","3","0","53","0","0","0","0","75","14","13.25","17.67","3.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.8","0.25","2.27"
"Terrace Marshall Jr.","CAR","1","WR","3","3","1","51","0","0","0","0","100","12.67","17","17","4.33","1","1","0","33.3","33.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.6","0.16","2.2"
"Ja'Marr Chase","CIN","1","WR","13","7","0","60","0","1","0","1","53.8","9","4.62","8.57","4.29","5","3","1","38.5","42.9","100","1","0","7.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15.5","0.26","2.21"
"Michael Woods II","CLV","1","WR","2","1","0","4","0","0","0","0","50","4.5","2","4","0","2","1","0","100","100","0","0","0","0","0","0","1","0","-5","0","0","0","-5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4","0.01","0.2"
"Brandon Aiyuk","SF","1","WR","4","2","0","19","0","0","0","1","50","9.5","4.75","9.5","1.5","1","0","0","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.9","0.05","1.45"
"Justin Watson","KC","1","WR","1","0","0","0","0","0","0","1","0","46","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Christian Watson","GB","1","WR","6","4","0","46","0","0","0","0","66.7","6","7.67","11.5","5","4","2","0","66.7","50","0","1","0","16.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.6","0.11","1.65"
"Daylen Baldwin","CLV","1","WR","2","2","0","25","0","0","0","0","100","12.5","12.5","12.5","0","1","1","0","50","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.5","0.29","1.75"
"Rashid Shaheed","NO","1","WR","4","3","1","95","0","1","1","0","75","14.75","23.75","31.67","13.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","0.44","5.67"
